Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,02/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000216,"453,000.00",RA GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,50000203,"589,800.00",UKAD GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000204,"5,680,008.00",UKS GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,50000194,"3,892,000.00",V&A GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,50000201,"4,796,000.00",VB GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,50000189,"245,500.00",TWC GIA JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30026879,"7,676.00",BDUP MIP JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30026931,"9,614.00",BES 5 UPGRADE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30026932,"10,149.86",BES 5 UPGRADE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30026879,"38,380.00",BDUP MIP JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Other Consultancy,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30026931,"48,070.00",BES 5 UPGRADE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Other Consultancy,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30026932,"50,749.30",BES 5 UPGRADE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Enterprise (Brophy Grounds Maintenance ),30026940,"4,299.86",APRIL 12 SCHEDULED WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Ceremonials Storage Costs,State Ceremonials Prog Costs,Enterprise (Brophy Grounds Maintenance ),30026940,"21,499.31",APRIL 12 SCHEDULED WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30026883,"24,889.46",BDUK MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30026883,"171,962.48",BDUK MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30026861,"9,427.00",MAY 12 PROFESSIONAL CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30026830,"10,659.88",CHARGES: 28/3 to 30/4/12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30026860,"12,193.13",MAY 12 PROFESSIONAL CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30026831,"17,499.26",CHARGES: 28/3 TO 30/4/12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30026861,"47,135.01",MAY 12 PROFESSIONAL CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30026830,"53,299.37",CHARGES: 28/3 to 30/4/12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30026860,"60,965.63",MAY 12 PROFESSIONAL CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30026831,"87,496.28",CHARGES: 28/3 TO 30/4/12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/07/2012,Current Grants to LAs,GOE managed programme costs,Weymouth & Portland Borough Council,30026945,"550,700.00",DRAWDOWN REQUEST 29.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000206,"8,249,111.00",BL GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000207,"3,903,550.00",BM GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000205,"6,500,000.00",EH GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000188,"1,571,221.00",NG GIA JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000190,"1,404,000.00",NMM GIA JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Subsidy to PC,OFCOM,OFCOM,50000211,"829,115.00",Q1 ONLINE COPYRIGHT INFRINGEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Subsidy to PC,OFCOM,OFCOM,50000212,"63,149.00",Q1 JULY EX POST COMPETITION - ORPHAN
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000221,"7,840,869.00",S4C GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000217,"2,834,333.00",TATE GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30026948,"11,018.00",EAST LONDON SURVEY
Department for Culture Media and Sport,Department for Culture Media and Sport,04/07/2012,Research,EAU Taking Part Survey,TNS UK LTD,30026948,"55,090.00",EAST LONDON SURVEY
Department for Culture Media and Sport,Department for Culture Media and Sport,06/07/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000178,"35,674,750.00",BBC GIA JULY 12 -PT2
Department for Culture Media and Sport,Department for Culture Media and Sport,06/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30026953,"4,377.29",DCMS ACCOUNTING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,06/07/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30026953,"21,886.44",DCMS ACCOUNTING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,06/07/2012,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30026963,"84,912.12",MAY 12 RURAL BROADBAND FEE
Department for Culture Media and Sport,Department for Culture Media and Sport,06/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30026995,"25,140,000.00",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,09/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),50000220,"30,000,000.00",ODA GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,09/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30026980,"22,096.07",MAY FIELDWORK 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,09/07/2012,Research,EAU Taking Part Survey,TNS UK LTD,30026980,"110,480.33",MAY FIELDWORK 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,10/07/2012,Digital Preservation Fund,GOE Admin Costs,Greater London Authority ,30027038,"42,329.00",SUSTAINABLE LONDON 2012:  APR12-MAR13
Department for Culture Media and Sport,Department for Culture Media and Sport,10/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027022,"370,571.00",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,10/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027021,"903,201.80",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,10/07/2012,Grant to OGD (Resource),OFCOM,Ofcom,30026941,"196,841.00",GRANT IN AID
Department for Culture Media and Sport,Department for Culture Media and Sport,11/07/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000179,"140,000,000.00",BBC GIA JULY 12 -PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,11/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,E C Harris LLP,30026960,"5,327.36",PROFESSIONAL SERV MAR-APR 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,11/07/2012,Works Manager Fees,State Ceremonials Prog Costs,E C Harris LLP,30026960,"26,636.78",PROFESSIONAL SERV MAR-APR 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,12/07/2012,Current Grants Private Sector,Other Heritage Programme Costs,Bomber Command Association,30027094,"200,000.00",GRANT JUNE 2012-13
Department for Culture Media and Sport,Department for Culture Media and Sport,13/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30026992,"8,834.08",JUNE VARIABLE COSTS
Department for Culture Media and Sport,Department for Culture Media and Sport,13/07/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30026992,"44,170.41",JUNE VARIABLE COSTS
Department for Culture Media and Sport,Department for Culture Media and Sport,16/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,DTG Testing Limited,30027071,"7,880.00",PRODUCT TESTING
Department for Culture Media and Sport,Department for Culture Media and Sport,16/07/2012,Research equipment testing,Spectrum + Broadband prog cost,DTG Testing Limited,30027071,"39,400.00",PRODUCT TESTING
Department for Culture Media and Sport,Department for Culture Media and Sport,16/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027140,"141,855.29",DRAWDOWN OF ICONIC UK SPECTATORS
Department for Culture Media and Sport,Department for Culture Media and Sport,17/07/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027151,"343,778.78",DRAWDOWN REQUEST 31.5.12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/07/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027150,"349,419.23",DRAWDOWN REQUEST 30.4.12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/07/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027154,"986,487.88",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/07/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027152,"2,976,564.60",DRAWDOWN REQUEST 31.5.12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027153,"16,710,246.00",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/07/2012,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,50000225,"350,000.00",NLC GIA JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30027180,"109,308.78",Aug-12
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30027159,"72,817.85",DCMS NEW SERVICE
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,IT Capital Additions,Information Services,Atos IT Services UK Limited,30027159,"416,041.38",DCMS NEW SERVICE
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000180,"35,674,750.00",BBC GIA JULY 12 -PT4
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,E C Harris LLP,30027171,"13,414.69",PROFESSIONAL SERVICES MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,Works Manager Fees,State Ceremonials Prog Costs,E C Harris LLP,30027171,"67,073.39",PROFESSIONAL SERVICES MAY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,Other Creditors,Spectrum Management,Treasurer of the States of Jersey,30027149,"512,216.00",share of WTA and other Spectrum use licences
Department for Culture Media and Sport,Department for Culture Media and Sport,18/07/2012,Oth Professional Services Prog,GIA Film Council,UK - Film Council (In liquidation),30027165,"35,000.00",PAYMENT UKFC LIQUIDATOR
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Other Creditors,Spectrum Management,Isle of Man Government,30027197,"399,762.00",share of WTA and other Spectrum use licences
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027206,"326,668.39",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027205,"540,058.40",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027216,"4,901,806.12",DRAWDOW REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Mediatique Ltd,30027203,"5,095.18",CONSULTANCY SERVICES 9/2/12
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Research,EAU Policy Research + Eval,Mediatique Ltd,30027203,"25,475.90",CONSULTANCY SERVICES 9/2/12
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Office Accommodation Rent,Estates & Property Services,Oceanic Property Holding Ltd c/o MERJS,30027131,"167,105.70",OH RENT JUN-SEP 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Other Creditors,Spectrum Management,States of Guernsey,30027196,"339,956.00",share of WTA and other Spectrum use licences
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Ubiqus,30027204,"44,649.21",PUBLIC ADDRESS SYSTEMS
Department for Culture Media and Sport,Department for Culture Media and Sport,19/07/2012,Ceremonial Event Costs,State Ceremonials Prog Costs,Ubiqus,30027204,"223,246.03",PUBLIC ADDRESS SYSTEMS
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,Grant to OGD (Resource),GIA Architecture+Heritage,Design Council CABE,30027209,"55,700.00",REDUNDANCY COSTS
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,International Subscriptions,Media - Programme Costs,European Audiovisual Observatory,30027020,"137,757.00",2012 CONTRIBUTION
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027230,"133,350.00",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,Basic Pay (Secondees),GOE Admin Costs,Olympic Delivery Authority,30027232,"36,732.53",APR-JUNE SECDEE RECHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,Basic Pay (Secondees),GOE Admin Costs,Olympic Delivery Authority,30027234,"59,731.74",APR-JUNE SECONDEE RECHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,Basic Pay (Secondees),GOE Admin Costs,Olympic Delivery Authority,30027233,"104,233.69",APR-JUNE SECONDEE RECHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30027211,"13,157.50",SERVICES TO 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2012,TSOL Disbursement Costs,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30027211,"87,062.66",SERVICES TO 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,23/07/2012,Gifts to Charitable Bodies,Support for Horseracing,The Racing Foundation,30027181,"9,000,000.00",TOTE PROCEEDS ENDOWMENT 2012-13
Department for Culture Media and Sport,Department for Culture Media and Sport,24/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027251,"6,638,093.13",DRAWDOWN REQUEST 30.6.12
Department for Culture Media and Sport,Department for Culture Media and Sport,24/07/2012,Capital Grant Private Sector,LPW Programme Costs,National Churches Trust,30027243,"45,000.00",2012/13 INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000181,"35,674,750.00",BBC GIA JULY 12 -PT5
Department for Culture Media and Sport,Department for Culture Media and Sport,26/07/2012,Grant to OGD (Resource),GOE managed programme costs,Home Office ,30027029,"73,833,000.00",IN  VENUE SECURITY COSTS Q1
Department for Culture Media and Sport,Department for Culture Media and Sport,26/07/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027282,"9,507,279.00",DIF GRANT-JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,26/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027279,"11,782,934.75",PARALYMPIC GAMES-JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,26/07/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027281,"18,069,218.88",CAPITAL ITEMS II-JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,26/07/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027280,"18,900,000.00",CEREMONIES-JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,Basic Pay (Secondees),Broadband Delivery UK (Admin),HM Treasury ,30027244,"37,500.00",FEE RECOVERY APRIL-JUNE 12
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,Basic Pay (Secondees),Broadband Delivery UK (Admin),HM Treasury ,30027245,"40,184.19",FEE RECOVERY APR-JUNE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30027248,"22,199.63","SUPPORT FOR RURAL, MIP & URBAN BROADBAND"
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30027248,"173,409.57","SUPPORT FOR RURAL, MIP & URBAN BROADBAND"
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30027250,"76,584.19",RURAL BROADBAND PROGRAMME
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025864,"25,334.00",CS RATES 6TH FLOOR INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,27/07/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025855,"164,432.00",CS RATES BASEMENT TO 4TH INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000245,"39,003,270.00",ACE GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000289,"35,674,750.00",BBC GIA AUG 12 - PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000246,"1,199,924.00",BFI GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000226,"143,583.00",GM GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000244,"111,833.00",GRORNC GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000227,"362,000.00",HM GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000228,"1,709,150.00",IWM GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000231,"1,839,242.00",NML GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000232,"606,417.00",NPG GIA AUGUST 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000233,"3,813,000.00",NHM GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000235,"72,501.00",PLR GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000249,"7,840,869.00",S4C GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Science Museum Group,50000236,"3,550,000.00",SMG GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,50000238,"96,341.00",SJSM GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,50000250,"5,000,000.00",SE GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,50000251,"98,000.00",SGSA GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000234,"400,000.00",RA GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,The Treasurer to the Queen,50000243,"34,258.00",MH GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,50000253,"469,800.00",UKAD GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000252,"5,820,606.00",UKS GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,50000239,"2,892,000.00",VA GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,50000254,"4,073,000.00",VB GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,50000242,"245,500.00",TWC GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,02/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027383,"595,097.80",CILTURAL OLYMPIAD - JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,02/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027384,"1,265,279.00",GAMES VENUE - JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,02/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30027356,"22,096.13",FIELDWORK JUN & JUL 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,02/08/2012,Research,EAU Taking Part Survey,TNS UK LTD,30027356,"110,480.67",FIELDWORK JUN & JUL 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000222,"7,658,609.00",BL GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000224,"4,286,229.00",BM GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000247,"6,000,000.00",EH GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027422,"84,438.38",ICONIC UK SPECTACULARS JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30027421,"1,243,052.40",TRAINING VENUES DRAWDOWN JUNE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000229,"2,229,442.00",NG GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,50000248,"100,000.00",NLC GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000230,"1,404,000.00",NMM GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000237,"2,834,333.00",TATE GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,06/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),50000299,"80,000,000.00",ODA GIA AUG 12
Department for Culture Media and Sport,Department for Culture Media and Sport,07/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30027362,"8,834.08",SERVICES JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,07/08/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30027362,"44,170.41",SERVICES JULY 2012
