Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount ,VAT registration number
DEFRA,Environment Agency,25-May-10,Main Contractors,TH Capital WiP,Team Van Oord,856275,"143,352.07",919207226
DEFRA,Environment Agency,20-May-10,Main Contractors,TH Capital WiP,Jackson Civil Engineering Ltd,854380,"140,877.53",904443249
DEFRA,Environment Agency,04-May-10,Main Contractors,TH Capital WiP,Birse Civils Ltd,847986,"78,680.04",789715169
DEFRA,Environment Agency,25-May-10,Main Contractors,TH Capital WiP,Volkerstevin,855660,"66,829.50",
DEFRA,Environment Agency,25-May-10,Main Contractors,TH Capital WiP,J Breheny Contractors Ltd,855205,"54,768.12",787425388
DEFRA,Environment Agency,11-May-10,Main Contractors,TH Capital WiP,Jackson Civil Engineering Ltd,843846,"35,377.04",904443249
DEFRA,Environment Agency,18-May-10,Main Contractors,TH North East-Ops Delivery,Land & Water Services Ltd,852531,"185,951.89",619303355
DEFRA,Environment Agency,13-May-10,Main Contractors,TH North East-Ops Delivery,East Hertfordshire District Council,851199,"74,284.90",214430802
DEFRA,Environment Agency,13-May-10,Main Contractors,TH North East-Ops Delivery,Hertsmere Borough Council,851871,"40,810.79",230640406
DEFRA,Environment Agency,25-May-10,Main Contractors,TH South East-Ops Delivery,J Breheny Contractors Ltd,855244,"47,791.84",787425388
DEFRA,Environment Agency,04-May-10,Main Contractors,TH Waterways,Watling Hope,843339,"28,893.25",623606948
DEFRA,Environment Agency,04-May-10,Main Contractors,WA Capital WiP,Dyer & Butler Ltd,848128,"35,180.43",737140740
DEFRA,Environment Agency,13-May-10,Maintenance & Support,CI ITX Remote Services,Computacenter (UK) Ltd,850139,"30,507.19",490334648
DEFRA,Environment Agency,20-May-10,Maintenance & Support,CI SD Management MRA,Computacenter (UK) Ltd,853760,"152,238.58",490334648
DEFRA,Environment Agency,04-May-10,Maintenance & Support,CI SD Management MRA,HP Enterprise Services UK Ltd,847692,"127,512.93",314149679
DEFRA,Environment Agency,13-May-10,Maintenance & Support,CI SD Management MRA,HP Enterprise Services UK Ltd,850741,"86,005.64",314149679
DEFRA,Environment Agency,18-May-10,Maintenance & Support,CI SD Management MRA,HP Enterprise Services UK Ltd,852711,"81,560.29",314149679
DEFRA,Environment Agency,04-May-10,Maintenance & Support,CI SD Management MRA,Computacenter (UK) Ltd,847200,"56,488.68",490334648
DEFRA,Environment Agency,13-May-10,Maintenance & Support,CI SD Management MRA,SLI Systems Ltd,850768,"27,612.50",868115114
DEFRA,Environment Agency,25-May-10,Maintenance & Support,CI Solutions Delivery Management,Fujitsu Services Ltd,854087,"203,426.68",576983668
DEFRA,Environment Agency,06-May-10,"Marine, Coastal & Inland Waterways Services",AN Capital WiP,W S Atkins Consultants,848663,"66,351.50",209861253
DEFRA,Environment Agency,25-May-10,"Marine, Coastal & Inland Waterways Services",AN Capital WiP,GBM,855512,"54,367.79",780193620
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",AN Capital WiP,Entec UK Ltd,848753,"47,066.99",870226437
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",AN Capital WiP,Entec UK Ltd,848768,"45,497.18",870226437
DEFRA,Environment Agency,25-May-10,"Marine, Coastal & Inland Waterways Services",AN Capital WiP,Haskoning UK Ltd,855256,"39,268.50",792428892
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",AN Capital WiP,Entec UK Ltd,848642,"34,281.81",870226437
DEFRA,Environment Agency,06-May-10,"Marine, Coastal & Inland Waterways Services",AN Central-Ops Delivery,BAM Nuttall Ltd,848442,"40,397.02",
DEFRA,Environment Agency,06-May-10,"Marine, Coastal & Inland Waterways Services",Asset Management Manager,Haskoning UK Ltd,848574,"41,712.50",792428892
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",HO Capital WiP,Grontmij,845845,"33,046.56",418064071
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",HO NCPMS National,Grontmij,847105,"28,952.72",418064071
DEFRA,Environment Agency,06-May-10,"Marine, Coastal & Inland Waterways Services",Incident Management Manager,CSE Seprol Ltd,830693,"93,922.68",648280518
DEFRA,Environment Agency,11-May-10,"Marine, Coastal & Inland Waterways Services",Incident Management Manager,Haskoning UK Ltd,850285,"51,564.40",792428892
DEFRA,Environment Agency,20-May-10,"Marine, Coastal & Inland Waterways Services",MI Capital WiP,VeMotion Interactive Ltd,853977,"35,250.00",845550223
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",NE Regional Flood Programme Manager,Groundwork Sheffield,847592,"32,817.60",865660787
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",NW South-Ops Delivery,Cheetham Hill Construction Ltd,847047,"41,942.50",927393104
DEFRA,Environment Agency,25-May-10,"Marine, Coastal & Inland Waterways Services","Research, Monitoring and Innovation",MU Ventures Ltd,855635,"40,044.93",506006786
DEFRA,Environment Agency,25-May-10,"Marine, Coastal & Inland Waterways Services",SO KES - AEM Monitoring,CSE Servelec Ltd,855524,"44,392.68",308001316
DEFRA,Environment Agency,18-May-10,"Marine, Coastal & Inland Waterways Services",SO SSD - Ops Delivery,Knowlton & Newman Portsmouth Ltd,851210,"35,250.00",
DEFRA,Environment Agency,04-May-10,"Marine, Coastal & Inland Waterways Services",SW Capital WiP,Martin Childs Ltd,845692,"28,294.00",740868708
DEFRA,Environment Agency,25-May-10,"Marine, Coastal & Inland Waterways Services",SW Devon & Cornwall Field Monitoring-AEM,CSE Servelec Ltd,855517,"34,052.38",308001316
DEFRA,Environment Agency,06-May-10,Marketing,HO Corp Comms and Media,MM Teleperformance Ltd,849794,"95,869.90",763098018
DEFRA,Environment Agency,20-May-10,Non Procurement Related,FM Operating Unit - Central and South East,Capita Hartshead Ltd,853821,"47,178.00",
DEFRA,Environment Agency,20-May-10,Non Procurement Related,HO Business Finance,Capita Hartshead Ltd,854175,"87,881.00",
DEFRA,Environment Agency,25-May-10,Non Procurement Related,MI Capital WiP,Staffordshire County Council,855646,"35,250.00",280061977
DEFRA,Environment Agency,04-May-10,Non Procurement Related,MI REP Manager,Leicestershire County Council,845122,"52,875.00",115337102
DEFRA,Environment Agency,04-May-10,Non Procurement Related,NE Capital WiP,Yorkshire Water Services Ltd,848343,"305,500.00",500555780
DEFRA,Environment Agency,04-May-10,Pathology,NLS Capital WiP,Hach Lange Ltd,841477,"25,665.29",174557243
DEFRA,Environment Agency,04-May-10,Pension Services,HO Pensions Investment,Hymans Robertson LLP,836858,"59,466.75",244875043
DEFRA,Environment Agency,20-May-10,Pension Services,SW Regional HR Mgr,Capita Hartshead Ltd,854136,"299,742.00",
DEFRA,Environment Agency,25-May-10,print,WA Regional Flood Programme Manager,Graphic Ad Design,856578,"45,152.90",613067664
DEFRA,Environment Agency,25-May-10,Professional Services Temporary Staff,CI TUPE Group MRA,Rullion Computer Personnel Ltd,855720,"28,162.67",560881233
DEFRA,Environment Agency,06-May-10,Purchase,AN Capital WiP,LES Engineering Ltd,848672,"44,730.18",129549442
DEFRA,Environment Agency,13-May-10,Rail,NE Finance and Corporate Services Manager,Redfern Travel Ltd,850133,"27,102.93",708374133
DEFRA,Environment Agency,20-May-10,Security,TH South East-Tidal Defence Mgr,MITIE Security London Ltd,853537,"70,508.05",880206144
DEFRA,Environment Agency,20-May-10,Software,CI SD Management MRA,Computacenter (UK) Ltd,853547,"113,962.94",490334648
DEFRA,Environment Agency,04-May-10,Software,HO Commercial Development,Ordnance Survey,847865,"36,937.50",888821072
DEFRA,Environment Agency,04-May-10,Specialist Contractors,HO National Training and Development,AXA,846934,"56,306.11",243674160
DEFRA,Environment Agency,18-May-10,Staff Childcare,HO Employee Performance,Accor Services,853241,"189,339.02",649503520
DEFRA,Environment Agency,20-May-10,Staff Subscriptions,HO Pensions Investment,Mercer Investment Consulting,854245,"37,849.34",662717522
DEFRA,Environment Agency,04-May-10,Staff Subscriptions,NE Capital WiP,Qualter Hall & Co Ltd,847169,"395,090.98",656219034
DEFRA,Environment Agency,11-May-10,Staff Training & Development,TH Regional HR Mgr,NBA Solutions Ltd,848622,"28,162.17",810625854
DEFRA,Environment Agency,06-May-10,Systems Delivery,CIS Capital WiP,Scisys UK Ltd,837256,"169,609.43",567554796
DEFRA,Environment Agency,18-May-10,Systems Delivery,CIS Capital WiP,Scisys UK Ltd,843829,"45,510.53",567554796
DEFRA,Environment Agency,06-May-10,Systems Delivery,CIS Capital WiP,Scisys UK Ltd,837226,"41,543.21",567554796
DEFRA,Environment Agency,06-May-10,Telecoms,CI Corporate Services,Vodafone Corporate Ltd,848146,"32,485.89",569953277
DEFRA,Environment Agency,11-May-10,Telecoms,HO Business Finance,British Telecommunications Plc,850695,"101,440.60",245719348
DEFRA,Environment Agency,06-May-10,Telecoms,HO Business Finance,Vodafone Corporate Ltd,847576,"40,511.45",569953277
DEFRA,Environment Agency,11-May-10,Telecoms,HO Business Finance,Vodafone Corporate Ltd,848189,"36,562.92",569953277
DEFRA,Environment Agency,04-May-10,Telecoms,HO FM - Rio,British Telecommunications Plc,848403,"107,155.55",245719348
DEFRA,Environment Agency,04-May-10,Telecoms,HO FM - Rio,British Telecommunications Plc,841935,"90,049.03",245719348
DEFRA,Environment Agency,25-May-10,Telecoms,National Facilities Manager,British Telecommunications Plc,855832,"147,660.54",245719348
DEFRA,Environment Agency,11-May-10,Telecoms,National Facilities Manager,British Telecommunications Plc,850711,"126,514.24",245719348
DEFRA,Environment Agency,06-May-10,Telecoms,SO Chief Accountant,Vodafone Corporate Ltd,847576,"40,511.45",569953277
DEFRA,Environment Agency,13-May-10,Telecoms,WA Exchequer Mgr,Vodafone Corporate Ltd,852826,"43,635.80",569953277
DEFRA,Environment Agency,11-May-10,Vehicles Maintenance,HO Fleet - EA Wales,Hitachi Capital Commercial Vehicle Services,850835,"28,716.16",
DEFRA,Environment Agency,18-May-10,Vehicles Maintenance,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,851557,"145,531.11",
DEFRA,Environment Agency,18-May-10,Vehicles Maintenance,HO Fleet Operations,Hitachi Capital Commercial Vehicle Services,851543,"25,100.00",
"Spend over £25,000 - Publication template",,,,,,,,

Procurement led
