Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,07/01/2013,Publicity & advertising,External Relations,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,102837,29155.00 ,Breast cancer in older women campaign - campaign development,Programme,
Department of Health,Department of Health,07/01/2013,Consultancy/Professional Advice,NHS Finance Operations & Performance,MCKINSEY AND CO INC UK,LARGE,SW1Y 4UH,14757,642000.00 ,Variation to a contract for Procurement Activity Support for the TSA,Programme,
Department of Health,Department of Health,07/01/2013,IT minor costs non capital,Goverance Operations & Assurance,COMPUTACENTER UK LTD,LARGE,AL10 9TW,3350055343,239530.00 ,Dell Wyse Z90D7 Thin Client plus Standard USB Keyboard and USB Mouse,Admin,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,CREATIVE CHOICE CIC,VCS,SW1H 0DJ,363,108662.32 ,Stoptober Social Media,Programme,
Department of Health,Department of Health,07/01/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313827,32071.95 ,P3295 CCN 1257 Quarry House 2nd floor re-desk,Admin,
Department of Health,Department of Health,07/01/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313827,2099.53 ,P3925 - WAF 201206 2nd Floor Compression - Quarry House,Admin,
Department of Health,Department of Health,07/01/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313828,36876.36 ,P3973 - Quarry House 2nd floor south work,Admin,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90121400,33684.00 ,WO/2011/17 Nursing & Midwifery,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90777581,125000.00 ,Contact centre procurement leading to the appointment and funding of a new contractor from June 2012,Programme,
Department of Health,Department of Health,07/01/2013,Additions-PDC temporary,CENTRAL TECHNICAL,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,PUBLIC,NN1 5BD,HAFS-15030,1000000.00 ,,Other,
Department of Health,Department of Health,07/01/2013,Additions FT Financing Facility Loans,CENTRAL TECHNICAL,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B1 3RB,HAFS-15031,697000.00 ,,Other,
Department of Health,Department of Health,07/01/2013,Addition Clearing - IT,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008773,178714.21 ,CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008773,7786.40 ,CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008829,2705296.60 ,CPA for DH ESR Contract - ESR Monthly Service Charge,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008829,101802.21 ,CPA for DH ESR Contract - nLMS Monthly Service Charges FY12-13,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008829,123723.91 ,CPA for DH ESR Contract - RPP Monthly Service Charges FY12-13,Programme,
Department of Health,Department of Health,07/01/2013,Addition Clearing - IT,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008840,876394.70 ,CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008840,38183.65 ,CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,07/01/2013,Addition Clearing - IT,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008841,3407344.09 ,CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008841,148454.60 ,CPA for ESR Contract - FY12/13 Hardware Drawdown Requests  See DH/McKesson HR and Payroll Contract 2222 Deed of mendment 2005 Schedule G1.4A,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV008843,66081.17 ,"CPA for DH ESR Contract - CCN 126 NHS Payslip Production, Printing and Courier Charges FY12-13",Programme,
Department of Health,Department of Health,07/01/2013,Computer Hardware Purch,INFORMATICS,COMPUTACENTER UK LTD,,,15941844,24990.00 ,,,
Department of Health,Department of Health,07/01/2013,Computer Software/License,INFORMATICS,COMPUTACENTER UK LTD,,,15941844,4410.00 ,,,
Department of Health,Department of Health,07/01/2013,Computer Software/License,INFORMATICS,TOMORROWS GUIDES LTD,,,16015622,46000.00 ,,,
Department of Health,Department of Health,07/01/2013,Storage costs,Strategy Finance & NHS,B BRAUN MEDICAL LTD,LARGE,,327710297,101565.95 ,,,
Department of Health,Department of Health,07/01/2013,Addition Clearing - IT,Strategy Finance & NHS,CSC COMPUTER SCIENCES LTD,LARGE,GU11 1PZ,5201313872,66848.40 ,SAN storage and associated fibre optic links,Admin,
Department of Health,Department of Health,07/01/2013,Professional fees,Strategy Finance & NHS,NORTON ROSE LLP,LARGE,SE1 2AQ,1415084,94567.59 ,Post-OJEU Budget for Project Verdi Legal Support,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,Public Health,ANTHONY NOLAN TRUST,VCS,NW3 2NU,23198,212062.25 ,Improving Stem Cell Services in the UK by increasing the cord blood invenory and improving the registry of stem cell donors,Programme,
Department of Health,Department of Health,07/01/2013,Additions-PDC permanent,CENTRAL TECHNICAL,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,HAFS-15028,600000.00 ,,Other,
Department of Health,Department of Health,07/01/2013,External Consultancy Fees,INFORMATICS,BJSS LTD,,,15920775,191587.50 ,,,
Department of Health,Department of Health,07/01/2013,External Consultancy Fees,INFORMATICS,BJSS LTD,,,15979409,-191587.50 ,,,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,NHS Medical,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,12594387,83250.00 ,Provision of the tracing and flagging services for the annual processing of national statistics for cancer registration 2012 - 2013,Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,134836,61000.00 ,KSS medical careers provision of service 2012/13 (1 Oct 2012 to 31 Mar 2013),Programme,
Department of Health,Department of Health,07/01/2013,Outsourcing Contract,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90777582,423327.00 ,Contact centre procurement leading to the appointment and funding of a new contractor from June 2012,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,RAND EUROPE CIC,SME,CB4 1YG,13070/10073-33,41016.85 ,Other PRP Research,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Improvement & Efficency,THE ENGINE GROUP,LARGE,W1W 7RT,15120,51840.00 ,Delivery of industry partnership reports.,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,NHS Medical,BARTS HEALTH NHS TRUST,PUBLIC,,151941,1113750.00 ,For the provision of the  London cancer screening QARC for 2012-13 hosted by the Barts Health NHS Trust,Programme,
Department of Health,Department of Health,08/01/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,NORTH EAST SHA,PUBLIC,NE15 8NY,504665,60569.00 ,Director NHS Operations - 2012 2013- Secondee charges,Admin,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Public Health,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,585224,84483.60 ,Specialist sexual health information services - New contract from 2012/13 ,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Public Health,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,585243,105000.00 ,Specialist sexual health information services - New contract from 2012/13 ,Programme,
Department of Health,Department of Health,08/01/2013,Other programme expenditure,Public Health,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,701529,307018.79 ,NHS Direct recharge in 2012/13 for British Telecom NPFS dormancy and contract management costs (existing 5 yr contract),Programme,
Department of Health,Department of Health,08/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869389,298662.85 ,Dementia TV spend Nov- Dec,Programme,
Department of Health,Department of Health,08/01/2013,Publicity & advertising,External Relations,SERCO LISTENING LTD,LARGE,PO1 2RX,90793026,100000.00 ,Stoptober Serco,Programme,
Department of Health,Department of Health,08/01/2013,Revenue Grants to non-profit institutions,Social Care,TRANSPLANT SPORT U K,VCS,SO22 5DH,ERS-481481-68921,34000.00 ,Payment to TSUK as part of the 2011-12 IESD Scheme - British Transplant Games 2012 Medway,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-481537-68953,59682.78 ,UKFOCSS,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-481542-68945,29750.00 ,PET-PANC,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-481543-68947,32365.35 ,IMPACT Trial,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-481562-68954,700000.00 ,NPRI,Programme,
Department of Health,Department of Health,08/01/2013,Policy Payments,External Relations,THE HEALTH AND CARE PROFESSIONS COUNCIL,PUBLIC,SE11 4BU,HCPC/030,108461.54 ,Reimbursement for expenses incurred through facilitating the transfer of the regulatory function of the GSCC to the HCPC (Revenue),Admin,
Department of Health,Department of Health,08/01/2013,Capital Grants to Other Bodies,External Relations,THE HEALTH AND CARE PROFESSIONS COUNCIL,PUBLIC,SE11 4BU,HCPC/031,0.00 ,Reimbursement for expenses incurred through facilitating the transfer of the regulatory function of the GSCC to the HCPC (Capital),Programme,
Department of Health,Department of Health,08/01/2013,Policy Payments,External Relations,THE HEALTH AND CARE PROFESSIONS COUNCIL,PUBLIC,SE11 4BU,HCPC/031,42228.89 ,Reimbursement for expenses incurred through facilitating the transfer of the regulatory function of the GSCC to the HCPC (Revenue),Admin,
Department of Health,Department of Health,08/01/2013,Publicity & advertising,External Relations,FREUD COMMUNICATIONS LTD,SME,W1T 3EB,SI11897,89900.00 ,"Be Food Smart Campaign, Food IQ news launch, Mid-month news gen, Roadshow and Children's Centres support, Press Office and Consultancy",Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,RAMSAY HEALTH CARE UK OPERATIONS LTD TA EUXTON HALL HOSPITAL,LARGE,PR7 6DY,75,87100.85 ,Clinical services under E05 Cumbria and Lancs contract - Ramsay,Programme,
Department of Health,Department of Health,08/01/2013,Addition Clearing - OLB,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00262603RI,100759.61 ,Upgrade D4 lift to regeneration drive control systems - Richmond House,Admin,
Department of Health,Department of Health,08/01/2013,Addition Clearing - OLB,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00262604RI,100759.61 ,Upgrade D5 lift to regeneration drive control systems - Richmond House,Admin,
Department of Health,Department of Health,08/01/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00262605RI,32160.00 ,Premier Buildings - Dismantle Dexian Shelving Ref:JDE 336045,Admin,
Department of Health,Department of Health,08/01/2013,Addition Clearing - OLB,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00262609RI,105241.16 ,Richmond House - Installation of Air Conditioning Units to Areas with No Air Conditioning. Ref:27556,Admin,
Department of Health,Department of Health,08/01/2013,Building repairs & maintenance,Goverance Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00263903RI,46783.30 ,DH-FM Variable Operational Works 2012-2013,Admin,
Department of Health,Department of Health,08/01/2013,Professional fees,NHS Finance Operations & Performance,DELOITTE LLP,LARGE,MK9 1FD,1110873306,49350.00 ,Devon Partnership HDD.,Programme,
Department of Health,Department of Health,08/01/2013,Professional fees,NHS Finance Operations & Performance,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353938326,32622.00 ,St Helens and Knowsley Teaching Hospitals NHS Trust.  NHSFT Financial Assessment,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Public Health,QUALITY HEALTH LTD,SME,S42 5US,5259,24525.00 ,Nursery Milk Consultation and Survey Analysis - 2012/13,Admin,13751
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Goverance Operations & Assurance,FRONTIER ECONOMICS LTD,SME,WC1V 6DA,5977,23125.00 ,Funding for the update of the Premises Assurance Model,Programme,13615
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90123053,244425.96 ,OC/2012/01 - Non Transferring Staff OC/2012/4 - Transferring Staff OC/2012/5 - OPC Adjustment Charge,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90123319,26116.94 ,OC/2012/7 - Other Overheads and Profits,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90123326,0.00 ,OC/2012/8 - Premises,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90123326,40700.00 ,OC/2012/9 - Business Support,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Improvement & Efficency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92747991,31250.00 ,Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,08/01/2013,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,16023632,555691.16 ,,,
Department of Health,Department of Health,08/01/2013,Storage costs,Strategy Finance & NHS,BAXTER HEALTHCARE LTD,LARGE,,32106164,635891.00 ,,,
Department of Health,Department of Health,08/01/2013,Storage costs,Strategy Finance & NHS,BAXTER HEALTHCARE LTD,LARGE,,32106164,275279.64 ,,,
Department of Health,Department of Health,08/01/2013,Storage costs,Strategy Finance & NHS,BAXTER HEALTHCARE LTD,LARGE,,32106164,-0.01 ,,,
Department of Health,Department of Health,08/01/2013,Contractor/Staff Substitution,Strategy Finance & NHS,MADE BUSINESS SERVICES LTD,SME,KT22 9PB,66,25200.00 ,Commercial Manager ,Admin,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,120003910,1850604.03 ,Clinical services under E08 MCATS contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,120003910,280197.85 ,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,120003961,1790479.71 ,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,120003961,387178.87 ,Clinical services under E08 MCATS contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,INHEALTH LTD,LARGE,HP11 1JL,121,1960000.11 ,Clinical services under D01 London contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0152,1135542.18 ,Clinical services under D8N PET/CT North contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,INHEALTH MOLECULAR IMAGING LTD,LARGE,HP10 8JL,SIM000091,1282663.14 ,Clinical services under D8S PET/CT South contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,UKSH SOUTH WEST LTD,LARGE,BS32 4TD,UKSHSW/264,0.00 ,Clinical services under E01 AGW contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,UKSH SOUTH WEST LTD,LARGE,BS32 4TD,UKSHSW/264,1506155.26 ,Clinical services under E01 AGW contract,Programme,
Department of Health,Department of Health,08/01/2013,Outsourcing Contract,Strategy Finance & NHS,UKSH SOUTH WEST LTD,LARGE,BS32 4TD,UKSHSW/264,1433220.97 ,Clinical services under E01 AGW contract,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,LIVERPOOL JOHN MOORES UNIVERSITY,PUBLIC,L3 5UX,ERS-481548-68952,110530.00 ,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-481554-68955,70512.00 ,Health Technology Devices - 2nd series,Programme,
Department of Health,Department of Health,08/01/2013,Research & development,Research & Development,BANGOR UNIVERSITY,PUBLIC,LL57 2DG,ERS-481555-68956,76819.55 ,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,09/01/2013,Publicity & advertising,External Relations,SIMPLY BECAUSE LTD,LARGE,SL5 9FE,1552,58811.29 ,Bladder and Kidney cancer campaign - events -  event programme,Programme,
Department of Health,Department of Health,09/01/2013,Publicity & advertising,External Relations,SIMPLY BECAUSE LTD,LARGE,SL5 9FE,1553,73576.53 ,Breast cancer campaign - events -  event programme,Programme,
Department of Health,Department of Health,09/01/2013,Consultancy/Professional Advice,Improvement & Efficency,THE ENGINE GROUP,LARGE,W1W 7RT,15207,26435.00 ,"Developing a digital first online reporting and assessment tool to support the NHS with implementing the ten simple uses of technology identified in a Digital First report, or other locally determined digital initiatives.",Programme,13727
Department of Health,Department of Health,09/01/2013,Rates,Goverance Operations & Assurance,WESTMINSTER CITY COUNCIL,PUBLIC,WC2N 6NU,400871826-15.03.2012,473220.00 ,"Richmond House - Annual  Business Rate 2012 - 2013 @ £473,220 per quarter Ref:400871826",Admin,
Department of Health,Department of Health,09/01/2013,Rates,Goverance Operations & Assurance,SOUTHWARK LONDON BOROUGH COUNCIL,PUBLIC,SE17 1RX,6323717 -12MAR-2012,521020.00 ,"Skipton House - Annual  Business Rate 2012 - 2013 @ £521,020 per quarter Ref:6323717",Admin,
Department of Health,Department of Health,09/01/2013,Rates,Goverance Operations & Assurance,CAMDEN LONDON BOROUGH COUNCIL,PUBLIC,WC1H 8NG,68432635,32982.00 ,"Maple Street - Annual Business Rate 2012 - 2013 @ £329,820 Ref:68432635 (Apr-Dec 98,946per qtr & Jan 2013@£32,982)",Admin,
Department of Health,Department of Health,09/01/2013,ENDPBs Admin Revenue Grant in Aid,External Relations,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH036,155000.00 ,CHRE Grant-In-Aid Revenue Cash Drawdown 2012/13,Admin,
Department of Health,Department of Health,09/01/2013,Revenue Grants to non-profit institutions,Social Care,HOME GROUP LTD,VCS,WR3 8TJ,ERS-481737-68962,43884.00 ,2010/031 Home group Limited - project: Holistic pathway through domestic abuse recovery programmes,Programme,
Department of Health,Department of Health,09/01/2013,Revenue Grants to non-profit institutions,Social Care,DEAFINITIONS LTD,VCS,BRADFORD,ERS-481740-68963,28850.00 ,2010/026 DEAFINITIONS - Project: Health deafinitions,Programme,
Department of Health,Department of Health,09/01/2013,Committee costs,Commissioning,BRITISH MEDICAL ASSOCIATION,PUBLIC,WC1H 9JP,I0051226,21532.00 ,2011/12 Funding to The British Medical Association for Ophthalmic Qualifications Committee,Programme,
Department of Health,Department of Health,09/01/2013,Agency staff (temp admin),Public Health,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,PUBLIC,W6 9JT,SO74595/706860,32000.00 ,To raise a requisition for the transfer from RPHG-L to the London Joint improvement Partnership in care of London Borough of Hammersmith and Fulham,Admin,
Department of Health,Department of Health,09/01/2013,Utilities,Goverance Operations & Assurance,EDF ENERGY PLC,LARGE,PL3 5XQ,0009SKH,32698.08 ,Skipton House - EDF Electricity Charges for 2012 - 2013,Admin,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,124484,23172.14 ,MRM - Nursery Milk Reimbursement Unit - 2nd year contract extension 01/02/12 to 31/01/13,Admin,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201310221,784930.98 ,Revenue: FY 2012/13 September and October 2012 Ambulance Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201310222,291186.21 ,Revenue: FY 2012/13 Nov 12 Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201310223,329250.52 ,Revenue: FY 2012/13 Nov 12 Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201310224,451880.53 ,Revenue: FY 2012/13 September and October 2012 Ambulance Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312139PART PAYT,1433552.93 ,Revenue: FY 2012/13 November 12 Service Charge Revenue requirments,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312140PART PAYT,1331917.88 ,Revenue: FY 2012/13 Nov 12 Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312140PART PAYT,617295.51 ,Revenue: FY 2012/13 September and October 2012 Ambulance Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Addition Clearing - SW LIC,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312148,26564.15 ,Capital:: FY 2012/13 November 12 Deployment Charge Capital requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312149PART PAYT,2997361.46 ,Revenue: FY 2012/13 November 12 Service Charge Revenue requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Addition Clearing - SW LIC,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312150,511019.58 ,Capital:: FY 2012/13 November 12 Deployment Charge Capital requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Addition Clearing - SW LIC,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312151,404215.82 ,Capital: FY 2012/13 Nov 12 Deployment Capital Cash requirments.,Programme,
Department of Health,Department of Health,09/01/2013,Service charge,CENTRAL TECHNICAL,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201312389,90722.57 ,Prisons -  Core Contract costs for Offender Health. April 2012 to March 2013  ,Programme,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201314165,28300.77 ,Managed Print Click charges from 1 October 2012 - 31 March 2013,Admin,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201314169,242508.15 ,Managed Telecom Service Charge from 1 October 2012 - 31 March 2013,Admin,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90121389,82884.00 ,WO/2011/17 Nursing & Midwifery,Programme,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90121391,32796.00 ,WO/2011/17 Nursing & Midwifery,Programme,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,External Relations,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90121404,32148.00 ,WO/2011/17 Nursing & Midwifery,Programme,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,External Relations,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101730,35036.80 ,NHS Staff Survey Coordination May 2011 to May 2014,Programme,13246
Department of Health,Department of Health,09/01/2013,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,16023600,47414.34 ,,,
Department of Health,Department of Health,09/01/2013,External Consultancy Fees,INFORMATICS,ERNST & YOUNG LLP,,,16010013,31699.07 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,462.80 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,777.71 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,97.80 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1471.32 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,2129.21 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,572.40 ,,,
