Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,"Ł4,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023929177,"Ł5,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,"Ł16,800.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023929177,"Ł2,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,"Ł4,400.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023929177,"Ł2,800.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,"Ł9,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,"Ł13,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,F&C,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,"Ł12,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,"Ł5,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,03-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023779158,"Ł7,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,03-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023779158,"Ł5,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł34,400.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,03-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023779158,"Ł28,400.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł24,800.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,"Ł11,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,"Ł11,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł22,400.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,09-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023856354,"Ł2,800.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,09-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023856354,"Ł21,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,09-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023856354,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,10-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023860123,"Ł3,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,10-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023860123,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,10-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023860123,"Ł4,800.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER OPERATING LEASES,CIT,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,"Ł2,400.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER GOODS AND SERVICES,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,"Ł9,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER OPERATING LEASES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,"Ł6,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER GOODS AND SERVICES,CIT,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,"Ł5,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER GOODS AND SERVICES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,"Ł1,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER GOODS AND SERVICES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,"Ł5,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095989,"Ł69,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095989,"Ł31,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095989,"Ł46,800.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,25-Jan-12,PRINTING STATIONERY IT CONSUMABLES,F&C,G4S REGIONAL MANAGEMENT UK & I LTD,2024051460,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,27-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024100658,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095990,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095990,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,11-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023883824,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,CIT,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,03-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023779158,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,09-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023856354,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095989,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,25-Jan-12,"OFFICE SUPPLIES, PRINTING AND PUBLICITY",COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024051460,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,27-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024100658,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095990,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023929177,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,MISCELLANEOUS EXPENDITURE,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER OPERATING LEASES,CIT,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER GOODS AND SERVICES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER OPERATING LEASES,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,31-Jan-12,,,G4S REGIONAL MANAGEMENT UK & I LTD,2024110273,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER GOODS AND SERVICES,CIT,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER OPERATING LEASES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER OPERATING LEASES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER GOODS AND SERVICES,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095989,"Ł1,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,11-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023883824,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023929177,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095989,"Ł1,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,25-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024051460,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,25-Jan-12,PRINTING STATIONERY IT CONSUMABLES,My Civil Seevice Pension,G4S REGIONAL MANAGEMENT UK & I LTD,2024051460,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,27-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024100658,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,27-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024100658,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,CIT,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023929177,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,F&C,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,"Ł1,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,06-Jan-12,TELEPHONE AND POSTAGE,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023852813,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,23-Jan-12,OTHER GOODS AND SERVICES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024023165,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,20-Jan-12,OTHER OPERATING LEASES,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2024018501,"Ł1,600.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,25-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,My Civil Seevice Pension,G4S REGIONAL MANAGEMENT UK & I LTD,2024051460,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,25-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024051460,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,24-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024028129,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,27-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024100658,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,27-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024100658,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024095990,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,30-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024104993,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,17-Jan-12,Housing Benefit Admin,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023945011,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023934778,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,16-Jan-12,STAFF COSTS,PS,G4S REGIONAL MANAGEMENT UK & I LTD,2023939980,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,19-Jan-12,STAFF COSTS,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2024013137,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,04-Jan-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,G4S REGIONAL MANAGEMENT UK & I LTD,2023803828,"Ł1,200.00",Welfare to Work,Client Facing,Contracted Employment Provision
