Organisation,,Partnerships for Schools,,,,,,
Submitted By,,,,,,,,
Spend Tolerance,,"£25,000",,,,,,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ROYAL ALEXANDRA AND ALBERT SCHOOL,294049,43256.7,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,THE GOVERNORS OF BAINES SCHOOL GRANT ACCOUNT,294053,107262.5,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 5,294057,27903.98,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7,294059,52953.63,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,LANCASTER SCHOOL BUILDING FUND ACCOUNT,294061,52588.29,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,BINGLEY GRAMMAR SCHOOL CAPITAL ACCOUNT,294069,134282.72,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ST JOHN FISHER CAPITAL ACCOUNT,294071,117000,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ST VINCENT ROMAN CATHOLIC PRIMARY SCHOOL,294075,42228.52,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,THE RADFORD EDUCATIONAL TRUST,294077,129917.55,
DfE,PfS,29/11/2010,VA Schools PFI Payments,Schools Capital and Revenue Grants,CARDINAL HEENAN SCHOOL SERVICES LTD JARVIS,294083,55179.69,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,NORTHAMPTON ROMAN CATHOLIC DIOCESE TRUST,294089,282085.67,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,CANTERBURY DIOCESAN BOARD OF EDUCATION,294093,166162.34,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,TRUSTEES OF THE DIOCESE OF LEEDS,294095,62657.92,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,DIOCESAN (BARCHESTER) SCHEME,294101,45722.13,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,LONDON DIOCESAN BOARD FOR SCHOOLS ACCOUNT,294105,93706.16,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ROMAN CATHOLIC DIOCESE HEXHAM AND NEWCASTLE,294107,102979.27,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,BRENTWOOD ROMAN CATHOLIC DIOCESAN TRUSTEES SCHOOL BUILDINGS ACCOUNT,294113,32855.99,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION INC NO 3 ACCOUNT,294119,57712.72,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,ARCHDIOCESE OF LIVERPOOL SCHOOL CAPITAL ACCOUNT NO 7,294121,99224.68,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,SOUTHWARK DIOCESAN BOARD OF EDUCATION NO.4 ACCOUNT,294123,366993.68,
DfE,PfS,29/11/2010,Capital Grant,Schools Capital and Revenue Grants,CHETHAMS SCHOOL OF MUSIC,294127,2045448,
DfE,PfS,26/11/2010,Rail and Tube Costs,Academies Programme Management,THE TRAINLINE,294604,9018.35,
DfE,PfS,26/11/2010,Rail and Tube Costs,Approvals Director,THE TRAINLINE,294604,345.5,
DfE,PfS,26/11/2010,Rail and Tube Costs,Central & West Director,THE TRAINLINE,294604,4183.95,
DfE,PfS,26/11/2010,Rail and Tube Costs,Co-location Programme Team,THE TRAINLINE,294604,746.25,
DfE,PfS,26/11/2010,Rail and Tube Costs,Design Management,THE TRAINLINE,294604,777,
DfE,PfS,26/11/2010,Rail and Tube Costs,Director Commercial Team,THE TRAINLINE,294604,3526.6,
DfE,PfS,26/11/2010,Rail and Tube Costs,Director Communications,THE TRAINLINE,294604,104.5,
DfE,PfS,26/11/2010,Rail and Tube Costs,Education ICT Strategic Director,THE TRAINLINE,294604,3163.1,
DfE,PfS,26/11/2010,Rail and Tube Costs,Education PE & Sports,THE TRAINLINE,294604,740.32,
DfE,PfS,26/11/2010,Rail and Tube Costs,Education Strategic Director,THE TRAINLINE,294604,2574.9,
DfE,PfS,26/11/2010,Rail and Tube Costs,Finance,THE TRAINLINE,294604,566.5,
DfE,PfS,26/11/2010,Rail and Tube Costs,North Director,THE TRAINLINE,294604,3382.65,
DfE,PfS,26/11/2010,Rail and Tube Costs,Primary Capital Programme Team,THE TRAINLINE,294604,622.4,
DfE,PfS,26/11/2010,Rail and Tube Costs,South Director,THE TRAINLINE,294604,686,
DfE,PfS,26/11/2010,Rail and Tube Costs,Strategic Director,THE TRAINLINE,294604,2388.8,
