EXAMPLES OF GPC EXPENDITURE,,,,
,,,,
MODGPC142935,20-Apr-16,Automobile Services & Supplies, SERVICE STATIONS,864.04
MODGPC142936,21-Apr-16,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,976.32
MODGPC142937,21-Apr-16,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,1057.68
MODGPC142938,21-Apr-16,Retail, ELECTRONICS STORES,8270
MODGPC142939,21-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,635.6
MODGPC142940,21-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,605.57
MODGPC142941,21-Apr-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,550.06
MODGPC142942,21-Apr-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,941.11
MODGPC142943,21-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,542.81
MODGPC142944,21-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,7291.84
MODGPC142945,21-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,604.3
MODGPC142946,21-Apr-16,Eating And Drinking Places, BARS/TAVERNS/LOUNGES/DISCOS,1000
MODGPC142947,21-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,4998.24
MODGPC142948,21-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,585
MODGPC142949,20-Apr-16,Other Supplies, CATALOG MERCHANT,702
MODGPC142950,21-Apr-16,Government, GOV'T SERV - DEFAULT,674.64
MODGPC142951,20-Apr-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,58925.88
MODGPC142952,20-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1870
MODGPC142953,19-Apr-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,788.06
MODGPC142954,20-Apr-16,Other Supplies, CAMERA & PHOTO SUPPLY STORE,648
MODGPC142955,19-Apr-16,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,722.47
MODGPC142956,20-Apr-16,Facilities/Repair Supplies, GLASS/PAINT/WALLPAPER STORES,527.1
MODGPC142957,20-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,3108.53
MODGPC142958,20-Apr-16,Facilities/Repair Supplies, FLOOR COVERING STORES,652.61
MODGPC142959,20-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,1795.86
MODGPC142960,20-Apr-16,Auto/Vehicle Dealers, BOAT DEALERS,540
MODGPC142961,20-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,2834.51
MODGPC142962,20-Apr-16,Government, GOV'T SERV - DEFAULT,1780.35
MODGPC142963,20-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,667.2
MODGPC142964,31-Mar-16,Retail, SPORTS/RIDING APPAREL STORES,26122.8
MODGPC142965,31-Mar-16,Retail, SPORTS/RIDING APPAREL STORES,20589.31
MODGPC142966,31-Mar-16,Retail, SPORTS/RIDING APPAREL STORES,26122.8
MODGPC142967,20-Apr-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,751.14
MODGPC142968,19-Apr-16,Retail, MISC FOOD STORES - DEFAULT,796
MODGPC142969,20-Apr-16,Facilities/Repair Supplies, HARDWARE STORES,4999.33
MODGPC142970,20-Apr-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,529.2
MODGPC142971,20-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,8808
MODGPC142972,20-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,592.9
MODGPC142973,20-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,1000
MODGPC142974,20-Apr-16,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,900.48
MODGPC142975,20-Apr-16,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,1140.45
MODGPC142976,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,1071.22
MODGPC142977,20-Apr-16,Government, GOV'T SERV - DEFAULT,1410.35
MODGPC142978,19-Apr-16,Miscellaneous, MISC PERSONAL SERV - DEF,620.74
MODGPC142979,19-Apr-16,Miscellaneous, MISC PERSONAL SERV - DEF,1357.85
MODGPC142980,20-Apr-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,522.46
MODGPC142981,20-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,555.08
MODGPC142982,20-Apr-16,Clothing/Shoes/Uniforms, SHOE STORES,1115.91
MODGPC142983,20-Apr-16,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,828
MODGPC142984,20-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,1248
MODGPC142985,20-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,1064.8
MODGPC142986,20-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,57905.5
MODGPC142987,20-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,1695.01
MODGPC142988,20-Apr-16,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,14046.12
MODGPC142989,19-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,7883.4
MODGPC142990,20-Apr-16,Government, GOV'T SERV - DEFAULT,600
MODGPC142991,20-Apr-16,Government, GOV'T SERV - DEFAULT,618
MODGPC142992,20-Apr-16,Government, GOV'T SERV - DEFAULT,980.79
MODGPC142993,20-Apr-16,Government, GOV'T SERV - DEFAULT,1788.36
MODGPC142994,20-Apr-16,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,2487.67
MODGPC142995,20-Apr-16,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,606.55
MODGPC142996,20-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,937.16
MODGPC142997,20-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,2187.8
MODGPC142998,20-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,2187.8
MODGPC142999,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,1866.79
MODGPC143000,19-Apr-16,Government, GOV'T SERV - DEFAULT,1413.92
MODGPC143001,20-Apr-16,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,677.4
MODGPC143002,20-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,4825
MODGPC143003,20-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,2640
MODGPC143004,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,1251.76
MODGPC143005,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,6056.03
MODGPC143006,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,1193.33
MODGPC143007,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,4633.62
MODGPC143008,20-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,4712.52
MODGPC143009,19-Apr-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,1819.68
MODGPC143010,19-Apr-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,6801.6
MODGPC143011,20-Apr-16,Other Supplies, VARIETY STORES,4525.2
MODGPC143012,20-Apr-16,Retail, SPORTING GOODS STORES,810
MODGPC143013,20-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,803.4
MODGPC143014,20-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,996
MODGPC143015,20-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,3562.92
MODGPC143016,20-Apr-16,Auto/Vehicle Dealers, BOAT DEALERS,720.9
MODGPC143017,20-Apr-16,Auto/Vehicle Dealers, BOAT DEALERS,1053.06
MODGPC143018,19-Apr-16,Auto/Vehicle Rentals, EUROP CAR,958.02
MODGPC143019,20-Apr-16,Miscellaneous, MISC PERSONAL SERV - DEF,1800
MODGPC143020,20-Apr-16,Government, GOV'T SERV - DEFAULT,1146.13
MODGPC143021,20-Apr-16,Facilities Maintenance, CARPENTRY,1100
MODGPC143022,20-Apr-16,Professional Services, LEGAL SERVICES ATTORNEYS,963.6
MODGPC143023,20-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1776
MODGPC143024,20-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1203
MODGPC143025,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,737.26
MODGPC143026,20-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,1836
MODGPC143027,20-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,879
MODGPC143028,20-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,971
MODGPC143029,20-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,1330.5
MODGPC143030,19-Apr-16,Eating And Drinking Places, RESTAURANTS,745.82
MODGPC143031,20-Apr-16,Business Expenses/Services, BOOKS/PERIODICALS/NEWSPAPERS,1501.53
MODGPC143032,20-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",2140.55
MODGPC143033,20-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",2615
MODGPC143034,20-Apr-16,Retail, MISC FOOD STORES - DEFAULT,702.78
MODGPC143035,20-Apr-16,Retail, MISC FOOD STORES - DEFAULT,2968.99
MODGPC143036,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,668.08
MODGPC143037,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,1634.66
MODGPC143038,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,2602.3
MODGPC143039,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,1303.29
MODGPC143040,20-Apr-16,Business Expenses/Services, COURIER SERVICES,2967.64
MODGPC143041,19-Apr-16,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,1800
MODGPC143042,18-Apr-16,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,726.02
MODGPC143043,10-Mar-16,Government, SCHOOLS - DEFAULT,576.3
MODGPC143044,18-Apr-16,Retail, SPORTS/RIDING APPAREL STORES,8142
MODGPC143045,19-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",806.83
MODGPC143046,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,594.24
MODGPC143047,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,630.38
MODGPC143048,19-Apr-16,Retail, ELECTRONICS STORES,2394
MODGPC143049,19-Apr-16,Utilities, TELECOMMUNICATION SERVICES,33845.64
MODGPC143050,19-Apr-16,Utilities, COMPUTER NETWORK/INFO SVCS,4080
MODGPC143051,18-Apr-16,Other Supplies, MISC GENERAL MERCHANDISE,598.94
MODGPC143052,19-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,514.12
MODGPC143053,19-Apr-16,Health Services And Supplies, HEARING AID/SALES/SERVICE,861.84
MODGPC143054,19-Apr-16,Health Services And Supplies, HEARING AID/SALES/SERVICE,1139.69
MODGPC143055,19-Apr-16,Health Services And Supplies, HEARING AID/SALES/SERVICE,1262.81
MODGPC143056,19-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,1088
MODGPC143057,19-Apr-16,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,1248
MODGPC143058,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC143059,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC143060,19-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,682.23
MODGPC143061,19-Apr-16,Facilities/Repair Supplies," NURSERIES, LAWN/GARDEN SUPPLY",784.97
MODGPC143062,19-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,1270
MODGPC143063,19-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,918.28
MODGPC143064,19-Apr-16,Retail, SPORTING GOODS STORES,918.72
MODGPC143065,19-Apr-16,Retail, TENT AND AWNING SHOPS,900
MODGPC143066,19-Apr-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,918.36
MODGPC143067,19-Apr-16,Equipment And Furniture, TOOL HIRE,549.48
MODGPC143068,19-Apr-16,Equipment And Furniture, TOOL HIRE,729.98
MODGPC143069,19-Apr-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,3072
MODGPC143070,19-Apr-16,Government, TRADE/VOCATIONAL SCHOOLS,1736.4
MODGPC143071,19-Apr-16,Government, GOV'T SERV - DEFAULT,643.71
MODGPC143072,19-Apr-16,Government, GOV'T SERV - DEFAULT,2938.54
MODGPC143073,19-Apr-16,Government, GOV'T SERV - DEFAULT,1000
MODGPC143074,18-Apr-16,Utilities, COMPUTER NETWORK/INFO SVCS,1575
MODGPC143075,19-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,661.44
MODGPC143076,19-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,972.67
MODGPC143077,18-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,823.45
MODGPC143078,19-Apr-16,Business To Business Facility/," PAINT, VARNISHES & SUPPLIES",680.4
MODGPC143079,19-Apr-16,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,510.82
MODGPC143080,19-Apr-16,Retail, SPORTING GOODS STORES,3150
MODGPC143081,19-Apr-16,Business Expenses/Services, POSTAGE STAMPS,800
MODGPC143082,18-Apr-16,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,738.77
MODGPC143083,19-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,2187.8
MODGPC143084,19-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,730
MODGPC143085,19-Apr-16,Government, GOV'T SERV - DEFAULT,1410.35
MODGPC143086,19-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,1099.91
MODGPC143087,19-Apr-16,Miscellaneous, VETERINARY SERVICES,889.2
MODGPC143088,18-Apr-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,3863.74
MODGPC143089,19-Apr-16,Business Expenses/Services, STATIONERY STORES,1000
MODGPC143090,19-Apr-16,Business Expenses/Services, STATIONERY STORES,679.97
MODGPC143091,18-Apr-16,Government, GOV'T SERV - DEFAULT,718.77
MODGPC143092,19-Apr-16,Government, GOV'T SERV - DEFAULT,956.74
MODGPC143093,19-Apr-16,Government, GOV'T SERV - DEFAULT,710.46
MODGPC143094,18-Apr-16,Government, GOV'T SERV - DEFAULT,653.42
MODGPC143095,18-Apr-16,Government, GOV'T SERV - DEFAULT,718.77
MODGPC143096,18-Apr-16,Government, GOV'T SERV - DEFAULT,718.77
MODGPC143097,19-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,696.65
MODGPC143098,19-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,3481.92
MODGPC143099,19-Apr-16,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,5000
MODGPC143100,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,1340.7
MODGPC143101,19-Apr-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,4684.8
MODGPC143102,19-Apr-16,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,527.64
MODGPC143103,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1078.8
MODGPC143104,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,766.8
MODGPC143105,19-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,1214
MODGPC143106,18-Apr-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,30000
MODGPC143107,18-Apr-16,Professional Services, DETECTIVE/PROTECTIVE AGEN,5458.39
MODGPC143108,19-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,760.37
MODGPC143109,19-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,520
MODGPC143110,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1085.9
MODGPC143111,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,955.1
MODGPC143112,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,2122.82
MODGPC143113,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,2365.8
MODGPC143114,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1925.18
MODGPC143115,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1998.4
MODGPC143116,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,2038.35
MODGPC143117,19-Apr-16,Auto/Vehicle Dealers, CAR & TRUCK DEALERS/USED ONLY,921.43
MODGPC143118,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,1201.13
MODGPC143119,19-Apr-16,Government, SCHOOLS - DEFAULT,1728
MODGPC143120,19-Apr-16,Retail, ELECTRONICS STORES,1380
MODGPC143121,19-Apr-16,Government, TRADE/VOCATIONAL SCHOOLS,1667.2
MODGPC143122,19-Apr-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,795.1
MODGPC143123,19-Apr-16,Facilities/Repair Services," HEATING, PLUMBING, AIR COND",567.79
MODGPC143124,19-Apr-16,Government, GOV'T SERV - DEFAULT,500
MODGPC143125,19-Apr-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,4104.46
MODGPC143126,19-Apr-16,Retail, SPORTING GOODS STORES,1410
MODGPC143127,19-Apr-16,Facilities Maintenance, CARPENTRY,2620.01
MODGPC143128,19-Apr-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,2514
MODGPC143129,19-Apr-16,Miscellaneous, BUYING/SHOPPING SERVICES,1353
MODGPC143130,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,810
MODGPC143131,18-Apr-16,Other Supplies, CATALOG MERCHANT,9058.68
MODGPC143132,19-Apr-16,Retail, SPORTING GOODS STORES,2698.8
MODGPC143133,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,603.76
MODGPC143134,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,570.33
MODGPC143135,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,1618.36
MODGPC143136,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,593.4
MODGPC143137,19-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,2202
MODGPC143138,19-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,6360
MODGPC143139,19-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",3216.16
MODGPC143140,18-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,514.87
MODGPC143141,19-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,1631
MODGPC143142,19-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,1094.88
MODGPC143143,19-Apr-16,Retail, ELECTRONICS STORES,1958.75
MODGPC143144,19-Apr-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,633
MODGPC143145,19-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,640
MODGPC143146,19-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,718.77
MODGPC143147,19-Apr-16,Retail, SPORTING GOODS STORES,839.68
MODGPC143148,19-Apr-16,Retail, SPORTING GOODS STORES,1541.7
MODGPC143149,19-Apr-16,Miscellaneous, TRAILER PARKS/CAMPGROUNDS,1612
MODGPC143150,18-Apr-16,Entertainment, THEATRICAL PRODUCERS,2994.85
MODGPC143151,19-Apr-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,2586.73
MODGPC143152,19-Apr-16,Medical, OPTICIANS,595
MODGPC143153,19-Apr-16,Government, GOV'T SERV - DEFAULT,900
MODGPC143154,19-Apr-16,Government, GOV'T SERV - DEFAULT,17560.8
MODGPC143155,19-Apr-16,Government, GOV'T SERV - DEFAULT,510.35
MODGPC143156,19-Apr-16,Government, GOV'T SERV - DEFAULT,1353.6
MODGPC143157,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC143158,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,670.8
MODGPC143159,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC143160,18-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,1270
MODGPC143161,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,552
MODGPC143162,18-Apr-16,Other Supplies, MISC SPECIALTY RETAIL,757.25
MODGPC143163,18-Apr-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,2003.21
MODGPC143164,18-Apr-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,2699.42
MODGPC143165,18-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,2753.1
MODGPC143166,18-Apr-16,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,4309.63
MODGPC143167,18-Apr-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,817
MODGPC143168,18-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,15727.95
MODGPC143169,18-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,4295.16
MODGPC143170,18-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,632.89
MODGPC143171,18-Apr-16,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,11528.99
MODGPC143172,18-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,618.09
MODGPC143173,18-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,618.09
MODGPC143174,18-Apr-16,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,3960
MODGPC143175,18-Apr-16,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,2640
MODGPC143176,18-Apr-16,Professional Services, PROFESSIONAL SERVICES - DEF,1904.4
MODGPC143177,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,1764
MODGPC143178,18-Apr-16,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,1456.76
MODGPC143179,18-Apr-16,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,1030.3
MODGPC143180,14-Apr-16,Other Supplies, CATALOG MERCHANT,743.38
MODGPC143181,18-Apr-16,Retail, ELECTRONICS STORES,1517.14
MODGPC143182,18-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,527.5
MODGPC143183,18-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,954.8
MODGPC143184,18-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,740.4
MODGPC143185,18-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,1222.4
MODGPC143186,18-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,1080.36
MODGPC143187,18-Apr-16,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,867.26
MODGPC143188,18-Apr-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,6300
MODGPC143189,18-Apr-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,6070.66
MODGPC143190,18-Apr-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,3417.71
MODGPC143191,18-Apr-16,Government, GOV'T SERV - DEFAULT,3282
MODGPC143192,18-Apr-16,Government, GOV'T SERV - DEFAULT,2779.2
MODGPC143193,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,529.27
MODGPC143194,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,5452.92
MODGPC143195,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,11603.52
MODGPC143196,18-Apr-16,Business Services, ADVERTISING SERVICES,2460
MODGPC143197,18-Apr-16,Business To Business Eqpt/Furn, BOOK STORES,1139.6
MODGPC143198,18-Apr-16,Equipment And Furniture, FURNITURE/EQUIP STORES,758.88
MODGPC143199,18-Apr-16,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,578.8
MODGPC143200,17-Apr-16,Retail, MISC FOOD STORES - DEFAULT,1193.26
MODGPC143201,18-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,80676.48
MODGPC143202,15-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,525
MODGPC143203,15-Apr-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,642
MODGPC143204,18-Apr-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,661.68
MODGPC143205,18-Apr-16,Government, GOV'T SERV - DEFAULT,710.46
MODGPC143206,18-Apr-16,Business To Business Eqpt/Furn, BOOK STORES,9936
MODGPC143207,18-Apr-16,Miscellaneous, VETERINARY SERVICES,896.68
MODGPC143208,30-Mar-16,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,2480.18
MODGPC143209,18-Apr-16,Equipment And Furniture, TOOL HIRE,693.52
MODGPC143210,18-Apr-16,Government, GOV'T SERV - DEFAULT,500
MODGPC143211,18-Apr-16,Government, GOV'T SERV - DEFAULT,651.77
MODGPC143212,18-Apr-16,Government, GOV'T SERV - DEFAULT,1357.85
MODGPC143213,18-Apr-16,Other Supplies, FUEL DEALERS,3462.05
MODGPC143214,18-Apr-16,Miscellaneous, OTHER DIRECT MARKETERS,569.95
MODGPC143215,18-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,673.88
MODGPC143216,18-Apr-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,675
MODGPC143217,18-Apr-16,Entertainment, MOTION PICTURE THEATRES,633.67
MODGPC143218,18-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,1200
MODGPC143219,18-Apr-16,Business Services, BUSINESS SERVICES - DEFAULT,729.67
MODGPC143220,18-Apr-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,1294.2
MODGPC143221,18-Apr-16,Government, GOV'T SERV - DEFAULT,532.9
MODGPC143222,18-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,553.77
MODGPC143223,18-Apr-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,2353.52
MODGPC143224,18-Apr-16,Government, COLLEGES/UNIV/JC/PROFESSION,1900
MODGPC143225,18-Apr-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,930.12
MODGPC143226,18-Apr-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",548.4
MODGPC143227,18-Apr-16,Clothing/Uniform Services, LAUNDRY/CLEANING/GARMENT SV,504
MODGPC143228,18-Apr-16,Facilities/Repair Services, SMALL APPLIANCE REPAIR DEF,2466.12
MODGPC143229,18-Apr-16,Entertainment, THEATRICAL PRODUCERS,1179
MODGPC143230,18-Apr-16,Medical, MED/HEALTH SERVICES - DEF,899.4
MODGPC143231,18-Apr-16,Business Expenses/Services, STATIONERY STORES,1360.72
MODGPC143232,18-Apr-16,Business Expenses/Services, STATIONERY STORES,2157.96
MODGPC143233,18-Apr-16,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,748.56
MODGPC143234,18-Apr-16,Business To Business Facility/, PLUMBING/HEATING EQUIPMENT,4431.84
MODGPC143235,18-Apr-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,1428
MODGPC143236,18-Apr-16,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,1875.85
