Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,08/12/2011,Research & development,R&D,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-447091-54035," 51,495.00 ",,,Programme,
Department of Health,Department of Health,08/12/2011,Research & development,R&D,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-447065-54042," 51,302.00 ",,,Programme,
Department of Health,Department of Health,08/12/2011,Research & development,R&D,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-447086-54045," 61,008.00 ",,,Programme,
Department of Health,Department of Health,08/12/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-447066-54038," 35,474.00 ",,,Programme,
Department of Health,Department of Health,08/12/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-447069-54039," 79,083.00 ",,,Programme,
Department of Health,Department of Health,08/12/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-447095-54041," 25,211.00 ",,,Programme,
Department of Health,Department of Health,08/12/2011,Research & development,R&D,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-447067-54028," 70,878.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Contractor/Staff Substitution,CDD CORPORATE DEVELOPMENT,FOXLANE ASSOCIATES LTD,SME,WD3 5HE,08.11-12," 57,900.00 ",,,Admin,
Department of Health,Department of Health,09/12/2011,Professional fees,COMMISSIONING,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353693803," 29,668.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Professional fees,COMMISSIONING,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353679791," 57,850.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738087," 36,800.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Arm Length Bodies-Revenue Subsidy,Health Improvement and Protection,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,947034," 15,000,000.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2386001-20-DEC-11," 6,900.00 ",,,Other,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13867182," 11,500.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13639674," 24,150.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13867182," 233,622.50 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951596," 20,700.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951581," 24,700.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951597," 24,700.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13867183," 43,834.50 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951598," 51,300.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13867183," 64,165.50 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951596," 217,246.50 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951597," 72,033.00 ",,,,
Department of Health,Department of Health,09/12/2011,Staff Consultancy & Suppt,NHS CHIEF INFORMATION OFFICER,ASE CONSULTING LTD,,,13951598," 47,250.00 ",,,,
Department of Health,Department of Health,09/12/2011,External Data Contracts,NHS CHIEF INFORMATION OFFICER,CABLE & WIRELESS UK,,,14086977," 637,963.74 ",,,,
Department of Health,Department of Health,09/12/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",RANBAXY UK LTD,LARGE,,1810000196," 35,528.00 ",,,,
Department of Health,Department of Health,09/12/2011,Grants to non profit institutions (CUR),"PSF POLICY, STRATEGY & FINANCE",DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),PUBLIC,HP2 4XN,ERS-447210-54061," 5,292,017.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,LARGE,M1 3HU,S12-00308," 129,367.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Outsourcing Contract,SOCIAL CARE,BIG WHITE WALL LTD,SME,N16 0HX,949," 43,200.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Other programme expenditure,SOCIAL CARE,LOCAL GOVERNMENT ASSOCIATION,SME,SW1P 3HZ,40207655," 505,000.00 ",,,Programme,
Department of Health,Department of Health,09/12/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007487," 53,894.00 ",,,Programme,
Department of Health,Department of Health,10/12/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2386001-20-DEC-11, 624.00 ,,,Other,
Department of Health,Department of Health,11/12/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2386001-20-DEC-11," 2,381.00 ",,,Other,
Department of Health,Department of Health,12/12/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,STERIA LTD,LARGE,HP2 7AH,100025803," 62,990.00 ",,,Admin,
Department of Health,Department of Health,12/12/2011,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,CAMERON BLACK LTD,SME,W1T 1QD,2714," 71,408.00 ",,,Admin,
Department of Health,Department of Health,12/12/2011,Addition Clearing - F&F,CDD CORPORATE DEVELOPMENT,HERMAN MILLER LTD,LARGE,SN14 0GF,360781," 37,539.00 ",,,Admin,
Department of Health,Department of Health,12/12/2011,Addition Clearing - OLB,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2889690," 114,774.00 ",,,Admin,
Department of Health,Department of Health,12/12/2011,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,HERMAN MILLER LTD,LARGE,SN14 0GF,360781, 509.00 ,,,Admin,
Department of Health,Department of Health,12/12/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738171," 44,259.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738152," 121,882.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738149," 44,939.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Printing,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738146," 49,905.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738170," 23,375.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Outsourcing Contract,Health Improvement and Protection,SAPIENT LTD,LARGE,E14 9GE,23795," 59,440.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Outsourcing Contract,Health Improvement and Protection,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),PUBLIC,HP2 4XN,1800016528," 35,784.00 ",,,Admin,
Department of Health,Department of Health,12/12/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2386001-20-DEC-11," 7,134.00 ",,,Other,
Department of Health,Department of Health,12/12/2011,Research & development,R&D,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-447266-54089," 114,309.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Research & development,R&D,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),PUBLIC,SN2 1UJ,ERS-447253-54094," 236,080.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Other programme expenditure,SOCIAL CARE,GREATER MANCHESTER POLICE,PUBLIC,M16 0RE,135138," 120,000.00 ",,,Programme,
Department of Health,Department of Health,12/12/2011,Outsourcing Contract,WORKFORCE,NHS EMPLOYERS LTD,SME,SW1E 5DD,7864," 342,132.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,IT minor costs non capital,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201264885, 788.00 ,,,Admin,
Department of Health,Department of Health,13/12/2011,IT minor costs non capital,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201264885," 27,061.00 ",,,Admin,
Department of Health,Department of Health,13/12/2011,Utilities,CDD CORPORATE DEVELOPMENT,SCOTTISH AND SOUTHERN ENERGY PLC,LARGE,PO9 5YN,191304511/0056," 40,103.00 ",,,Admin,
Department of Health,Department of Health,13/12/2011,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738191," 36,000.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),PUBLIC,SE1 7DU,738190," 35,000.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Grants to non profit institutions (CUR),Health Improvement and Protection,HAEMOPHILIA SOC NAT OFF A CURR,VCS,NW1 3AU,ERS-447441-54241," 50,000.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Policy Payments,Health Improvement and Protection,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2886418," 212,281.00 ",,,Admin,
Department of Health,Department of Health,13/12/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2386001-20-DEC-11," 6,528.00 ",,,Other,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-447310-54124," 122,427.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-447307-54113," 145,314.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,THE ROYAL WOLVERHAMPTON HOSPITAL NHS TRUST,PUBLIC,WV10 0QP,ERS-447398-54132," 173,446.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-447382-54128," 154,366.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-447397-54140," 173,896.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-447403-54127," 193,110.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,PUBLIC,CH63 4JY,ERS-447320-54123," 182,207.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-447337-54157," 93,789.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,TORBAY CARE TRUST,PUBLIC,TQ9 6JE,ERS-447400-54201," 130,577.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-447374-54149," 220,310.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-447367-54160," 149,095.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-447332-54129," 141,521.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-447387-54150," 94,289.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-447395-54120," 245,199.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-447402-54143," 150,077.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-447330-54147," 101,392.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-447346-54142," 30,758.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-447361-54135," 98,677.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-447300-54138," 138,746.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-447406-54158," 123,611.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,DERBY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DE1 2QS,ERS-447321-54148," 78,146.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-447405-54131," 93,267.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,ACADEMY OF MEDICAL SCIENCES,PUBLIC,W1B 1QH,ERS-447296-54168," 30,045.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-447385-54105," 166,621.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,ERS-447358-54104," 140,272.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-447317-54155," 146,013.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-447298-54119," 157,573.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-447367-54160," 145,001.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,PUBLIC,WC1N 3JH,ERS-447331-54139," 163,229.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-447404-54117," 146,123.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-447378-54125," 117,745.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-447338-54166," 124,183.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-447396-54146," 111,747.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-447406-54158," 118,444.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-447406-54158," 117,490.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,ST GEORGE'S HEALTHCARE NHS TRUST,PUBLIC,SW17 0QT,ERS-447391-54130," 122,774.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-447378-54125," 118,360.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-447374-54149," 117,901.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE4 6BE,ERS-447366-54162," 122,137.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-447355-54199," 125,046.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-447314-54200," 127,090.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,PUBLIC,BA1 3QE,ERS-447299-54153," 110,247.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,PUBLIC,SR3 4AD,ERS-447318-54133," 117,880.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SOUTHERN HEALTH NHS FOUNDATION TRUST,PUBLIC,SO40 2RZ,ERS-447390-54154," 107,588.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-447300-54138," 124,303.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-447381-54136," 118,193.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-447310-54124," 117,937.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-447362-54137," 120,289.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-447316-54151," 115,772.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-447343-54156," 106,105.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-447366-54161," 101,777.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-447386-54152," 121,113.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,PUBLIC,BA1 3QE,ERS-447299-54153," 113,291.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-447402-54143," 123,797.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-447302-54141," 158,742.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-447312-54144," 95,601.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-447374-54149," 116,702.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-447381-54136," 117,401.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-447301-54165," 113,722.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-447369-54126," 109,322.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-447383-54192," 9,301.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-447411-54198," 3,073.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-447365-54110," 75,381.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-447313-54111," 75,256.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-447348-54109," 75,445.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,ERS-447333-54107," 75,423.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,STOCKTON-ON-TEES TEACHING PCT,PUBLIC,TS7 0NJ,ERS-447393-54101," 75,715.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,WESTERN SUSSEX HOSPITALS NHS TRUST,PUBLIC,PO19 6SE,ERS-447409-54202," 75,256.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,DEVON PCT,PUBLIC,TQ12 4PH,ERS-447323-54115," 75,694.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-447309-54170," 8,579.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-447401-54184," 34,251.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-447377-54145," 30,011.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-447411-54198," 6,384.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-447311-54171," 100,000.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-447372-54189," 217,914.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-447304-54169," 97,268.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-447330-54147," 6,286.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-447364-54134," 117,583.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-447376-54191," 12,715.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-447342-54179," 20,959.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-447411-54198," 25,681.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-447342-54179," 31,130.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-447401-54184," 20,656.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-447401-54184," 17,648.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-447354-54176," 36,041.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-447342-54179," 17,691.00 ",,,Programme,
Department of Health,Department of Health,13/12/2011,Research & development,R&D,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-447347-54181," 16,012.00 ",,,Programme,
