Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Supplier Type,Contract Number,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,10-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1074901,"£402,178.00",ICT Hosting (Schedule),CF31 9AP,,,0,Programme
Ministry of Justice,MoJ HQ,10-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1074864,"£430,194.95",Managed Service - Operations Apr-11 to Mar-12,WA3 9BD,,,0,Programme
Ministry of Justice,MoJ HQ,14-May-12,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1075031,"£573,361.00",A flexible Managed PMO Service for the Future IT Sourcing programme (FITS) PN101,SE1 2AF,,,0,Programme
Ministry of Justice,MoJ HQ,04-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1074627,"£602,509.00",ICT Desktops (Schedule),WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,03-May-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1074576,"£626,890.20",PQ108 - OMNI-T Capital Expenditure FY1112,M14 0WN,,,E012,Programme
Ministry of Justice,MoJ HQ,03-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1074283,"£654,642.00","Variable Desktop Charge
",WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,21-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1075413,"£839,284.92",ICT Licences (Schedule),WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,31-May-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1076239,"£893,400.26",CW26MAR12(1) Replace PCVL Control units as part of the PCVL Crown Courts Refresh Project  Add Stoke Crown Court to the scope of the PCVL Crown Courts Refresh Project Add Reading Crown Court to the scope of the PCVL Crown Courts Refresh Pr,MK3 5JP,,,E004,Programme
Ministry of Justice,MoJ HQ,31-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1076304,"£936,692.51",Steria ICT Network Services (VAT Rec) FY12/13 (Schedule),M14 0WN,,,0,Programme
Ministry of Justice,MoJ HQ,21-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1075413,"£1,323,191.39",ICT Network Services (Schedule),WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,30-May-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1076186,"£1,457,343.75",VTL Capacity - Hardware Please refer to Proposal  Document VTL Capacity - Minimum Configuration Upgrade v1.0 Third Party Hardware & Software (8.2.5) & VTL Capacity - Software Please refer to Proposal  Document  Third Party Hardware & Sof,M14 0WN,,,0,Programme
Ministry of Justice,MoJ HQ,31-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1076304,"£1,604,363.06",Steria ICT Desktops (VAT Rec) FY12/13 (Schedule),M14 0WN,,,0,Programme
Ministry of Justice,MoJ HQ,21-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1075413,"£1,837,072.08",ICT Hosting (Schedule),WV10 6UH,,,0,Programme
Ministry of Justice,MoJ HQ,10-May-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1074901,"£2,612,167.27",ICT App Maint & Supp (Schedule),CF31 9AP,,,0,Programme
Ministry of Justice,MoJ HQ,10-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,CLINKS,1074834,"£25,000.00",Voluntary & Community Sector Grant - Provision of Offender Services,EC4V 5AQ,SME,,0,Grant
Ministry of Justice,MoJ HQ,10-May-12,266000-Judicial Costs,MF400-DJO - TRIBS,CALDER CONFERENCES LTD,1074820,"£25,355.50","Venue Hire, Accomodation and other costs relating to Judicial Training Conferences",LS16 6RF,,,0,Programme
Ministry of Justice,MoJ HQ,10-May-12,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1074820,"£26,288.40",Venue Hire relating to training events for Judiciary,LS16 6RF,,,0,Programme
Ministry of Justice,MoJ HQ,10-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,CLINKS,1074834,"£30,000.00",Voluntary & Community Sector Grant - Provision of Offender Services,EC4V 5AQ,SME,,0,Grant
Ministry of Justice,MoJ HQ,17-May-12,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1075177,"£32,256.01",Venue Hire relating to training events for Judiciary,LS16 6RF,,,0,Programme
Ministry of Justice,MoJ HQ,03-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,BLACK TRAINING AND ENTERPRISE GROUP,1074301,"£37,500.00","Voluntary & Community Sector Grant - Provision of services to Black, Asian & minority ethnic offenders",N1 9LH,SME,,0,Grant
Ministry of Justice,MoJ HQ,01-May-12,223000-Other Expenditure,RE999-CJG - Research & Analysis,HOME OFFICE,1400,"£44,544.41",CAST Project - FY 11-12,NP20 9BB,,,0,Admin
Ministry of Justice,MoJ HQ,03-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,WOMENCENTRE LTD,1074621,"£50,000.00",Voluntary & Community Sector Grant - Provision of services to women offenders ,HX1 1JN,,,0,Grant
Ministry of Justice,MoJ HQ,03-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,ACTION FOR PRISONERS FAMILIES,1074272,"£60,000.00",Voluntary & Community Sector Grant - Provision of services to families of prisoners and other offenders,SW15 2NQ,SME,,0,Grant
Ministry of Justice,MoJ HQ,10-May-12,246000-Current Grants,RJ999-JPG - International,THE JOHN SMITH MEMORIAL TRUST,1074955,"£100,000.00",Support of the John Smith Trust Fellowship programme,W1T 4QE,,,0,Grant
Ministry of Justice,MoJ HQ,10-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,CLINKS,1074834,"£222,100.00",Voluntary & Community Sector Grant - Provision of Offender Services,EC4V 5AQ,SME,,0,Grant
Ministry of Justice,MoJ HQ,08-May-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1074718,"£640,029.60",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate.,RG27 9UY,,,0,Programme
Ministry of Justice,MoJ HQ,02-May-12,246000-Current Grants,RC999-Criminal Justice Group - OMS,DEPARTMENT FOR EDUCATION,1404,"£1,031,908.00",To provide education to young people in custody RC316,CF14 3UW,,,0,Grant
Ministry of Justice,MoJ HQ,17-May-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (ONLEY) LTD,1075210,"£1,193,127.02",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate.,WR12 7LJ,,,0,Programme
Ministry of Justice,MoJ HQ,28-May-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NOMS,1515,"£1,291,666.66",Escorting contract for YOIs - FY 12-13,NP20 9BB,SME,,0,Programme
Ministry of Justice,MoJ HQ,30-May-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1076082,"£1,292,687.48",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate.,WR12 7LJ,,,0,Programme
Ministry of Justice,MoJ HQ,21-May-12,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CRIMINAL CASES REVIEW COMMISSION#KY14611572,6527,,Grant-in-aid requirement for Arm's Length Body,B1 1TT,,,0,Grant
Ministry of Justice,MoJ HQ,09-May-12,246000-Current Grants,RB999-JPG - CJRD,SAMM (MERSEYSIDE)#RB31110209,1074791,,Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime Victim & Witness General Fund,L5 2QY,,,0,Grant
Ministry of Justice,MoJ HQ,08-May-12,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES#RC20511558,6522,,Grant-in-aid requirement for Arm's Length Body,SW1V 2QZ,,,0,Grant
Ministry of Justice,MoJ HQ,30-May-12,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1076227,"£27,541.84",MoJ R&R Voucher Scheme - FY 12-13,NW4 1BE,SME,,0,Admin
Ministry of Justice,MoJ HQ,30-May-12,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1076198,"£71,136.89",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories at Swadlincote. £75k per month,BL8 9AR,,,0,Admin
Ministry of Justice,MoJ HQ,31-May-12,223000-Other Expenditure,MD600-Information Directorate,TNT UK LTD,1076311,"£93,942.00",MD145 Monthly payment for offsite storage of records held at TNT and delivery costs,BL0 9AR,,,0,Admin
Ministry of Justice,MoJ HQ,30-May-12,266000-Judicial Costs,LZ600-Transforming Justice,HAMMICKS LEGAL INFORMATION SERVICES,1076106,"£138,343.20",Legal publications for the judiciary and courts,TW15 2QN,,,0,Admin
Ministry of Justice,MoJ HQ,21-May-12,223000-Other Expenditure,LZ600-Transforming Justice,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1075540,"£150,000.00",Legal publications for the judiciary and courts,SP10 9AG,,,0,Admin
Ministry of Justice,MoJ HQ,15-May-12,262000-SCA Costs,LZ430-I&B Operations,NATIONAL SAVINGS & INVESTMENTS,1462,"£518,269.60",Re-payment of amortised development costs.  Purchase order represents anticipated payment in 2012/13 Financial Year.,SW1V 2QX,,,0,Programme
Ministry of Justice,MoJ HQ,22-May-12,262000-SCA Costs,LZ430-I&B Operations,NATIONAL SAVINGS & INVESTMENTS,1491,"£744,182.00",Charge for Management Services provided in relation to outsourcing of Court Funds Office Service.,SW1V 2QX,,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2055004,"£381,116.00",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,SME,,0,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,HENRY BOOT CONSTRUCTION LTD,2031836,"£377,444.98","CIS Labour-Newcastle Magistrates'-Henry Boot Construction Ltd-Preconstruction & Construction Activities for CERP Integration Scheme, reference Appendix A",CIS-M12 6FX,SME,,0,Programme
Ministry of Justice,HMCTS,25-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER WESTERN,2049328,"£308,431.68",CIS Labour - Aberystwyth Law Courts - Kier Western - Construction of New Law Courtsd,CIS-SG19 2BD,,,F020,Programme
Ministry of Justice,HMCTS,08-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,2027487,"£297,832.00",CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,CIS-KT22 7SW,,,F090,Programme
Ministry of Justice,HMCTS,04-May-12,532000-Tangible GBV - Additions,BZ999-London Region,VINSTRATA BUILDERS (LONDON) LTD,2025653,"£288,520.61",CIS Labour-Royal Courts of Justice-Vinstrata-Fire Compartmentation Project,CIS-BR2 6BN,SME,,0,Programme
Ministry of Justice,HMCTS,23-May-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2048108,"£254,196.37",0073-S-WORKS/FM-SW-RFI-CIS Labour-Wimbledon Magistrates'-Wates Construction LTD-Conversion of space to create 2 additional courtrooms an ancillary accomodation (linked to closure of Balham),CIS-KT22 7SW,,,B716,Programme
Ministry of Justice,HMCTS,16-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,KIER CONSTRUCTION,2037877,"£250,977.73",CIS Labour-Crawley Magistrates'-Kier Construction-Major fabric and M&E refurbishment to court building (including all staff & public areas) both external and internal,CIS-ME20 6XS,,,0,Programme
Ministry of Justice,HMCTS,04-May-12,532000-Tangible GBV - Additions,BZ999-London Region,ADT FIRE AND SECURITY PLC,2023890,"£231,010.59",Royal Courts of Justice - ADT Fire & Security PLC - Enhancement of the existing fire alarm system,EC1Y 8ND,,,0,Programme
Ministry of Justice,HMCTS,25-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,VINSTRATA BUILDERS (LONDON) LTD,2050206,"£201,012.56","CIS Labour - Maidstone CCC - Vinstrata - DDA work to custody area new DDA WC, knocking down and constructing new walls for female DDA WC, installing permanent ramps and cabling",CIS-BR2 6BN,SME,,F005,Programme
Ministry of Justice,HMCTS,04-May-12,532000-Tangible GBV - Additions,BZ999-London Region,WILSON JAMES LTD,2025701,"£171,628.73",CIS Labour-CIS MW-RCJ-Royal Courts of Justice-Installation of emergency lighting & refurbishment of external fittings,CIS-SS0 9HR,SME,,0,Programme
Ministry of Justice,HMCTS,15-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,2035148,"£160,951.32",St Helens Magistrates Court - Carry out refurbishment work as per tender submission,CIS-M12 6FX,SME,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2044107,"£154,001.92",Runcorn Magistrates Court - Integration of CPEC,CIS-WR12 7LJ,,,0,Programme
Ministry of Justice,HMCTS,23-May-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2048108,"£133,599.58",0073-S-WORKS/FM-SW-RFI-CIS Labour-Wimbledon Magistrates'-Wates Construction LTD-Conversion of space to create 2 additional courtrooms an ancillary accomodation (linked to closure of Balham),CIS-KT22 7SW,,,B716,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2032946,"£133,599.58",0073-S-WORKS/FM-SW-RFI-CIS Labour-Wimbledon Magistrates'-Wates Construction LTD-Conversion of space to create 2 additional courtrooms an ancillary accomodation (linked to closure of Balham),CIS-KT22 7SW,,,B716,Programme
Ministry of Justice,HMCTS,15-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,2035148,"£124,669.05",Liverpool QEII Crown Court - BMS and LV panel replacement as per your tender submission,CIS-M12 6FX,SME,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,2054898,"£122,381.67",CIS Labour - Birmingham Mags - DH Fathers - Lighting Installation/ Dist Board Installation/ AHU works,CIS-NG16 3SU,,,0,Programme
Ministry of Justice,HMCTS,23-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,INTERSERVE CONSTRUCTION LTD,2046730,"£119,721.21",Liverpool QEII Crown Court -   Replace cooling coils as per tender. Please refer to the contract documents & etc. attached,CIS-B23 7RZ,SME,,0,Programme
Ministry of Justice,HMCTS,09-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,SITEC INTERIORS LTD,2030582,"£115,801.46","CIS Labour - Birmingham Magistrates - Sitec - Fire Safety Works - Compartmentation, door works, new doors - Phase 2",CIS-B1 3AP,SME,,0,Programme
Ministry of Justice,HMCTS,23-May-12,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,2046845,"£114,065.94",CIS Labour - Waltham Forest MC -Norland Managed Service Ltd - Replacement & upgrade of boilers - PAR 2101 (under term contract),CIS-SE1 1RU,,,0,Programme
Ministry of Justice,HMCTS,18-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,GARSIDE & LAYCOCK LTD,2040273,"£103,416.65",Oldham Magistrates Court - Front entrance works.  Please see contract pack and price list attached,CIS-PR5 6AW,SME,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,BZ999-London Region,ROMFORD BUILDING SERVICES LTD,2044727,"£99,879.45","CIS Labour - Asbestos removal works, inc contingency sum - PAR L13-01 - ROMFORD BUILDING SERVICES LTD - Willesden County",CIS-IG11 0RJ,,,0,Programme
Ministry of Justice,HMCTS,09-May-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2029478,"£94,802.40",CIS Labour - Replacement of existing R22 Cooling equipment -MITIE JUSTICE LTD - Croydon Combined,CIS-BS16 7FH,,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2054950,"£93,265.12","Barrow Courthouse - Labour costs to supply, install and commission a replacement fire/emergency lighting system (CPIG)",CIS-WR12 7LJ,,,0,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,JOHN WEAVER (CONTRACTORS) LTD,2031885,"£83,267.25",1570-1-Works/FM-SW-RFP - SWANSEA CROWN COURT REFURBISHMENT OF THE CELL COMPLEX,CIS-SA1 2JW,SME,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KNOX & WELLS LTD,2044270,"£81,666.26",CIS Labour-Cardiff Magistrates'-Knox & Wells-New training suite works,CIS-CF14 4UH,SME,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,R & M WILLIAMS LTD,2044695,"£80,505.41",1558-1-Works/FM-SW-RFP - CIS LABOUR - SWANSEA MAGISTRATES REFURBISHMENT OF THE CELL COMPLEX,CIS-CF11 8JQ,SME,,0,Programme
Ministry of Justice,HMCTS,15-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,SITEC INTERIORS LTD,2035924,"£78,298.64",CIS Labour - Stoke Combined Court - Sitec - CPIG Fire Works - Installation of doors and dampers,CIS-B1 3AP,SME,,0,Programme
Ministry of Justice,HMCTS,25-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,HENRY BOOT CONSTRUCTION LTD,2049293,"£70,659.70",CIS Labour-Newcastle Magistrates'-Henry Boot Contruction Ltd-Instruction of complete integration scheme - Building and M&E Refurbishment Works for agreed maximum price,CIS-M12 6FX,SME,,0,Programme
Ministry of Justice,HMCTS,08-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2026282,"£70,530.90",CIS Labour - LED Lighting under term contract - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Lincoln Magistrates Court,CIS-PO1 9DB,,,0,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,MITIE TILLEY ROOFING LTD,2031996,"£68,106.45",Blackpool Magistrates Court - Re-roof,CIS-NE20 9SD,,,0,Programme
Ministry of Justice,HMCTS,15-May-12,532000-Tangible GBV - Additions,HZ999-North East Region,MITIE FACILITIES SERVICES LIMITED,2035385,"£65,928.53",Leeds Mags-MW / HMCTS /2011-12 /Leeds Magistrates Court Air-Conditioning Installation by Mitie.,ML6 7UD,SME,,0,Programme
Ministry of Justice,HMCTS,01-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LTD,2019907,"£65,923.06",Blackpool Magistrates Court - Create 4 additional cells.  Contract no. MW/HMCS/2011-2012/02 refers,CIS-WD24 4WW,,,0,Programme
Ministry of Justice,HMCTS,25-May-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2049313,"£60,758.26",CIS Labour - Southampton MC - Interserve Construction Ltd - Tribunals Integration,CIS-B23 7RZ,SME,,0,Programme
Ministry of Justice,HMCTS,18-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,MITIE FACILITIES SERVICES LIMITED,2040470,"£58,941.39","CIS Labour - Canterbury MC - Mitie Facilities Services Limited - 1553-1-WORKS/FM-SW-RFP - Design, supply and install a new waterproof flat roof covering complete with new insulation, glazed roof lights, and handrail system",CIS-ML6 7UD,SME,,0,Programme
Ministry of Justice,HMCTS,01-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LTD,2019907,"£58,723.58",Blackpool Magistrates Court - Create 4 additional cells.  Contract no. MW/HMCS/2011-2012/02 refers,CIS-WD24 4WW,,,0,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,DZ999-South West Region,WB GRIFFITHS & SON LTD,2032955,"£50,762.26",CIS LABOUR - MW - MW/BCP/10/11(05c) - Bodmin Magistrates' Court - roof replacement,CIS-SA61 2PF,SME,,0,Programme
Ministry of Justice,HMCTS,23-May-12,532000-Tangible GBV - Additions,BZ999-London Region,BASTION SECURITY INSTALLATIONS,2046549,"£50,022.00",CIS Labour - Installation of 2x secure docks to courtrooms - BASTION SECURITY INSTALLATIONS -  Redbridge Magistrate Court,CIS-NE10 8YF,,,0,Programme
Ministry of Justice,HMCTS,01-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,CONISTON LIMITED,2018941,"£49,086.49",CIS - MW - 1431-1-WORKS/FM-SW-RFP - Dartford Magistrates' Court - replacement of the Low Temperature Hot Water (LTHW) boilers and associated controls,CIS-DA2 6QQ,,,0,Programme
Ministry of Justice,HMCTS,25-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,CONISTON LIMITED,2049209,"£47,157.09",CIS Labour-MW/HMCTS/2011-12-Conistons Ltd-Glazed roof area upgrade for Basildon Combined Court,CIS-DA2 6QQ,,,0,Programme
Ministry of Justice,HMCTS,08-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,F P HURLEY & SONS LTD,2026131,"£45,911.73","CIS Labour - Cardiff Crown Court - F P Hurley & Sons Ltd - Additional Skylights, internal ductwork works",CIS-CF31 3UT,,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,2055097,"£45,862.30",CIS Labour - Waltham Forest MC -Norland Managed Service Ltd - Replacement & upgrade of boilers - PAR 2101 (under term contract),CIS-SE1 1RU,,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,HZ999-North East Region,ISG CONSTRUCTION LTD,2044230,"£45,000.00",Wakefield County Court ,CIS-BD19 6BW,,,0,Programme
Ministry of Justice,HMCTS,08-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2026282,"£45,000.00",CIS Labour-Lincoln Crown-Mitie-Supply & installation of replacement AHU's,CIS-PO1 9DB,,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,HENSTAFF CONSTRUCTION LTD,2054987,"£44,297.79",CIS LABOUR - PORT TALBOT JC  HARBOURSIDE ROAD  SA13 1SB - HENSTAFF  - INCREASING HEARING ROOM CAPACITY,CIS-CF10 5AE,,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,EC HARRIS LLP,2044054,"£40,178.88",Maidstone CCC - EC Harris LLP - MA fee relating to boiler replacement works,M60 3NT,,,0,Programme
Ministry of Justice,HMCTS,23-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,THAMES VALLEY POLICE,2048082,"£39,210.00",Maidenhead MC - Thames Valley Police (receipts and payments section) - Building and electrical works to create independent car park,OX5 2YS,,,0,Programme
Ministry of Justice,HMCTS,01-May-12,532000-Tangible GBV - Additions,AT899-HQ - ICT,LOGICA UK LTD,2019302,"£38,681.00",L-R-2176-05 Libra SAT Service Transition to Logica - Environment,CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2054950,"£38,000.09",Blackpool County Court - Carry out entrance porch works all as per agreed specification,CIS-WR12 7LJ,,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,EZ999-Wales Region,HENSTAFF CONSTRUCTION LTD,2044184,"£31,169.59",CIS Labour - Carmarthen Office - Henstaff Construction Ltd - Move Probate and office staff to MOTO with WAG,CIS-CF10 5AE,,,0,Programme
Ministry of Justice,HMCTS,16-May-12,532000-Tangible GBV - Additions,HZ999-North East Region,SCHINDLER LTD,2039106,"£30,282.71","Newcastle upon Tyne CCC - Replacement of 3 no Scenic Lifts			",CIS-TW16 6QT,,,0,Programme
Ministry of Justice,HMCTS,04-May-12,532000-Tangible GBV - Additions,HZ999-North East Region,SCHINDLER LTD,2025565,"£30,282.71","Newcastle upon Tyne CCC - Replacement of 3 no Scenic Lifts			",CIS-TW16 6QT,,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2044107,"£30,226.20","Preston Crown Court, Sessions House - Supply and installation of 6 x no. cell doors and associated works.  Contract no. MW/HMCS/2011-2012/19 refers",CIS-WR12 7LJ,,,0,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2031995,"£29,775.50",CIS Labour - Lincoln Crown - Mitie Technical - Supply and Installation of Access Control System on back of term contract,CIS-PO1 9DB,,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2044107,"£29,012.43","Preston Magistrates Court - Supply, install and commission a comfort cooling/heating system.  Contract no. MW/HMCS/2011-2012/15 refers",CIS-WR12 7LJ,,,0,Programme
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,2044110,"£28,085.45",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,,,F081,Programme
Ministry of Justice,HMCTS,16-May-12,532000-Tangible GBV - Additions,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,2037714,"£28,000.00",A-S-2557-01-v02 Atos resources to rollout DARTS,WV10 6UH,,,B319,Programme
Ministry of Justice,HMCTS,18-May-12,532000-Tangible GBV - Additions,BZ999-London Region,EC HARRIS LLP,2040235,"£27,844.07",Royal Courts of Justice - EC Harris LLP - Project management fees for the enhancement of the existing fire alarm system,M60 3NT,,,0,Programme
Ministry of Justice,HMCTS,11-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2031995,"£26,887.00",CIS Labour - Custody Interview Rooms (on back of term contract) -MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Cannock Mags,CIS-PO1 9DB,,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,AT899-HQ - ICT,LOGICA UK LTD,2055046,"£26,280.00",L-R-3064-01 (RFC3064) Libra Diary Changes,CF31 9AP,,,0,Admin
Ministry of Justice,HMCTS,22-May-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2044107,"£25,829.89",Liverpool Civil & Family Justice Centre - Install AHU in comms room and install fire safety glazing and partitions,CIS-WR12 7LJ,,,0,Programme
Ministry of Justice,HMCTS,08-May-12,532000-Tangible GBV - Additions,CZ999-South East Region,BASTION SECURITY INSTALLATIONS,2026010,"£25,378.00",CIS Labour - Chatham MC- Bastion Security Installations - installation of secure docks and sound enhancement system,CIS-NE10 8YF,,,0,Programme
Ministry of Justice,HMCTS,30-May-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,EC HARRIS LLP,2054917,"£25,000.00","Birmingham Mags - EC Harris - Management Fee - Fire Safety, Lifts, AHU's, CCTV, Electrical, Custody Works, Emergency Lighting",M60 3NT,,,0,Programme
