Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Contract Number,Project Code
,,10/02/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-513879-85853," 48,836 ",HTA Commissioned Research,,
,,10/02/2014,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-513880-85845," 25,000 ",Reviews Infrastructure (Existing),,
,,10/02/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-513882-85849," 30,723 ",HS & DR,,
,,10/02/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-513885-85847," 36,620 ",HS & DR,,
,,10/02/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-513887-85846," 53,289 ",HTA Researcher Lead,,
,,10/02/2014,Research & development,DG: RDD,WELLCOME TRUST TRADING LTD,VCS,NW1 2BE,ERS-513895-85856," 2,051,148 ",Health Innovation Challlenge Fund,,
,,11/02/2014,Recharges,DG: GOAD,NHS PROPERTY SERVICES LTD,PUBLIC,WF3 1WE,48314229," 54,200 ",,,
,,11/02/2014,IT minor costs non capital,DG: PHD,PUBLIC HEALTH ENGLAND PHE033,PUBLIC,SW1W 9SZ,6055795," 240,000 ",Develop of mapping for the Data Capture System for HCAI,,
,,11/02/2014,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,PUBLIC,DE55 4QJ,9044000030," 3,679,956 ",NHS Supply Chain - SFVS Distributor funding 2013/14,,
,,11/02/2014,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126615," 53,345 ",MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,,
,,11/02/2014,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126655," 21,722 ",MRM - Nursery Milk Reimbursement Unit -  contract extension 01/02/13 to 31/01/14,13815,
,,11/02/2014,Research & development,DG: RDD,KLEIJNEN SYSTEMATIC REVIEWS LTD,SME,YO19 6FD,A00604," 25,000 ",Reviews Infrastructure (Existing),,
,,11/02/2014,Revenue Grants to non-profit institutions,DG: PHD,NHS CONFEDERATION,PUBLIC,LS10 1JR,ERS-513955-85881," 50,000 ",NHS Confederation - project: NHS 2012 Legacy for Physical Activity and Sport,,
,,11/02/2014,Research & development,DG: RDD,PROYKUMA TECHNOLOGIES LTD,SME,L3 5TF,PK004-2013," 27,234 ",Invention for Innovation,,
,,11/02/2014,Outsourcing Contract,DG: SCLGCP,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,WC1H 8AG,TSIB264," 92,782 ",Futurebuilders England - Contract Extension Year 2 - 1/6/13 - 31/5/14 - Management Fee Costs,,
,,11/02/2014,Revenue Grants to non-profit institutions,DG: GOAD,CHILD MIGRANT TRUST (CMT),VCS,NG2 7PW,ERS-513957-85901," 172,000 ",2013/026 Child Migrant Trust - project: Family Restoration Fund - policy grant ,,
,,12/02/2014,Addition Clearing - SW LIC,DG: GOAD,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,1210007228," 45,245 ",Capital: LSP NME - Hull & East Yorks Trust - F/Y 2013/14  STAF & LC costs for Lorenzo deployment,,
,,12/02/2014,Service charge,DG: GOAD,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,1210007228," 58,987 ",Revenue: LSP NME - Hull & East Yorks Trust - F/Y 2013/14  STAF & LC costs for Lorenzo deployment,,
,,12/02/2014,ENDPBs Admin Revenue Grant in Aid,DG: ERD,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),PUBLIC,WC2N 5HR,DH055," 250,000 ",PSA Grant-In-Aid Revenue Cash Drawdown 2013/14 (Additional),,
,,12/02/2014,Professional fees,DG: SCLGCP,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,S0512573," 56,553 ",Fees for Section 12 MH management Contract 2013-14,,
,,12/02/2014,Storage costs,DG: SFNHS,SANOFI AVENTIS,,,4700000350, 0 ,,,
,,12/02/2014,Storage costs,DG: SFNHS,SANOFI AVENTIS,,,4700000350," 132,080 ",,,
,,12/02/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-326," 2,570,514 ",Airwaves - Core Service Charges,,
,,12/02/2014,Service charge,DG: GOAD,DATAPHARM COMMUNICATIONS LTD,SME,KT227AX,10849," 35,339 ",Revenue: DataPharm- Choices - Medicines guide data licensed drugs uses and information,,
,,12/02/2014,Service charge,DG: GOAD,DATAPHARM COMMUNICATIONS LTD,SME,KT227AX,10849," 64,000 ",Revenue: Choices DataPharm - Medicines guide data listing uk licenced drugs uses and information,,
,,12/02/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,SME,LS1 2TW,11013," 50,503 ",Capital: Spine 2 - CCN BJSS increase in contract value,,
,,12/02/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,SME,LS1 2TW,11014," 61,876 ",Capital: Spine 2 - CCN BJSS increase in contract value,,
,,12/02/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584151231," 209,713 ",Migrate Commercial Medicines Unit to IMS3,,
,,12/02/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584151247," 63,876 ",NHS England - Tranche 2,,
,,12/02/2014,Service charge,DG: GOAD,BAZIAN LTD,SME,E14 4QW,733-6," 27,885 ","Revenue: Choices - Bazian- Research and delivery of evidence based media response ""Behind the Headlines""",,
,,12/02/2014,Service charge,DG: GOAD,MASTEK UK LTD,LARGE,RG1 8BW,90331873," 263,448 ",Revenue: Mastek - For the costs of the user stories and the releases delivered for the period up to 31/3/2014 (approx 50% of ther total contract value),,
,,12/02/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,SME,B1 2RA,INV11502," 134,144 ",Fund Management of the Health & Social Care Volunteering Fund,,
,,12/02/2014,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90189942," 964,831 ",Information Systems,,
,,12/02/2014,Outsourcing Contract,DG: SFNHS,HARINGEY ADVISORY GROUP ON ALCOHOL,SME,N15 6HR,507," 86,510 ",SBRI Development  Funding - Behaviour Change,,
,,12/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL MENCAP SOCIETY,VCS,EC1Y 0RT,ERS-514036-85921," 124,854 ",2012-13 IESD AIMs ref 1757309 Royal Mencap Society - project- Parents Pioneers (on AIMS known as Eleven Hundreds)- improving health and wellbeing outcomes for children and families living with parental disability,,
,,13/02/2014,Other Admin expenditure,DG: GOAD,GLOUCESTERSHIRE CARE SERVICES NHS TRUST,PUBLIC,GL3 4AW,ABHB PAYMENTS," 132,988 ",,,
,,13/02/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-514105-85943," 20,775 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-514105-85943," 11,363 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-514106-85996," 83,329 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-514106-85996," 145,927 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-514106-85996," 109,290 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,PUBLIC,B13 8JL,ERS-514107-85995," 33,863 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-514109-85942," 40,079 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-514110-85977," 38,525 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-514110-85977," 54,545 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-514112-85946," 197,255 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-514112-85946," 83,333 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-514112-85946," 2,022,412 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-514112-85946," 464,108 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-514114-85966," 166,600 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-514115-85993," 59,767 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-514116-85974," 97,231 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-514116-85974," 91,667 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-514116-85974," 100,000 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-514117-85962," 164,417 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-514117-85962," 39,089 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-514118-85958," 164,591 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-514118-85958," 642,690 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-514119-85951," 271,724 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-514119-85951," 1,036,674 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-514119-85951," 102,604 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-514120-85979," 197,927 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-514120-85979," 486,503 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-514120-85979," 1,934,031 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-514125-85963," 130,544 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-514125-85963," 112,276 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-514125-85963, 510 ,CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-514129-85992," 60,217 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-514130-85959," 89,481 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-514130-85959," 503,767 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-514130-85959," 98,109 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-514132-85991," 107,347 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,PUBLIC,CB2 8FH,ERS-514133-85997," 44,160 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-514141-85954," 49,392 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-514142-85973," 56,443 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-514147-85976," 119,900 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-514147-85976," 104,288 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-514147-85976," 121,090 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-514148-85948," 70,012 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 2GX,ERS-514150-85957," 85,037 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 2GX,ERS-514150-85957," 83,300 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-514152-85969," 451,391 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-514152-85969," 186,635 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-514152-85969," 1,869,265 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-514152-85969," 67,969 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-514154-85967," 113,386 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-514154-85967," 172,062 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-514154-85967," 249,445 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-514155-85947," 72,437 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-514155-85947," 104,333 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-514155-85947," 163,800 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-514156-85961," 44,709 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-514156-85961," 109,384 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-514157-85956," 60,344 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-514157-85956," 106,826 ",Quality and Safety Research Centres,,
,,13/02/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-514157-85956," 155,460 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-514158-85950," 163,813 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-514158-85950," 51,383 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-514158-85950," 107,065 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-514159-85971," 332,814 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-514159-85971," 942,482 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-514159-85971," 86,151 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-514161-85944," 20,357 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-514161-85944," 81,818 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-514162-85968," 72,727 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-514162-85968," 83,333 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-514162-85968," 364,569 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-514162-85968," 158,012 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-514163-85960," 241,609 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-514163-85960," 1,068,729 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-514163-85960," 53,615 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-514164-85965," 499,297 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-514164-85965," 1,796,801 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-514164-85965," 100,000 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-514164-85965," 83,333 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-514166-85964," 109,362 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-514166-85964," 165,929 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-514166-85964," 420,615 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-514166-85964," 125,203 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-514166-85964," 5,000 ",Research for Patient Benefit,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-514167-85955," 55,865 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-514167-85955," 45,455 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-514168-85949," 77,515 ",CLAHRCs,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-514168-85949," 168,076 ",CRFs - CRII,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-514168-85949," 166,667 ",Bio-Medical Centres,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-514168-85949," 121,910 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-514168-85949," 105,503 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-514169-85941," 56,170 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-514169-85941," 88,641 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-514169-85941," 57,141 ",Programme Grants for NHS Trusts,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-514170-85953," 39,846 ",Research Capability Funding,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-514171-85975," 126,799 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-514171-85975," 190,041 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-514171-85975," 83,333 ",Biomedical Units,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-514171-85975," 135,841 ",Research Capability Funding,,
,,13/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE O'CONNOR GATEWAY TRUST,VCS,DE14 1BX,ERS-514185-86021," 88,000 ","IESD 2013-14, AIMS 2574599, The O'Connor Gateway Trust: Recovery Partnership Festival",,
,,13/02/2014,Research & development,DG: RDD,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-514214-86043," 37,248 ",Programme Grants for NHS Trusts,,
,,13/02/2014,Addition Clearing - SW LIC,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,442246," 80,201 ",Capital: NHS Mail Core Contract Capacity Enhancement up to  March 31st 2014,,
,,13/02/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-514108-85980," 78,879 ",Clinician Scientist Awards,,
,,13/02/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-514113-85982," 140,439 ",HTA Researcher Lead,,
,,13/02/2014,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-514122-85984," 29,019 ",NIHR Fellowships,,
,,13/02/2014,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-514126-85986," 34,139 ",NIHR Fellowships,,
,,13/02/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-514131-85988," 290,547 ",EME - ( NETSCC ),,
