Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53997,26.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53997,40.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53997,69.45,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Rail Travel Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53998,6.69,BLG Devolved Admin-Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53998,5.40,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53998,10.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53999,10.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53999,24.26,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Taxi Services Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",53999,12.23,BLG Devolved Admin-Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54000,21.58,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54000,30.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54001,122.40,E&M Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54001,1.68,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54001,2.99,E&M Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",54002,9.35,E&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Rail Travel UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",54002,15.10,E&S Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Additions - Other Loans - Public Corporations,Shareholder Executive - Corporate Finance Practice,POST OFFICE LTD C/O ROYAL MAIL,54036,50000000.00,POL: Voted Loans-Additions - Other Loans - Public Corporations,S49 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54043,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Advertising,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,54044,1344.00,Corporate Presentation-Advertising,DL1 PHN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54045,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54046,2868.78,BLG Devolved Admin-Hire of Agency Staff,DL1 PHN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54049,297.92,BLG Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54049,5152.73,BLG Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Postage,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54059,62.00,BLG Devolved Admin-Postage,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Postage,Finance & Commercial Group - Information and Technology Directorate,ROYAL MAIL GROUP LTD T/A ROYAL MAIL,54066,4037.23,F&C Devolved Admin-Postage,S49 1HQ,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,VISIONIST LTD,54070,246.43,F&C Devolved Admin-Other IT Consultancy,BH31 7PB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,VISIONIST LTD,54072,19390.50,F&C Devolved Admin-Other IT Consultancy,BH31 7PB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other IT Consultancy,Finance & Commercial Group - Modernisation Fund and Shared Services,VISIONIST LTD,54074,15012.00,F&C Devolved Admin-Other IT Consultancy,BH31 7PB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/08/2014,Travel Booking,Knowledge & Innovation Group - International Knowledge and Innovation,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,54080,-18000.00,Science and Innovation Network (GPF and Conference)-Travel Booking,SN2 1FF,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/08/2014,Travel Booking,Knowledge & Innovation Group - International Knowledge and Innovation,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,54080,36000.00,Science and Innovation Network (GPF and Conference)-Travel Booking,SN2 1FF,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Central Telecommunications Services,Finance & Commercial Group - Finance Group,DAISY COMMUNICATIONS LTD,54087,37.98,F&C Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Current Grants To Central Government,Business & Local Growth - Digital Economy Unit,GOVERNMENT COMMUNICATIONS HEADQUARTERS(GCHQ),54088,121578.00,Web: Cabinet Office Funding-Current Grants To Central Government,GL51 0EX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Consultancy Expenditure,Enterprise & Skills Group - Vocational Education Directorate,JG ADVISERS LTD,54089,2400.00,Quality Improvement Reform-Consultancy Expenditure,TQ6 9RL,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Computer Consumables,People & Strategy - Human Resources,CANON (UK) LTD,54090,58.93,P&S Non Devolved Admin-Computer Consumables,RH2 8BF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Computer Consumables,People & Strategy - Human Resources,CANON (UK) LTD,54094,58.93,P&S Non Devolved Admin-Computer Consumables,RH2 8BF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Research and Development Expenditure,Government Office for Science -  Government Office for Science,THE BUSINESS OF CITIES LTD,54096,5250.00,Foresight: Cities-Research and Development Expenditure,N14 7DG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Maintenance of IT Equipment,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,54097,49.92,F&C Devolved Admin-Maintenance of IT Equipment,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Standard Desktop Plus Services,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,54097,8.32,E&M Devolved Admin-Standard Desktop Plus Services,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Telecoms,Finance & Commercial Group - Information and Technology Directorate,DAISY COMMUNICATIONS LTD,54098,131.04,E&M Devolved Admin-Telecoms,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Economic Consultancy & Research,Shareholder Executive - British Business Bank,SQW LTD T/A SQW CONSULTING,54099,21875.20,Start Up Loans-Economic Consultancy & Research,NW1 1JD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Telecoms,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",DAISY COMMUNICATIONS LTD,54100,66.77,Innovation Space: Facilitator-Telecoms,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,HR Consultancy,People & Strategy - Human Resources,ABILITYNET,54101,2000.00,P&S Devolved Admin-HR Consultancy,RG6 1WG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Professional Training,People & Strategy - Communications Directorate,MILLBANK MEDIA LTD,54102,500.00,P&S Devolved Admin-Professional Training,SW1P 3JA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Printing,People & Strategy - Communications Directorate,JONES YARRELL LEADENHALL,54103,618.34,P&S Devolved Admin-Printing,E3 3JG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Consultancy Expenditure,Enterprise & Skills Group - Vocational Education Directorate,JG ADVISERS LTD,54104,3600.00,Quality Improvement Reform-Consultancy Expenditure,TQ6 9RL,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Printing,People & Strategy - Communications Directorate,JONES YARRELL LEADENHALL,54105,589.28,P&S Devolved Admin-Printing,E3 3JG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Other Staff Welfare Costs,People & Strategy - Human Resources,RIGHT CORECARE LTD T/A RIGHT MANAGEMENT WORKPLACE WELLNESS,54106,924.11,P&S Devolved Admin-Other Staff Welfare Costs,EC4N 7BE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Taxi Services,People & Strategy - Communications Directorate,ADDISON LEE plc,54107,39.30,P&S Devolved Admin-Taxi Services,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Taxi Services,People & Strategy - Communications Directorate,ADDISON LEE plc,54108,27.45,P&S Devolved Admin-Taxi Services,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/08/2014,Learning and Dev - CS Skills,Government Office for Science -  Government Office for Science,CAPITA BUSINESS SERVICES LTD,54109,272.00,Other Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,QUESTMARK LTD,54110,474.00,F&C Devolved Admin-Central Telecommunications Services,NG10 4LS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Consultancy Expenditure,Enterprise & Skills Group - Vocational Education Directorate,MALCOLM COOPER ASSOCIATES LTD T/A MCA COOPER ASSOCIATES,54111,2400.00,Quality Improvement Reform-Consultancy Expenditure,S9 4WG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Current Grants To Private Sector - NPISH,Business & Local Growth - Regional Growth,WAVE HUB LTD,54112,129233.36,EX RDA Portfolio Management Office-Current Grants To Private Sector - NPISH,TR27 4HH,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Economic Consultancy & Research,Economics & Markets - Consumer and Competition Policy,HOGARTH CHAMBERS SERVICES LTD,54113,3478.75,BLG Devolved Admin-Economic Consultancy & Research,WC2A 3RJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Consultancy Expenditure,Enterprise & Skills Group - Vocational Education Directorate,FORRESTER-WALKER CONSULTING LTD,54115,2200.00,Quality Improvement Reform-Consultancy Expenditure,WR14 3EF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Hire of Agency Staff,Finance & Commercial Group - Internal Audit,ADECCO UK LTD,54119,857.09,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,54120,700.43,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2014,Taxi Services,People & Strategy - Communications Directorate,LEWIS TAXIS (COV) LTD,54121,66.00,P&S Devolved Admin-Taxi Services,CV6 5AJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CLUB 24 LTD t/a VENTURA,54123,100.07,Student Support: Debt Sale Utilisation-Utilisation of Provisions - Subsidies to Private Sector - Companies,LS2 8AE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,HONOURS TRUSTEES LTD,54124,441612.19,Student Support: Debt Sale Utilisation-Utilisation of Provisions - Subsidies to Private Sector - Companies,LS2 8AE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2014,Financial Advice and Services,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,PRICEWATERHOUSECOOPERS LLP,54126,496165.00,Management Costs ICR Monetisation-Financial Advice and Services,SE1 2RD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2014,Financial Advice and Services,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,PRICEWATERHOUSECOOPERS LLP,54127,135575.00,Management Costs ICR Monetisation-Financial Advice and Services,SE1 2RD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,54148,1078.91,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,54151,887.36,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,54152,922.92,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,ADECCO UK LTD,54154,826.64,ShEx Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,ADECCO UK LTD,54155,483.76,ShEx Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,ADECCO UK LTD,54156,933.89,ShEx Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,ADECCO UK LTD,54158,687.42,ShEx Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,ADECCO UK LTD,54159,917.11,ShEx Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Recruitment Advice and Services,Economics & Markets - International Trade & Export Control,ADECCO UK LTD,54161,331.60,BLG Devolved Admin-Recruitment Advice and Services,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Consultancy Expenditure,Economics & Markets - Labour Market,GATENBY SANDERSON LTD,54169,19539.00,BLG Devolved Admin-Consultancy Expenditure,EC2A 2AW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Strategy Consultancy,Shareholder Executive - British Business Bank,SAXTON BAMPFYLDE HEVER LTD,54172,6000.00,ShEx Devolved Admin-Strategy Consultancy,GU1 4HD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2014,Other Training Costs,Knowledge & Innovation Group - Research Base,THE SCIENCE TECHNOLOGY ENGINEERING & MEDICINE PUBLIC RELATIONS ASSOCIATION (STEMPRA),54173,6300.00,Science & Society: Science and Media-Other Training Costs,SW7 2AZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Local Growth - Advanced Manufacturing Services,ASONS SOLICITORS LTD,54174,829.87,AMD: Vosper Gap- British Shipbuilders-Utilisation of Provisions - Purchase of Goods & Services - Other,BL1 2AX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Criminal Law and Prosecution Work,Legal Services - Legal Services,ANNA WILKINSON,54175,314.12,Prosecution Counsel's Fees-Criminal Law and Prosecution Work,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Criminal Law and Prosecution Work,Legal Services - Legal Services,TOM GENT,54177,314.12,Prosecution Counsel's Fees-Criminal Law and Prosecution Work,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Business & Local Growth - Digital Economy Unit,CAPITA RESOURCING LTD,54181,3645.60,ShEx Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54182,2550.00,BLG Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,54183,1366.22,P&S Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,CAPITA RESOURCING LTD,54184,2868.78,BLG Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54185,4.99,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54185,5.60,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54186,59.40,E&M Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54186,111.39,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hotel & Accommodation Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54187,539.32,E&M Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54187,50.00,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",54188,101.00,Other Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",54189,47.00,Other Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,People & Strategy - Communications Directorate,"Personal Expense, Name Witheld",54190,18.90,P&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54191,1.80,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54191,2.39,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54191,2.10,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54191,6.00,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Rail Travel Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54192,6.24,E&M Devolved Admin-Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54192,4.71,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54192,10.00,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54192,13.60,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54192,14.98,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Air Travel UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,122.98,K&I Devolved Admin-Air Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,11.25,K&I Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,5.00,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Rail Travel UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,6.75,K&I Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,5.00,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,10.64,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54193,8.00,K&I Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Air Travel UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,101.98,K&I Devolved Admin-Air Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hotel & Accommodation UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,53.00,K&I Devolved Admin-Hotel & Accommodation UK,SW1H 0ET,EMPLOYEE
