Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CAPITA SECURE INFORMATION SOLUTIONS LTD,1093433,"190,788.00",Oasys Support 2012-2013,DL1 9HN,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"191,944.77",Steria ICT Other (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1094958,"206,393.27",SM-SMXi CJS Secure E-mail Managed Service (Schedule),MK3 5JP,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1094996,"226,425.30",FJS Operations - Other + Discount & Gain Share   Managed Service (Schedule),WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"230,962.36",HP NICTS Security (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,11-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1093669,"233,275.43",CJSE - Base Support(Fixed) (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1093804,"305,326.00",This PO is for the services of the IA Managed Service. For the period October 2012 onwards.   It relates to Re-chargeable costs (Schedule),GU2 7YP,0,Admin
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"314,928.00",ICT Service Desk (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"314,928.00",ICT Service Desk (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"327,127.65",HP ICT Desktops (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095027,"327,127.65",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"391,473.38",HP NICTS SIAM (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"395,165.58",HP NICTS General (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095047,"400,647.12",FY12-13 Inflationary increases Jan 13,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1092923,"402,178.00",ICT Hosting (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"440,993.59",Steria ICT Hosting (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"582,113.40",HP NICTS Network Services (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1094116,"604,480.40",HP NICTS Telephony (NON VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"628,122.50",ICT Desktops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"653,696.50",ICT Desktops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"682,259.26",HP NICTS Hosting (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"941,467.31",Steria ICT Network Services (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094936,"1,162,912.15",ICT Network Services (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1092831,"1,204,090.05",ICT Network Services (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1093854,"1,257,679.82",HP NICTS App Maint & Supp (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"1,461,729.23",Steria ICT Desktops (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"1,580,422.32",ICT Hosting (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1094116,"1,611,503.45",HP NICTS EUC (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1092923,"1,650,337.65",ICT App Maint & Supp (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095027,"2,851,546.68",HP ICT Telephony (NON VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,26-Feb-13,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1094903,"79,190.00",CR-0139 - This is a continuation of the e-studio's provision built in BAFO and CR-012. These provisions have now expired so extension required due to service delivery gaps outside steria's direct responsibility.,M14 0WN,0,Admin
Ministry of Justice,MoJ HQ,28-Feb-13,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1095134,"25,266.51",MoJ HQ Vodafone Mobiles - FY 12-13,RG14 5FF,0,Admin
Ministry of Justice,MoJ HQ,18-Feb-13,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1094035,"470,688.04",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,07-Feb-13,266000-Judicial Costs,LZ600-Transforming Justice,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1093342,"77,584.00",Legal publications for the judiciary and courts,SP10 9AG,0,Admin
Ministry of Justice,MoJ HQ,07-Feb-13,266000-Judicial Costs,LZ600-Transforming Justice,JORDAN PUBLISHING LTD,1093179,"118,014.00",Legal publications for the judiciary and courts,BS1 6JS,0,Admin
Ministry of Justice,MoJ HQ,26-Feb-13,266000-Judicial Costs,LZ600-Transforming Justice,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1094910,"485,674.72",Legal publications for the judiciary and courts,SP10 9AG,0,Admin
Ministry of Justice,MoJ HQ,28-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2728,"10,686,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2708,"12,832,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2678,"13,868,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2678,"16,032,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2728,"16,630,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2708,"17,293,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,07-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2642,"30,316,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,07-Feb-13,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2642,"42,155,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094144,"28,545.28","CCN-3685-01  Secure Data Transfer-HMCTS 246 Civil Num. + Secure Data CCN-3685-01 re Strategic solution for existing secure data transfer arrangements used by bulk customers-One Off Charge						 							",CF31 9AP,E184,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094144,"32,576.75","CCN-3684-01  Registration and Authentication-HMCTS 203 Process Possession Claims CCN-3684-01 re re-use existing MCOL & other components to provide a single R&A service for HMCTS-One Off Charge						 							",CF31 9AP,E182,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094144,"36,205.86","CCN-3685-01  Secure Data Transfer-HMCTS 246 Civil Num. + Secure Data CCN-3685-01 re Strategic solution for existing secure data transfer arrangements used by bulk customers-One Off Charge						 							",CF31 9AP,E184,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094144,"36,849.54","CCN-3684-01  Registration and Authentication-HMCTS 203 Process Possession Claims CCN-3684-01 re re-use existing MCOL & other components to provide a single R&A service for HMCTS-One Off Charge						 							",CF31 9AP,E182,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094144,"39,034.36","CCN-3685-01  Secure Data Transfer-HMCTS 246 Civil Num. + Secure Data CCN-3685-01 re Strategic solution for existing secure data transfer arrangements used by bulk customers-One Off Charge						 							",CF31 9AP,E184,Programme
Ministry of Justice,MoJ HQ,04-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1092899,"39,924.80",PB508 - HP Project Implementation Costs - Replaces PO 10000024857,RG12 1HN,E148,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095047,"52,973.47","CCN-3686-01 - HMCTS on-line interface programme work (CPE)-HMCTS 249 MCOL and PCOL Remediation CCN-3686-01 re HOLI: Overarching solution for changes to existing system components to deliver HCMTS on-line services-One Off ch						 							",CF31 9AP,E185,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1094144,"56,553.86","CCN-3684-01  Registration and Authentication-HMCTS 203 Process Possession Claims CCN-3684-01 re re-use existing MCOL & other components to provide a single R&A service for HMCTS-One Off Charge						 							",CF31 9AP,E182,Programme
Ministry of Justice,MoJ HQ,13-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,HOME OFFICE,2672,"62,006.73","PB508 Testing Services for Project Mercury under the Framework MoU between MoJ and Home Office IT						 							",NP20 9BB,E148,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095047,"72,279.78","CCN-3686-01 - HMCTS on-line interface programme work (CPE)-HMCTS 249 MCOL and PCOL Remediation CCN-3686-01 re HOLI: Overarching solution for changes to existing system components to deliver HCMTS on-line services-One Off ch						 							",CF31 9AP,E185,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"86,483.33",Lotus Notes (RFS 97044) (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,28-Feb-13,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095047,"94,828.27","CCN-3686-01 - HMCTS on-line interface programme work (CPE)-HMCTS 249 MCOL and PCOL Remediation CCN-3686-01 re HOLI: Overarching solution for changes to existing system components to deliver HCMTS on-line services-One Off ch						 							",CF31 9AP,E185,Programme
Ministry of Justice,MoJ HQ,14-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1093885,"30,107.00","CCN L-R-3610-01 CREST EL Full Project Delivery - Logica Direct Costs						 							",CF31 9AP,E001,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094631,"32,227.00","CCN A-R-03478-03	CREST EL Full Project Delivery - Third Party Services						 						",WV10 6UH,E001,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"48,566.16",PQ108 - OMNI-T Capital Expenditure FY1112,M14 0WN,E012,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094631,"107,175.00","CCN A-R-03478-03	CREST EL Full Project Delivery - Atos Direct Costs						 						",WV10 6UH,E001,Programme
Ministry of Justice,MoJ HQ,07-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1093021,"108,994.62","A-R-01986-21-V03 - LSC Further IDP Implementation Resources 2012						",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,25-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1094792,"116,531.94",RFS 111878 v.3.0 and ER01 against this proposal - Support for deploy Citrix and Cisco hardware (ongoing charges),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094299,"125,729.11","A-R-01986-21-V03 - LSC Further IDP Implementation Resources 2012						",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,18-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094035,"159,111.00",CCN A-S-3659-01 - HQ288-02 LSC RI/SE CCN 03659-01 POD & Recovery Island Network Infrastructure,WV10 6UH,E210,Programme
Ministry of Justice,MoJ HQ,21-Feb-13,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1094299,"182,165.89","A-R-01986-21-V03 - LSC Further IDP Implementation Resources 2012						",WV10 6UH,0,Programme
Ministry of Justice,HMCTS,04-Feb-13,221000-Property Rent and Rates,CZ999-South East Region,HOME OFFICE,1937,"15,870.46",Yarlswood AIT - Rates,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,04-Feb-13,221000-Property Rent and Rates,CZ999-South East Region,HOME OFFICE,1937,"90,633.96",Yarlswood AIT - Rent,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,22-Feb-13,221000-Property Rent and Rates,BZ999-London Region,OFFICE OF FAIR TRADING,1982,"46,864.00",Quarterly rates for RPTS,EC4Y 8JX,0,Programme
Ministry of Justice,HMCTS,22-Feb-13,221000-Property Rent and Rates,BZ999-London Region,OFFICE OF FAIR TRADING,1982,"150,264.00",Quarterly rent for RPTS,EC4Y 8JX,0,Programme
Ministry of Justice,HMCTS,01-Feb-13,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2328817,628,Disposals,BS99 7UR,0,Programme
Ministry of Justice,HMCTS,01-Feb-13,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2328817,"52,891.00",Disposals,BS99 7UR,0,Programme
Ministry of Justice,HMCTS,01-Feb-13,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2328817,16,Disposals,BS99 7UR,0,Programme
Ministry of Justice,HMCTS,01-Feb-13,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2328817,"34,085.44",Disposals,BS99 7UR,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2332341,"53,000.46",CIS Labour - Various Midland Courts - Mitie Technical - Reactive maintenance works,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,01-Feb-13,222001-Maintenance,AG999-HQ - Estates,VALUATION OFFICE AGENCY,1932,"42,427.00",VOA,W1D 5BU,0,Programme
Ministry of Justice,HMCTS,01-Feb-13,222001-Maintenance,AG999-HQ - Estates,VALUATION OFFICE AGENCY,1933,"42,427.00",VOA,W1D 5BU,0,Programme
Ministry of Justice,HMCTS,08-Feb-13,222001-Maintenance,BZ999-London Region,PROPERTY PARTNERS T/A RESIDENTIAL PARTNERS,2339019,"29,873.74",External work at Central London CJC,W1J 8PD,0,Programme
Ministry of Justice,HMCTS,15-Feb-13,222001-Maintenance,FZ999-Midlands Region,DH FATHERS LTD,2347104,"27,407.46",Birmingham Magistrates' - DH Fathers - Asbestos Works - Strip out & make good Court 4 - Principle Contractor,CIS-NG16 3SU,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222001-Maintenance,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2356476,"26,075.90",Knutsford Crown Court - Carry out asbestos abatement works all as set out in the revised quotation.  Order valued includes G4S oh&p ex vat.  Our task order instruction number TO-NW-OCT12-482 also refers,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,04-Feb-13,222002-Other Property Costs,CZ999-South East Region,HOME OFFICE,1937,"102,270.70",Yarlswood AIT - Service Charge,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222002-Other Property Costs,FZ999-Midlands Region,DTZ DEBENHAM TIE LEUNG,2332039,"28,214.42",Cambridge AS Quarter 3 Service Charge ,B4 6AJ-DEFRA,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1984,"41,932.98",PRIME FUP costs for Tribunal sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1984,"747,488.60",PRIME variable costs for Tribunal sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1985,"746,413.03",PRIME FUP costs for Tribunal sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1985,"136,391.30",Monthly rates for Tribunals sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1987,"48,108.49",Monthly accommodation charge for Tribunals sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1988,"24,503.30",Monthly utilities charge for Tribunals sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,25-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1988,"750,082.14",Monthly accommodation charge for Tribunals sites,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,22-Feb-13,222002-Other Property Costs,BZ999-London Region,OFFICE OF FAIR TRADING,1982,"52,700.00",Quarterly service charge for RPTS,EC4Y 8JX,0,Programme
Ministry of Justice,HMCTS,20-Feb-13,222002-Other Property Costs,AG999-HQ - Estates,RS & SM JAMES,2353729,"28,500.00",Stafford Judges' Lodgings Hirings -Keepers Lodge - Hirings Accomodation 2012/13,ST18 0BA,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2332340,"157,249.01",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2332340,"70,334.33",Waste Disposal,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2332340,"385,272.03",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2332340,"13,478.28",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2332340,"2,114.27",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2349883,"30,603.30",Waltham Forest Magistrates' - Mitie Justice - 0073-S-WORKS/FM-SW-RFI - Repairs to the main front roof & resurfacing,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,"326,325.75",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,"38,445.35",Waste Disposal,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,"583,209.61",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,"17,796.93",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,"4,574.99",Pest and Vermin Control,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2349883,"23,229.92","Repair and Maintenance 	",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2349883,"15,464.59",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2349883,"18,131.88",Grounds Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2349883,"132,859.92","Repair and Maintenance 	",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2349883,"45,165.60",Repair and Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2349883,"27,940.86",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2349883,"15,636.36",Grounds Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,19-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2349883,"339,847.53",Repair and Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,20-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2352766,"148,336.26",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,20-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2352766,"70,565.44",Waste Disposal,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,20-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2352766,"391,603.48",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,20-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2352766,"12,939.08",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,20-Feb-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2352766,"2,295.52",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,"15,309.55",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,26-Feb-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2358014,126,Catering - Lease Contracts,CIS-BS16 7FH,0,Programme
