EA FEB 2012 - >£25k Payments report ,,,,,,,,,,,
Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure type
02-Feb-12,Construction,National Enforcement Service,Post Office Ltd,1038568,30193.06,Rod Licences and Postage charges.,PE4 5PG,,,,Administration
23-Feb-12,Vehicles,National Estates Manager,Leeds City Council,945479,130235.19,Rates - Park Square Leeds,LS2 8JR,,,,Administration
16-Feb-12,Professional Services Other,National Facilities Manager,Gelder Ltd,1044807,72107.82,Completion of lighting refurbishment for Waterside House,LN1 2DS,,30199819,HOFAC00001,Project
02-Feb-12,ICT,National Facilities Manager,MacWhirter Ltd,1043056,64500,Blandford Office -  supply of Building Service Mechanical and Electrical Services,CF3 2EX,,30052370,HOFAC00001,Project
23-Feb-12,Professional Services Consultancy,National Facilities Manager,Vinci Construction UK Ltd,1038148,37264.54,Ipswich Office - Windows and Roof Project,IP14 1RF,,30199821,HOFAC00001,Project
21-Feb-12,Operational Goods & Services,National Monitoring,University of Hull,1037699,25200,Management of River Esk Fish Tracking Project 1st October 2011 - 31st March 2012,HU6 7RX,,,HOOP000163,Project
14-Feb-12,Construction,National Permitting Service,Jacobs Engineering UK Ltd,1036876,99483.12,Support to the National Permitting service,G2 7HX,,30149972,,Administration
21-Feb-12,Construction,National Permitting Service,Atkins Ltd,1043394,35211.16,Support to the National Permitting service,KT18 5BW,,30148931,,Administration
23-Feb-12,Professional Services Technical Services,NE Capital WiP,Volkerstevin Ltd,1044525,445846.52,Culvert flapping and the rest of the construction works.,EN11 9BX,,30142737,IMNE000616,Project
02-Feb-12,Construction,NE Capital WiP,Volkerstevin Ltd,1034493,428135.2,Todmorden and Lower Walsden flood alleviation scheme - Phase III includes the culvert flapping and construction.,EN11 9BX,,30142737,IMNE000616,Project
21-Feb-12,Vehicles,NE Capital WiP,Black & Veatch Ltd,1029678,173855.44,River Burn fish and eel passage improvements - 2012/2013,RH1 1LQ,,30072271,IMNE000738,Project
21-Feb-12,Vehicles,NE Capital WiP,Volkerstevin Ltd,1045047,115471.68,"Additional works on the Culverts, Recondition project ",EN11 9BX,,30142737,IMNE000197,Project
21-Feb-12,Vehicles,NE Capital WiP,Galliford Try Infrastructure Ltd,1036336,107294.26,"Creation of earthworks for environmental mitigation in Church Pond, Beston Pond and Conneries Pond at Attenborough",LE10 3JF,,30142734,IMNE000646,Project
21-Feb-12,Vehicles,NE Capital WiP,Birse Civils Ltd,1034530,90604.01,Donna Nook Realignment  - Engineering Construction Works National Contractors Framework ,DN18 5BW,,30142670,IMNE000738,Project
23-Feb-12,Vehicles,NE Capital WiP,East Riding Of Yorkshire Council,1042582,80000,Partnership Agreement with East Riding of Yorks Council for Cottingham Raywell Valley Project,HU17 9YR,,,IMNE000116,Project
14-Feb-12,Vehicles,NE Capital WiP,Jackson Civil Engineering Ltd,1044449,68066.53,"Culvert Works #3, Reconditioning (Direct) additional culvert locations have now been instructed to the contractor for ECI investigation.",IP1 5LT,,30142731,IMNE000197,Project
21-Feb-12,Construction,NE Capital WiP,Birse Civils Ltd,1043810,59998,"Birse Civils - Culvert Works 3, Reconditioning programme and additional support. ",DN18 5BW,,30142670,IMNE000197,Project
07-Feb-12,Construction,NE Capital WiP,Esh Construction Ltd,1040891,58217.1,North East Region- Minor Works Framework  - Ulleskelf piles,DH6 5PF,,30204740,IMNE790356,Project
02-Feb-12,Construction,NE Capital WiP,Esh Construction Ltd,1043620,53330.4,North East Region- Minor Works Framework - North Ormesby Beck,DH6 5PF,,30204740,IMNE640060,Project
07-Feb-12,Vehicles,NE Capital WiP,Homes & Comunities Agency,1035668,50000,Avenue Flood Balancing Reservoir - Partnership Agreement contribution to East Midlands Development Agency,NE11 0NA,,,IMNE000709,Project
14-Feb-12,Construction,NE Capital WiP,Esh Construction Ltd,1036534,48314.05,Small works Oxneyfield - North East Region- Minor Works Framework,DH6 5PF,,30204740,IMNE640070,Project
21-Feb-12,Construction,NE Capital WiP,Esh Construction Ltd,1040292,43200,Westland Drain Overpumping,DH6 5PF,,30204740,IMNE000905,Project
16-Feb-12,Professional Services Technical Services,NE Capital WiP,Great Ayton Parish Council,1037556,38451.97,Installation of flood protection measures,TS9 6LD,,,IMNE000113,Project
16-Feb-12,Construction,NE Capital WiP,Byzak Ltd,1044737,34027.44,Wydon Burn Reservoir - Minor Civil Engineering Works,M41 7TG,,30204802,IMNE640081,Project
21-Feb-12,Construction,NE Capital WiP,YSI Hydrodata Ltd,1041116,29196,Purchase of hydro acoustic instruments and all associated equipment,SG6 1FJ,,30282796,IMNE430023,Administration
21-Feb-12,Environmental Services,NE Capital WiP,Mott Macdonald Ltd,1043699,28232.98,"Humber North Bank Mapping Study, to carry out breach modelling in line with original project scope and specification.",LS10 1JR,,30219915,IMNE000861,Project
16-Feb-12,Vehicles,NE Capital WiP,Amco Engineering,1038030,25875.14,Wrenthorpe Park Project work on Fixed plant systems in Dec'11,S75 1HT,,30244069,IMNE000646,Project
09-Feb-12,Construction,NE Capital WiP,Amco Engineering,1038032,25875.14,Fenton Dam. Project work on Fixed plant systems in Dec'11,S75 1HT,,30244069,IMNE000646,Project
02-Feb-12,Construction,NE Capital WiP,Halcrow Group Ltd,1036961,25772.35,Lower Todmorden and Walsden Water flood alleviation scheme - for Site Supervision Provision,SN4 0QD,,30071913,IMNE000616,Project
02-Feb-12,Construction,NE Capital WiP,JBT Waste Services Ltd,1040376,25539.84,"Wyke beck arms, selby road, leeds - Provision of Waste Removal and Disposal Services",NE22 7DG,,30218751,IMNE790172,Administration
24-Feb-12,Environmental Services,NE North East Area Manager,Middlesbrough Council,1043006,38000,Contribution to Ormesby Beck water framework directive partnership project to improve status on two waterbodies. Part of the Environment Programme. 1st Nov 2011 - 31st Mar 2012,TS1 1LY,,,RENE960006,Project
09-Feb-12,Professional Services Technical Services,NE North East Area Manager,Durham Wildlife Trust Ltd,1041513,30000,Delivery of Croxdale Beck Project,DH4 6PU,,,RENE960005,Project
23-Feb-12,Construction,NE North East Area PACS,Durham County Council,1037701,40000,Upland Peat Knowledge Gathering Project 15th Dec 2011-15th Dec 2012,DH1 5UE,,,RENE000187,Project
09-Feb-12,Vehicles,NE Regional Monitoring Manager,YSI Hydrodata Ltd,1044752,177234,Multiparameter water quality meter,SG6 1FJ,,30240451,,Administration
14-Feb-12,Environmental Services,NE Yorkshire Area Manager,Don Catchment Rivers Trust,1041157,30000,Second of 2 payments to Don Catchment Rivers Trust for Project Officers Post,S10 5FR,,,RENE972003,Administration
09-Feb-12,Environmental Services,NE Yorkshire Area Ops Delivery,Convert2Green Ltd,1042220,28432.8,B25 Bio Diesel for Tickton Depot,CW10 0JG,,30287663,FRA08S004 | FRA08S003,Administration
02-Feb-12,Environmental Services,NE Yorkshire Area Ops Delivery,Amco Engineering,1038026,25369.51,North Yorkshire region Project work on Fixed plant systems in Dec'11,S75 1HT,,30244069,RENE790106,Project
14-Feb-12,Facilities,NLS Instrumentation,YSI Hydrodata Ltd,1044754,54744,"Purchase of consumables for YSI 556, Pro Plus, 6600 and 6920 for Reading Laboratory",SG6 1FJ,,30240451,NL00000053,Administration
07-Feb-12,ICT,NLS Instrumentation,YSI Hydrodata Ltd,1044825,38394,Multiparameter water quality meter,SG6 1FJ,,30240451,NL00000053,Administration
09-Feb-12,Construction,NLS Instrumentation,Meteor Communications Europe Ltd,1042711,33923.88,Meteor Suitcase Style GSM/GPRS Outstation ,AL1 5HT,,30319528,NL00000053,Administration
07-Feb-12,Vehicles,NLS Instrumentation,Meteor Communications Europe Ltd,1042713,33923.88,Meteor Suitcase Style GSM/GPRS Outstation ,AL1 5HT,,30319528,NL00000053,Administration
09-Feb-12,Professional Services Technical Services,NLS Support Leeds,Colliers International Belfast Ltd,1043763,76500,Rent for Olympia House 25.03.12 - 23.06.12,BT2 8BG,,,,Administration
02-Feb-12,Construction,NW Ambition Project Manager,Eden Rivers Trust,1039158,40000,3rd payment to Eden Rivers trust for the Petteril evidence and measures project,CA11 OAH,,,RENW001938,Project
21-Feb-12,Construction,NW Ambition Project Manager,Apem Ltd,1038668,39584.4,Diffuse pollution walkovers - phosphates.,SK4 4GN,,30181112,RENW001940,Project
16-Feb-12,Energy & Utilities,NW Capital WiP,Volkerstevin Ltd,1045046,515990.15,Keswick Flood Risk Management design and build pathfinder project. ,EN11 9BX,,30142737,IMNW000686,Project
09-Feb-12,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1040334,114775.2,Moston Brook North West Region Repairing of failing assets as part of the North West Reconditioning Programme. ,LE10 3JF,,30142734,IMNW000258,Project
09-Feb-12,Professional Services Other,NW Capital WiP,Galliford Try Infrastructure Ltd,1028325,108504.76,Moston Brook North West Region Repairing of failing assets as part of the North West Reconditioning Programme. ,LE10 3JF,,30142734,IMNW000338,Project
02-Feb-12,Environmental Services,NW Capital WiP,Askam Construction Ltd,1041657,73985.84,Bidston control station civil improvement works - to commence October 2011,LA2 0HY,,30238842,RENW001842,Project
09-Feb-12,Waste Management,NW Capital WiP,SP Power Systems Ltd,1041747,69689.82,Hey Cop Pumping Station - new supply and renewal of old power supplier to enable remedial works and repairs. ,ML4 3NJ,,,IMNW000252,Project
14-Feb-12,Professional Services Technical Services,NW Capital WiP,Atkins Ltd,1039976,51674.96,Detailed design and planning for Godmanchester Flood Alleviation Scheme ,KT18 5BW,,30072266,IMNW000190,Project
23-Feb-12,Operational Goods & Services,NW Capital WiP,Volkerstevin Ltd,1036109,43277.03,To cover the inital move from investigation/ECI stage to the construction stage Recondtioning North - Fisher Beck ,EN11 9BX,,30142737,IMNW000364,Project
02-Feb-12,Construction,NW Capital WiP,Galliford Try Infrastructure Ltd,1040336,41495.24,Moston Brook North West Region Repairing of failing assets as part of the North West Reconditioning Programme. ,LE10 3JF,,30142734,IMNW000338,Project
16-Feb-12,Professional Services Other,NW Capital WiP,Galliford Try Infrastructure Ltd,1044366,40234.14,Reconditioning South - Ellen Brook and Tributaries. recondition failing culverts. ,LE10 3JF,,30142734,IMNW000294,Project
21-Feb-12,Environmental Services,NW Capital WiP,Atkins Ltd,1040047,38686.54,Cockermouth Flood alleviation scheme (FAS). Site Investigation. ,KT18 5BW,,30072266,IMNW000190,Project
09-Feb-12,Construction,NW Capital WiP,WAP Lawton & Son Ltd,1033258,26515.63,Wigan Dam - A470 Landscape Implementation,WA16 0JP,,30284147,IMNW000674,Project
09-Feb-12,Construction,NW Capital WiP,Halcrow Group Ltd,1037067,25611.61,River Mersey Warrington Flood risk management Scheme cover miscellaneous Axis inputs. ,SN4 0QD,,30071913,IMNW000699,Project
07-Feb-12,Construction,NW North-Area Mgr,Keep Britain Tidy,1043185,42000,Fylde Beachcare Community Engagement Programme,WN3 4EX,,,RENW001872,Administration
07-Feb-12,Construction,NW North-FRM,YSI Hydrodata Ltd,1043160,37170,"Riversurveyor M9 System, 10m powercable with bluetooth Power communications etc.",SG6 1FJ,,30282796,RENW001961,Administration
21-Feb-12,Professional Services Other,NW Nuclear Regulation Mgr,Environmental Scientifics Group,1044685,79856.58,Monitoring of the environment - sampling and analysis ,DE15 0YZ,,30124860,HOOP000055,Project
21-Feb-12,Operational Goods & Services,NW Nuclear Regulation Mgr,LGC Ltd,1042656,38172,Independent Analysis of Effluent Samples,TW11 0LY,,30131976,HOOP000055,Project
14-Feb-12,Fuels Lubricants & Gases,NW Nuclear Regulation Mgr,Nuvia Ltd,1035867,27359.23,Sellafield seabed survey  ,WA3 6TW,,30191600,HOOP000055,Project
09-Feb-12,Construction,NW South-Area Mgr,Technolog Ltd,1039326,32895,Purchase of miscellaneous telemetry equipment / services ,DE4 4FY,,30196808,RENW001944,Administration
02-Feb-12,Construction,NW South-Ops Delivery,Halcrow Group Ltd,1036987,35664,Specialist GIS surveys for the development of a cost estimation tool within the existing MSS geodatabase. ,SN4 0QD,,30071913,,Project
09-Feb-12,Professional Services Technical Services,NW South-Ops Delivery,Boulting Technology,1044135,31182.46,Electrical planned preventative maintenance services,WA5 2PL,,30270233,RENW000939,Project
16-Feb-12,Operational Goods & Services,NW South-Ops Delivery,Site Electrical Ltd,1037344,30174,North West - Framework for the Supply of Replacement Pumps,M26 1WD,,30268013,RENW001893,Administration
02-Feb-12,Construction,NW South-Ops Delivery,AE Yates Ltd,1043679,27728.2,"Design and fabrication of debris screens at Ballenden Brook, and Crow Trees Farm.",BL6 4SB,,30238839,RENW200077 |  | ,Project
14-Feb-12,Professional Services Other,"Research, Monitoring and Innovation",Met Office,1044039,72000,Research and Development project on merging radar and raingauge data,EX1 3PB,,30324303,HOEV101103,Project
23-Feb-12,Professional Services Consultancy,"Research, Monitoring and Innovation",Adas UK Ltd,1042959,48000,Delivery of River Frome Sediment Flux Monitoring and Sediment Fingerprinting Project,WV6 8TQ,,,HOEV111201,Project
23-Feb-12,Environmental Services,"Research, Monitoring and Innovation",Wallingford Hydrosolutions,1038745,38580,Future Flows and Groundwater Levels - provision of research services ,OX10 8BB,,,HOEV101102,Project
23-Feb-12,Professional Services Technical Services,"Research, Monitoring and Innovation",Apem Ltd,1040431,34433.16,Lipophillic monitoring trials,SK4 4GN,,30181112,HOEV101101,Project
09-Feb-12,Construction,"Research, Monitoring and Innovation",CIRIA,1044910,27000,Communicating local flood risk management for Exminster House,EC1V 9BP,,,HOEV101103,Administration
02-Feb-12,Operational Goods & Services,"Research, Monitoring and Innovation",Lancaster University,1040546,25000,Payment for work carried out on the Breathe Easier Project.,LA1 4YW,,,HOEV101101,Project
09-Feb-12,Professional Services Other,SE Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1040437,3718865.02,Sheet Steel Piles - at Rye Harbour,B91 3AL,,,IMSO001286,Project
16-Feb-12,Environmental Services,SE Capital WiP,Team Van Oord,1043957,1194361.51,"Medmerry Managed Realignment, Main Construction Work ",RG14 5QS,,30142735,IMSO001023,Project
23-Feb-12,Construction,SE Capital WiP,Team Van Oord,1034520,295819.3,"For refurbishment of 4 coastal outfalls, 2 at Pevensey Bay and 2 at Normans Bay and decommissioning of 1 outfall at Pevensey Bay",RG14 5QS,,30142735,IMSO000737,Project
23-Feb-12,Environmental Services,SE Capital WiP,Team Van Oord,1044383,273210.92,"For refurbishment of 4 coastal outfalls, 2 at Pevensey Bay and 2 at Normans Bay and decommissioning of 1 outfall at Pevensey Bay",RG14 5QS,,30142735,IMSO000737,Project
14-Feb-12,Environmental Services,SE Capital WiP,Galliford Try Infrastructure Ltd,1027152,245547.91,Waterside Construction Works,LE10 3JF,,30142734,IM3728,Project
16-Feb-12,Professional Services Technical Services,SE Capital WiP,Pevensey Coastal Defence Ltd,1037328,136543.72,Pevensey Bay Sea Defences private public partnership Contract,PO15 5SS,,,IMSO000584,Project
16-Feb-12,Professional Services Technical Services,SE Capital WiP,Interserve Construction Ltd,1041626,125239.46,North East Bridges and Culverts Package 2 new brick retaining wall to replace damaged section,TQ14 0HP,,30142730,IMTH001448,Project
07-Feb-12,Professional Services Technical Services,SE Capital WiP,J Breheny Contractors Ltd,1038235,98075.02,Lower Mole Thames - Thames Maintenance and Minor Works Framework,IP6 8NH,,30134424,IMTH001686,Project
09-Feb-12,Professional Services Technical Services,SE Capital WiP,J Breheny Contractors Ltd,1039340,90660.82,Charville Lane Flood Storage Area Remedial works Starting 09.11,IP6 8NH,,30134424,IMSE100046,Project
02-Feb-12,Marketing & Media,SE Capital WiP,Jacobs Engineering UK Ltd,1043502,80869.14,To provide site supervision services during construction period for Medmerry Managed Realignment ,G2 7HX,,30072261,IMSO001023,Project
14-Feb-12,Construction,SE Capital WiP,Wiltshire County Council,1045186,78644,"Wiltshire Council for agreed property level flood protection works at Crudwell and Chedglow, to be completed by 31st March 2012",BA14 4DS,,,IMSE100053,Project
21-Feb-12,Construction,SE Capital WiP,Bolina Ltd,1042381,66408,Buoy assemblies and associated fittings No.56 all to be completed by end of Feb 12 ,EX3 0EH,,,IMSE500045,Administration
21-Feb-12,Professional Services Other,SE Capital WiP,Galliford Try Infrastructure Ltd,1027293,61318.58,Thames Tidal Upstream Gates. Costs incurred due to delay in obtaining Local Planning Authority approval,LE10 3JF,,30142734,IMTH001593,Project
09-Feb-12,Professional Services Technical Services,SE Capital WiP,Halcrow Group Ltd,1037131,60099.65,Thames High Impact Refurbishment progamme.,SN4 0QD,,30071913,IMSE500047,Project
09-Feb-12,Construction,SE Capital WiP,UK Flood Barriers Ltd,1037027,120000,Forest Row Flood Alleviation Scheme - supply and install individual property protection measures ,WR9 0NX,,30295946,IMSO001095,Project
14-Feb-12,Facilities,SE Capital WiP,Team Van Oord,1040924,58957.56,Assessment No 3 Colliers Land Bridge Gauging Station ,RG14 5QS,,30142735,IMSO001052,Project
02-Feb-12,Personnel Related,SE Capital WiP,Team Van Oord,1033164,54364.56,Design and deliver a single site solution at Colliers Land Bridge Gauging Station ,RG14 5QS,,30142735,IMSO001052,Project
23-Feb-12,Construction,SE Capital WiP,Hunton Engineering Design,1044854,50400,Hunton Engineering Design under the Minor Construction Framework to carry out work on the River Medway Project ,ME15 0RR,,,IMSE100059,Project
16-Feb-12,ICT,SE Capital WiP,Jackson Civil Engineering Ltd,1041461,49232.96,Sunbury Old Lock Refurbishment,IP1 5LT,,30142731,IMTH001282,Project
07-Feb-12,Construction,SE Capital WiP,Dean & Dyball Civil Engineering Ltd,1042031,46633.86,Thames Region Minor Works Flood Defence,BH24 1PN,,30203216,IMTH001446 | IMTH001717,Project
14-Feb-12,Energy & Utilities,SE Capital WiP,CW Engineering Ltd,1043274,43141.32,"Supply Automatic Cleaner, Ferring Rife Outfall",PE30 4NG,,,IMSO001089,Project
09-Feb-12,Professional Services Technical Services,SE Capital WiP,Team Van Oord,1042949,42507.4,Waterways Staines Bank Protection Works use and extension of the site compound to the landlord and for on going construction works at Thames Side.,RG14 5QS,,30142735,IMTH001556,Project
23-Feb-12,Construction,SE Capital WiP,JT Mackley & Co Ltd,1043106,42107.34,Pett Level Shingle Recycling.,BN5 9XQ,,30203237,IMSO000573,Project
16-Feb-12,Construction,SE Capital WiP,Atkins Ltd,1039972,39878.39,Stone Wharf site Investigation work specification supervision - Buried service search and Environmental Constraints Plan,KT18 5BW,,30072266,IMSE100049,Project
09-Feb-12,Construction,SE Capital WiP,Bolina Ltd,1038286,39844.8,Buoy assemblies and associated fittings No.56 all to be completed by end of Feb 12 ,EX3 0EH,,,IMSE500045,Administration
14-Feb-12,Professional Services Other,SE Capital WiP,Halcrow Group Ltd,1037129,39500.11,Paddle and Rymer to produce a bespoke set of drawings for Rushey weir to be submitted as an addendum to the Listed Building Consent application.,SN4 0QD,,30071913,IMTH001503,Project
21-Feb-12,Facilities,SE Capital WiP,Halcrow Group Ltd,1037074,38298.77,Water Resources in the South East Project - Modelling ,SN4 0QD,,30071913,IMSE900002,Project
09-Feb-12,Professional Services Technical Services,SE Capital WiP,Interserve Construction Ltd,1038151,37370.16,Interserve Southern Recondition Programme.  Culverts,TQ14 0HP,,30142730,IMSO001184,Project
07-Feb-12,Professional Services Other,SE Capital WiP,Black & Veatch Ltd,1039565,36589,Banbury Flood alleviation scheme (FAS) increase to Black and Veatch order due to being instructed to undertake an Otter survey following an otter sighting in River Cherwell by EA.,RH1 1LQ,,30072271,IMTH000615,Project
02-Feb-12,Professional Services Technical Services,SE Capital WiP,Ove Arup & Partners Ltd,1039364,34505.1,West Wittering Flood Banks - Additional work required for detailed design ,NE1 3PL,,30072279,IMSO001076,Project
07-Feb-12,Vehicles,SE Capital WiP,Haskoning UK Ltd,1039593,31088.66,South East Area CCTV Culvert Surveys Lot 1,PE3 8DW,,30071934,IMTH001577,Project
02-Feb-12,Environmental Services,SE Capital WiP,ECS Engineering Services Ltd,1038418,30000,Replace lock walkways under the River Medway,NG16 6LE,,,IMSE100059,Project
28-Feb-12,Environmental Services,SE Capital WiP,Soil Mechanics,1044193,29213.6,Investigation on Old Windsor Lock Chamber under the National Site Investigation Framework,CV47 1RA,,30309583,IMSE500036,Project
23-Feb-12,Professional Services Technical Services,SE Capital WiP,Thames Water Utilities Ltd,1037270,28800,Thames Water ro carry out public clean water and wastewater pipes diversions at Enfield Golf Course under the Salmons Brook flood alleviation scheme,RG1 8DB,,,IMTH000620,Project
07-Feb-12,Construction,SE Capital WiP,Halcrow Group Ltd,1037106,26148.32,Sandwich Bay Sea Defences (Deal).,SN4 0QD,,30071913,IMSO001056,Project
09-Feb-12,Professional Services Technical Services,SE Capital WiP,Interserve Construction Ltd,1038137,25211.9,Southern Recondition programme,TQ14 0HP,,30142730,IMSO001184,Project
14-Feb-12,Environmental Services,SE Coastal and Inland Overview Manager,St. DLO-Alterra,1044416,34332,Project Coastal Communities 2150 & Beyond,"D-79104 Freiburg, Germany",,,,Adminstration
14-Feb-12,Environmental Services,SE Environment and Performance Manager,Portsmouth Water Co,1037418,25000,Downs and Harbours Clean Water Partnership for 2011/12,PO9 1LG,,,RESE000028,Project
02-Feb-12,Vehicles,SE Kent & South London - AEM South,Kent County Council,1045181,35000,Contribution to the River Len Collaborative Project. 01/11/11 - 31/03/12 (5 Months),ME14 1XQ,,,RESE000126,Project
02-Feb-12,ICT,SE Kent & South London - Ops Delivery,Leica Geosystems Ltd,1035439,34495.2,Supply of Leica Viva Station,MK5 8LB,,,RESE100008,Administration
09-Feb-12,Facilities,SE Kent & South London - Ops Delivery,J Breheny Contractors Ltd,1037942,33679.9,Thames Maintenance and Minor Works Framework,IP6 8NH,,30134424 | 30230624,RESE100037 |  |  | ,Project
23-Feb-12,Construction,SE Kent & South London - Ops Delivery,Aldridge Piling Equipment Co Ltd,1037411,29160,"Plastic Multilock piles and capping, 3m in length, total of 150m as per quote",WS11 9TJ,,,RESE100060,Project
23-Feb-12,Construction,SE Kent & South London - Ops Delivery,Land & Water Services Ltd,1045202,28135.68,Valuation no 3 for Ravensbourne,GU5 9AF,,30134437,,Project
14-Feb-12,Construction,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1043214,92781.68,Thames Barrier running costs for 2012.,DA12 2BG,,,,Administration
21-Feb-12,Professional Services Other,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1042478,75084.1,Security Guard Services at Thames Barrier and Associated Sites - Weekly Standard Charge including Bank Holidays for Year 3 period 16 July 2011 to 13 July 2012,E1W 1XY,,30239724,,Administration
14-Feb-12,Operational Goods & Services,SE Kent & South London- Tidal Flood Risk Manager,EDF Energy Plc,1040866,31456.16,For electricity supplied to the Thames Barrier Eastmoor Street London SE7 8LX For period 1 April 2010 to 30 March 2012,PL3 5ZN,,30299674,,Administration
02-Feb-12,Construction,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1044542,25846.37,Provision of Maintenance services for shared EA/PLA tide gauges on the River Thames for year 2011-12,DA12 2BG,,,,Administration
16-Feb-12,Vehicles ,SE North East Thames - AEM East,British Waterways,1038274,300000,Weed and debris clearance on the River Lee Jan 2012-March 2022,W2 6TT,,,RESE000128,Project
02-Feb-12,Construction,SE North East Thames - Ops Delivery,Land & Water Services Ltd,1033802,160356.55,Duke of Northumberland Stream Clearance,GU5 9AF,,30134437,RESE500007,Project
23-Feb-12,Professional Services Other,SE North East Thames - Ops Delivery,JT Mackley & Co Ltd,1043094,37185.23,Watercourse Maintenance and Minor Works North & East Area,BN5 9XQ,,30134439,,Project
21-Feb-12,Fuels Lubricants & Gases,SE North East Thames - Ops Delivery,ECS Engineering Services Ltd,1039273,33696,Building Support and Maintenance and Repair Services - undertake pump refurbishment,NG16 6LE,,30231596,RESOA10008,Project
21-Feb-12,Professional Services Technical Services,SE North East Thames - Ops Delivery,Land & Water Services Ltd,1044772,29342.88,New Lee Cut Valuation  - Thames Maintenance and Minor Works Framework,GU5 9AF,,30134437,RESE500008,Project
23-Feb-12,Construction,SE SSD - AEM East,National Trust,1040567,40000,National Trust Sheffield Park restoration 2012,BA14 0ZT,,,RESE000102,Project
09-Feb-12,Construction,SE SSD - Ops Delivery,Land & Water Services Ltd,1044773,58211.27,New Forest District Council and Eastleigh Borough Council ( Ex Cows ) Vegetation Management Only Sept 2011 - March 2012,GU5 9AF,,30150847,,Project
23-Feb-12,Construction,SE SSD - Ops Delivery,Wijma UK Ltd,1043043,31174.72,"Eveuss tropical hard wood, for Sandown Sea Wall groynes. before 20.01.12",NR9 3AY,,,RESE100053,Project
14-Feb-12,Construction,SE West Thames - Ops Delivery,J Breheny Contractors Ltd,1038211,44359.33,Wey and Loddon Vegetation management contract,IP6 8NH,,30134424,,Project
02-Feb-12,Professional Services Other,SW Capital WiP,Interserve Construction Ltd,1039212,139928.92,Teignmouth Tidal Defence Works  construction phase to protect 400 properties. ,TQ14 0HP,,30142730,IMSW000780,Project
14-Feb-12,Professional Services Technical Services,SW Capital WiP,Team Van Oord,1043652,115569.55,Braunton Flood Defence Improvements ,RG14 5QS,,30142735,IMSW001850,Project
09-Feb-12,Operational Goods & Services,SW Capital WiP,Interserve Construction Ltd,1041793,88198.91,Truro Tidal Defences Phase 3 with Interserve to construct a new 300m long sheet piled wall located 1m from existing quay wall. Raising low spots in existing embankment in Boscawren Parc. ,TQ14 0HP,,30142730,IMSW001669,Project
09-Feb-12,Professional Services Technical Services,SW Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1033856,141302.22,Supply and delivery of steel sheet piles for the Truro Tidal Defence Project. Specification and delivery requirements,B91 3AL,,30072323,IMSW001669,Project
23-Feb-12,Professional Services Other,SW Capital WiP,Halcrow Group Ltd,1037059,60786.46,Carry out work plan for Steart Coastal Management project. ,SN4 0QD,,30071913,IMSW001389,Project
21-Feb-12,Vehicles,SW Capital WiP,Concrete Repairs Ltd,1036219,55626.72,Cathodic protection and patch repairs to a concrete culvert,CR4 4TU,,,IMSW001794,Project
14-Feb-12,Professional Services Other,SW Capital WiP,Dabbrook Services Ltd,1042460,49246.2,Installation of PV Cells on Structures in the South West,NR31 0LT,,30231593,IMSW001908,Administration
02-Feb-12,Construction,SW Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1033863,48343.72,Supply and delivery of steel sheet piles for the Truro Tidal Defence Project. Specification and delivery requirements,B91 3AL,,30072323,IMSW001669,Project
07-Feb-12,Construction,SW Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1035104,47100.74,Supply and delivery of steel sheet piles for the Truro Tidal Defence Project. Specification and delivery requirements,B91 3AL,,30072323,IMSW001669,Project
02-Feb-12,Professional Services Other | Construction,SW Capital WiP,May Gurney Ltd,1037936,31498.05,Dawlish Warren Coastal defence repair,EX5 1EW,,30190789,IMSW001856,Project
02-Feb-12,Construction,SW Capital WiP,May Gurney Ltd,1041424,27712.01,Construction of embankment and footpath at Powderham,EX5 1EW,,30190789,IMSW001914,Project
07-Feb-12,Professional Services Other,SW Capital WiP,YSI Hydrodata Ltd,1044778,25506,Purchase of hydro acoustic instruments and all associated equipment,SG6 1FJ,,30282796,IMSW001954,Administration
09-Feb-12,Construction,SW Devon & Cornwall Area - Devon AEM,Peter Peter & Wright,1047951,28715,Solicitor costs in relation to bideford and district angling club fishing lake extension,EX23 8AZ ,,,,Adminstration
02-Feb-12,Construction,SW Devon & Cornwall Field Monitoring-AEM | SW Wessex Field Monitoring - AEM,Diptone Ltd,1040082,25224,Inspect test and maintan South West cableway systems over 40 sites Oct 11 - Nov 11,G74 4AA,,,OOSW000005 | OOSW000052 | OOSW000051,Project
02-Feb-12,Construction,SW Devon & Cornwall-Area Mgr,Apem Ltd,1038664,40448.1,Devon and Cornwall Catchment Habitat Surveys.,SK4 4GN,,,RESW001127 | RESW001123,Project
02-Feb-12,Construction,SW Devon & Cornwall-Area Mgr,Apem Ltd,1038691,33037.2,Fish Pass Pre - Feasibility Project - Cornwall until the end of February 2012,SK4 4GN,,,RESW001127,Project
