Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,448.60,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,51.78,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,357.94,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-7.12,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,122.78,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-20.72,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,13.22,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,96.14,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,12.13,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,306.09,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,73.98,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-20.80,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,81.19,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,118.11,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,41.40,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,19.49,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,16.70,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,24.02,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,14.74,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,81.13,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,148.62,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,16.34,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,95.09,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,26.13,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,40.39,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,130.93,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,118.11,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,68.19,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,48.28,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,15.49,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-9.31,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,23.64,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,101.48,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,196.28,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-6.74,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,512.88,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,426.67,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,22.80,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,59.17,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,24.05,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,71.99,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,57.42,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-162.78,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,47.16,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,72.09,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,236.55,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,99.90,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,397.64,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,132.79,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,243.01,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-32.93,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,438.56,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,"2,170.56",,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,149.21,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,220.00,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-128.19,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,32.09,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,19.74,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,24.89,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,-225.67,,
Department for Work and Pensions ,Jobcentre Plus,08/04/2010,STAFF COSTS,JOBCENTRE PLUS,CARLSON WAGONLIT TRAVEL,2014728840,171.42,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,050.79",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,65.34,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,168.15,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,426.21,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-187.40,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,263.13,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,120.31,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-42.13,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,349.85,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,295.17,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,509.57,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,96.50,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-398.03,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,407.37,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-23.91,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-388.35,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,91.76,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-12.89,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,439.55",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,504.01,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-133.33,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,36.93,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,222.03,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-181.78,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,20.37,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,230.29,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,230.29,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,13.11,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,360.33,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,32.06,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-10.59,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-3.84,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,47.27,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-116.97,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-112.70,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-324.60,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,182.67,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,260.09,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,49.70,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,524.24,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,183.77,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,134.63",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,484.70,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,32.39,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,434.48,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,987.11,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,38.38,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-20.37,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,387.83,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,475.52,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,433.25,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,23.54,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,418.93,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,140.94",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,806.98,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,348.27,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"2,359.31",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,526.90,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,714.28",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,484.14,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,53.20,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,205.00",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,185.43,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,350.43,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,205.15,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,67.62,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,776.01,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,322.64,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,221.64",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,947.94,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,142.29,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,303.58",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,22.50,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,597.33,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,863.58",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,"8,839.95",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-304.33,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,66.10,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,96.49,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,204.79,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,402.63,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,12.54,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,57.55,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,209.62,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,69.48,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,327.71,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,862.48,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,-197.78,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,-151.58,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,"1,235.59",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,620.82,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,"1,243.58",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,"1,009.40",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,200.98,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,38.78,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,77.50,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,668.66,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CHANGE ,CARLSON WAGONLIT TRAVEL,2014728840,65.09,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,684.33",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,"1,026.99",,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,216.27,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-31.01,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,-13.39,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,104.50,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,221.30,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,69.07,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,27.19,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,23.01,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,22.44,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,20.42,,
Department for Work and Pensions ,"Pension, Disability Carers Services",08/04/2010,STAFF COSTS,PDCS CORE,CARLSON WAGONLIT TRAVEL,2014728840,165.13,,
