EXAMPLES OF GPC EXPENDITURE,,,,
,,,,
MODGPC00144945,20-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,709.60"
MODGPC00144946,20-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£68,129.85"
MODGPC00144947,19-May-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£1,134.00"
MODGPC00144948,20-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£735.60
MODGPC00144949,19-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£912.22
MODGPC00144950,20-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,500.00"
MODGPC00144951,20-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£688.75
MODGPC00144952,20-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,498.79"
MODGPC00144953,20-May-16,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£702.74
MODGPC00144954,19-May-16,Other Supplies, MISC SPECIALTY RETAIL,£654.66
MODGPC00144955,19-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,392.10"
MODGPC00144956,19-May-16,Other Supplies, MISC SPECIALTY RETAIL,£619.65
MODGPC00144957,19-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,060.32"
MODGPC00144958,19-May-16,Other Supplies, MISC SPECIALTY RETAIL,£990.00
MODGPC00144959,19-May-16,Retail, TENT AND AWNING SHOPS,£924.00
MODGPC00144960,19-May-16,Miscellaneous, OTHER DIRECT MARKETERS,£796.80
MODGPC00144961,19-May-16,Miscellaneous, OTHER DIRECT MARKETERS,"£1,393.94"
MODGPC00144962,19-May-16,Miscellaneous, OTHER DIRECT MARKETERS,£743.68
MODGPC00144963,19-May-16,Miscellaneous, OTHER DIRECT MARKETERS,£584.32
MODGPC00144964,18-May-16,Auto/Vehicle Rentals, EUROP CAR,"£1,458.36"
MODGPC00144965,19-May-16,Government, SCHOOLS - DEFAULT,£999.00
MODGPC00144966,19-May-16,Medical, NURSING/PERSONAL CARE FAC,"£4,913.32"
MODGPC00144967,19-May-16,Medical, MED/HEALTH SERVICES - DEF,"£4,908.54"
MODGPC00144968,19-May-16,Government, BUSINESS/SECRETARIAL SCHOOL,"£8,116.80"
MODGPC00144969,19-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,600.00"
MODGPC00144970,19-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£3,250.00"
MODGPC00144971,19-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£5,039.51"
MODGPC00144972,19-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£3,000.00"
MODGPC00144973,19-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,600.00"
MODGPC00144974,19-May-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£750.68
MODGPC00144975,19-May-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£597.68
MODGPC00144976,19-May-16,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£592.80
MODGPC00144977,19-May-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£4,006.77"
MODGPC00144978,19-May-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£4,612.57"
MODGPC00144979,19-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£910.80
MODGPC00144980,19-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£552.00
MODGPC00144981,19-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£552.00
MODGPC00144982,19-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£904.80
MODGPC00144983,19-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£753.66
MODGPC00144984,19-May-16,Professional Services, COMMERCIAL PHOTO/ART/GRAPH,£815.69
MODGPC00144985,19-May-16,Business Services, ADVERTISING SERVICES,£912.00
MODGPC00144986,19-May-16,Business Expenses/Services, QUICK COPY/REPRO SERVICES,"£4,973.30"
MODGPC00144987,19-May-16,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,"£2,742.00"
MODGPC00144988,18-May-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£27,336.20"
MODGPC00144989,19-May-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,£871.62
MODGPC00144990,19-May-16,Miscellaneous, TRAILER PARKS/CAMPGROUNDS,"£1,168.51"
MODGPC00144991,13-May-16,Other Supplies, CATALOG MERCHANT,"£5,835.35"
MODGPC00144992,13-May-16,Other Supplies, CATALOG MERCHANT,"£3,749.20"
MODGPC00144993,13-May-16,Other Supplies, CATALOG MERCHANT,"£6,466.29"
MODGPC00144994,19-May-16,Other Supplies, CATALOG MERCHANT,"£1,747.20"
MODGPC00144995,17-May-16,Other Supplies, CATALOG MERCHANT,"£1,258.00"
MODGPC00144996,19-May-16,Other Supplies, CATALOG MERCHANT,"£7,490.45"
MODGPC00144997,19-May-16,Other Supplies," GIFT, CARD, NOVELTY STORES",£597.60
MODGPC00144998,19-May-16,Other Supplies, CAMERA & PHOTO SUPPLY STORE,£568.80
MODGPC00144999,19-May-16,Other Supplies, CAMERA & PHOTO SUPPLY STORE,"£2,223.05"
MODGPC00145000,19-May-16,Business Expenses/Services, STATIONERY STORES,£602.77
MODGPC00145001,19-May-16,Business Expenses/Services, STATIONERY STORES,"£1,960.00"
MODGPC00145002,19-May-16,Business Expenses/Services, STATIONERY STORES,"£1,766.60"
MODGPC00145003,19-May-16,Business Expenses/Services, STATIONERY STORES,£994.74
MODGPC00145004,16-May-16,Retail, SPORTING GOODS STORES,"£1,531.81"
MODGPC00145005,16-May-16,Retail, SPORTING GOODS STORES,"£1,330.45"
MODGPC00145006,18-May-16,Retail, SPORTING GOODS STORES,£940.00
MODGPC00145007,19-May-16,Eating And Drinking Places, FAST FOOD RESTAURANTS,"£1,157.45"
MODGPC00145008,19-May-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,792.00"
MODGPC00145009,19-May-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£950.40
MODGPC00145010,18-May-16,Retail, MUSIC STORES/PIANOS,"£1,867.80"
MODGPC00145011,18-May-16,Retail, ELECTRONICS STORES,£787.08
MODGPC00145012,19-May-16,Retail, ELECTRONICS STORES,£552.00
MODGPC00145013,18-May-16,Retail, SPORTS/RIDING APPAREL STORES,£530.34
MODGPC00145014,18-May-16,Retail, SPORTS/RIDING APPAREL STORES,£650.59
MODGPC00145015,18-May-16,Retail, SPORTS/RIDING APPAREL STORES,"£1,247.16"
MODGPC00145016,19-May-16,Retail, SPORTS/RIDING APPAREL STORES,"£1,125.00"
MODGPC00145017,19-May-16,Clothing/Shoes/Uniforms, MEN/BOYS CLOTHING/ACC STORES,£500.00
MODGPC00145018,19-May-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,764.75"
MODGPC00145019,19-May-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,£889.95
MODGPC00145020,19-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,000.00"
MODGPC00145021,19-May-16,Government, GOV'T SERV - DEFAULT,"£1,246.80"
MODGPC00145022,19-May-16,Government, GOV'T SERV - DEFAULT,£586.37
MODGPC00145023,19-May-16,Government, GOV'T SERV - DEFAULT,"£1,000.00"
MODGPC00145024,19-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£4,557.00"
MODGPC00145025,18-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,£750.00
MODGPC00145026,19-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,£500.00
MODGPC00145027,19-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,785.00"
MODGPC00145028,19-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,872.00"
MODGPC00145029,19-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£900.00
MODGPC00145030,19-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£24,540.00"
MODGPC00145031,19-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,£957.84
MODGPC00145032,19-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,£673.36
MODGPC00145033,19-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£7,509.24"
MODGPC00145034,19-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,£652.92
MODGPC00145035,18-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,474.30"
MODGPC00145036,19-May-16,Auto/Vehicle Dealers, BOAT DEALERS,£840.00
MODGPC00145037,19-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,£717.60
MODGPC00145038,19-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,£805.20
MODGPC00145039,19-May-16,Retail, GROCERY STORES/SUPERMARKETS,"£1,177.39"
MODGPC00145040,19-May-16,Retail, FREEZER/MEAT LOCKERS,£737.36
MODGPC00145041,19-May-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,£589.04
MODGPC00145042,19-May-16,Retail, GROCERY STORES/SUPERMARKETS,£695.87
MODGPC00145043,19-May-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,236.90"
MODGPC00145044,19-May-16,Facilities/Repair Supplies, HARDWARE STORES,£632.88
MODGPC00145045,19-May-16,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,510.36"
MODGPC00145046,19-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,204.32"
MODGPC00145047,19-May-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£671.58
MODGPC00145048,19-May-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,031.59"
MODGPC00145049,19-May-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£3,330.12"
MODGPC00145050,19-May-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£2,105.88"
MODGPC00145051,19-May-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£2,123.54"
MODGPC00145052,19-May-16,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£1,677.02"
MODGPC00145053,19-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£7,293.80"
MODGPC00145054,19-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,895.02"
MODGPC00145055,19-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£804.00
MODGPC00145056,19-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£5,382.00"
MODGPC00145057,19-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£575.28
MODGPC00145058,19-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£573.30
MODGPC00145059,19-May-16,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,£627.29
MODGPC00145060,19-May-16,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,£646.26
MODGPC00145061,19-May-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£1,116.00"
MODGPC00145062,18-May-16,Utilities, COMPUTER NETWORK/INFO SVCS,"£1,575.00"
MODGPC00145063,18-May-16,Health Services And Supplies, HEARING AID/SALES/SERVICE,£780.00
MODGPC00145064,18-May-16,Other Supplies, MISC SPECIALTY RETAIL,£652.80
MODGPC00145065,18-May-16,Other Supplies, MISC SPECIALTY RETAIL,£562.20
MODGPC00145066,18-May-16,Other Supplies, MISC SPECIALTY RETAIL,£599.75
MODGPC00145067,18-May-16,Other Supplies, MISC SPECIALTY RETAIL,£649.98
MODGPC00145068,18-May-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£1,651.20"
MODGPC00145069,18-May-16,Equipment And Furniture, TOOL HIRE,£761.51
MODGPC00145070,18-May-16,Equipment And Furniture, TOOL HIRE,"£1,320.00"
MODGPC00145071,18-May-16,Equipment And Furniture, TOOL HIRE,"£1,260.00"
MODGPC00145072,18-May-16,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,£535.00
MODGPC00145073,18-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£552.00
MODGPC00145074,18-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£647.85
MODGPC00145075,18-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£789.48
MODGPC00145076,18-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£852.00
MODGPC00145077,18-May-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,953.60"
MODGPC00145078,18-May-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,045.25"
MODGPC00145079,18-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,685.00"
MODGPC00145080,18-May-16,Government, BUSINESS/SECRETARIAL SCHOOL,"£1,350.00"
MODGPC00145081,18-May-16,Medical, MED/HEALTH SERVICES - DEF,"£1,117.20"
MODGPC00145082,18-May-16,Government, SCHOOLS - DEFAULT,"£2,423.52"
MODGPC00145083,18-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£2,236.80"
MODGPC00145084,18-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,440.00"
MODGPC00145085,18-May-16,Facilities/Repair Services, ELECTRICAL CONTRACTORS,£556.86
MODGPC00145086,18-May-16,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,£795.60
MODGPC00145087,18-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,£894.24
MODGPC00145088,18-May-16,Retail, SPORTING GOODS STORES,£597.31
MODGPC00145089,18-May-16,Business Expenses/Services, STATIONERY STORES,£599.94
MODGPC00145090,18-May-16,Business Expenses/Services, STATIONERY STORES,£565.25
MODGPC00145091,18-May-16,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,"£1,080.00"
MODGPC00145092,18-May-16,Clothing/Uniform Services, DRY CLEANERS,"£1,258.07"
MODGPC00145093,18-May-16,Miscellaneous, TRAILER PARKS/CAMPGROUNDS,"£1,612.00"
MODGPC00145094,18-May-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,590.42"
MODGPC00145095,18-May-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£850.26
MODGPC00145096,18-May-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£3,970.38"
MODGPC00145097,18-May-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£4,999.20"
MODGPC00145098,18-May-16,Retail, CHILDREN/INFANTS WEAR STORES,"£4,494.90"
MODGPC00145099,18-May-16,Facilities/Repair Supplies, MISC HOME FURNISHING SPECIALTY,£823.91
MODGPC00145100,18-May-16,Facilities/Repair Supplies, FLOOR COVERING STORES,"£1,632.00"
MODGPC00145101,18-May-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£2,721.60"
MODGPC00145102,18-May-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£817.64
MODGPC00145103,18-May-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£525.00
MODGPC00145104,18-May-16,Retail, ELECTRONICS STORES,£569.70
MODGPC00145105,18-May-16,Retail, ELECTRONICS STORES,"£1,007.26"
MODGPC00145106,18-May-16,Retail, ELECTRONICS STORES,"£1,881.13"
MODGPC00145107,18-May-16,Retail, ELECTRONICS STORES,"£1,585.64"
MODGPC00145108,18-May-16,Retail, ELECTRONICS STORES,"£1,517.95"
MODGPC00145109,18-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,963.56"
MODGPC00145110,17-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£510.00
MODGPC00145111,18-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,990.80"
MODGPC00145112,18-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,878.00"
MODGPC00145113,18-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,170.78"
MODGPC00145114,18-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,614.00"
MODGPC00145115,18-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£864.00
MODGPC00145116,18-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£980.00
MODGPC00145117,18-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,089.05"
MODGPC00145118,18-May-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£940.00
MODGPC00145119,18-May-16,Government, GOV'T SERV - DEFAULT,£774.20
MODGPC00145120,18-May-16,Government, GOV'T SERV - DEFAULT,"£1,203.60"
MODGPC00145121,18-May-16,Government, GOV'T SERV - DEFAULT,"£1,354.84"
MODGPC00145122,18-May-16,Government, GOV'T SERV - DEFAULT,£534.00
MODGPC00145123,18-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,£555.60
MODGPC00145124,18-May-16,Other Supplies, DEPARTMENT STORES,£510.00
MODGPC00145125,18-May-16,Other Supplies, MISC GENERAL MERCHANDISE,£710.50
MODGPC00145126,18-May-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,055.04"
MODGPC00145127,18-May-16,Other Supplies, MISC GENERAL MERCHANDISE,£791.28
MODGPC00145128,18-May-16,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,500.00"
MODGPC00145129,18-May-16,Auto/Vehicle Dealers, BOAT DEALERS,"£2,302.20"
MODGPC00145130,18-May-16,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,£593.39
MODGPC00145131,18-May-16,Government, GOV'T SERV - DEFAULT,£650.32
MODGPC00145132,18-May-16,Business Expenses/Services, POSTAGE STAMPS,£610.00
MODGPC00145133,18-May-16,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£2,623.89"
MODGPC00145134,18-May-16,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,£559.12
MODGPC00145135,18-May-16,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£1,444.67"
MODGPC00145136,18-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£501.47
MODGPC00145137,18-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£812.80
MODGPC00145138,17-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£630.00
MODGPC00145139,18-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£2,000.00"
MODGPC00145140,18-May-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,605.28"
MODGPC00145141,18-May-16,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,"£3,360.00"
MODGPC00145142,18-May-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£1,124.85"
MODGPC00145143,17-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£914.40
MODGPC00145144,18-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£729.37
MODGPC00145145,17-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,160.00"
MODGPC00145146,18-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,097.08"
MODGPC00145147,18-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£8,817.60"
MODGPC00145148,18-May-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£607.18
MODGPC00145149,17-May-16,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£971.98
MODGPC00145150,17-May-16,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,£550.80
MODGPC00145151,18-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,496.19"
MODGPC00145152,18-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£571.67
MODGPC00145153,18-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£989.40
MODGPC00145154,18-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£750.00
MODGPC00145155,18-May-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,605.30"
MODGPC00145156,18-May-16,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£858.02
MODGPC00145157,18-May-16,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£995.40
MODGPC00145158,17-May-16,Other Supplies, MISC SPECIALTY RETAIL,£511.89
MODGPC00145159,17-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£18,013.20"
MODGPC00145160,17-May-16,Other Supplies, MISC SPECIALTY RETAIL,£519.65
MODGPC00145161,17-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,762.20"
MODGPC00145162,17-May-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,530.97"
MODGPC00145163,17-May-16,Miscellaneous, OTHER DIRECT MARKETERS,£531.20
MODGPC00145164,17-May-16,Miscellaneous, OTHER DIRECT MARKETERS,"£2,734.70"
MODGPC00145165,17-May-16,Auto/Vehicle Rentals, ALAMO RENT-A-CAR,£661.27
MODGPC00145166,13-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,£772.98
MODGPC00145167,17-May-16,Facilities/Repair Services," HEATING, PLUMBING, AIR COND",£844.88
MODGPC00145168,16-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,344.00"
MODGPC00145169,17-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,098.00"
MODGPC00145170,17-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,£549.00
MODGPC00145171,17-May-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£3,458.70"
MODGPC00145172,17-May-16,Government, SCHOOLS - DEFAULT,"£4,138.20"
MODGPC00145173,17-May-16,Medical, OPTICIANS,£741.24
MODGPC00145174,17-May-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,900.00"
MODGPC00145175,17-May-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£997.72
MODGPC00145176,17-May-16,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£655.60
MODGPC00145177,17-May-16,Business Services, BUSINESS SERVICES - DEFAULT,"£4,193.99"
MODGPC00145178,17-May-16,Miscellaneous, VETERINARY SERVICES,"£1,266.36"
MODGPC00145179,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145180,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145181,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145182,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145183,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145184,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145185,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145186,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145187,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145188,17-May-16,Equipment And Furniture, TOOL HIRE,£500.00
MODGPC00145189,17-May-16,Business Services, BUSINESS SERVICES - DEFAULT,£763.20
MODGPC00145190,17-May-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,724.48"
MODGPC00145191,17-May-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,250.33"
MODGPC00145192,17-May-16,Professional Services, COMMERCIAL PHOTO/ART/GRAPH,£665.04
MODGPC00145193,17-May-16,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,£924.82
MODGPC00145194,17-May-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£2,400.00"
MODGPC00145195,17-May-16,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£1,443.60"
MODGPC00145196,17-May-16,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,£772.38
MODGPC00145197,17-May-16,Other Supplies, CATALOG MERCHANT,£948.00
MODGPC00145198,17-May-16,Business To Business Eqpt/Furn, BOOK STORES,£554.40
MODGPC00145199,17-May-16,Business Expenses/Services, STATIONERY STORES,£648.08
MODGPC00145200,16-May-16,Health Services And Supplies, AMBULANCE SERVICE,"£21,498.32"
MODGPC00145201,16-May-16,Health Services And Supplies, AMBULANCE SERVICE,"£21,498.32"
MODGPC00145202,17-May-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,641.90"
MODGPC00145203,17-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£2,589.91"
MODGPC00145204,17-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£2,589.91"
MODGPC00145205,17-May-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£669.90
MODGPC00145206,17-May-16,Retail, ELECTRONICS STORES,"£3,182.40"
MODGPC00145207,17-May-16,Retail, MUSIC STORES/PIANOS,£685.69
MODGPC00145208,17-May-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£1,151.04"
MODGPC00145209,17-May-16,Equipment And Furniture, FURNITURE/EQUIP STORES,£656.00
MODGPC00145210,17-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£2,988.90"
MODGPC00145211,17-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£2,512.28"
MODGPC00145212,17-May-16,Government, GOV'T SERV - DEFAULT,"£1,501.37"
MODGPC00145213,17-May-16,Government, GOV'T SERV - DEFAULT,"£2,938.54"
MODGPC00145214,17-May-16,Government, GOV'T SERV - DEFAULT,"£2,779.20"
MODGPC00145215,17-May-16,Government, GOV'T SERV - DEFAULT,"£1,041.07"
MODGPC00145216,17-May-16,Government, GOV'T SERV - DEFAULT,£606.23
MODGPC00145217,17-May-16,Government, GOV'T SERV - DEFAULT,£867.65
MODGPC00145218,17-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£3,450.00"
MODGPC00145219,17-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£3,203.00"
MODGPC00145220,17-May-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£2,596.00"
MODGPC00145221,17-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,£701.53
MODGPC00145222,17-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,£701.53
MODGPC00145223,17-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,810.54"
MODGPC00145224,17-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,353.20"
MODGPC00145225,17-May-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£3,419.84"
MODGPC00145226,17-May-16,Auto/Vehicle Dealers, BOAT DEALERS,£652.78
MODGPC00145227,17-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£2,696.66"
MODGPC00145228,17-May-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,124.49"
MODGPC00145229,17-May-16,Retail, GROCERY STORES/SUPERMARKETS,£561.60
MODGPC00145230,17-May-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,002.60"
MODGPC00145231,17-May-16,Other Supplies, MISC GENERAL MERCHANDISE,£858.00
MODGPC00145232,17-May-16,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£633.86
