Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2012,Current Grants,Academies Delivery Group,BARNFIELD ACADEMY TRUST LUTON,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074283,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/03/2012,Current Grants,Academies Delivery Group,BELLERIVE FCJ CATHOLIC COLLEGE,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075170,25000
Department for Education,DEPARTMENT FOR EDUCATION,16/03/2012,Current Grants,Academies Delivery Group,BIRMINGHAM CITY COUNCIL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074380,25000
Department for Education,DEPARTMENT FOR EDUCATION,26/03/2012,Current Grants,Academies Delivery Group,BIRMINGHAM CITY COUNCIL REVENUES & PAYMENTS,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075452,25000
Department for Education,DEPARTMENT FOR EDUCATION,01/03/2012,Current Grants,Academies Delivery Group,BOSWORTH COMMUNITY COLLEGE TRUST,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073205,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/03/2012,Current Grants,Academies Delivery Group,BOUGHTON PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074513,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2012,Current Grants,Academies Delivery Group,BRIMSHAM GREEN SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074285,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,BROADOAK SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073969,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,BROUGHTON JEWISH CASSEL FOX PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073579,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2012,Current Grants,Academies Delivery Group,BURSAR PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074286,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,CHATTENDEN PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073583,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/03/2012,Current Grants,Academies Delivery Group,CHINGFORD HALL PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074520,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/03/2012,Current Grants,Academies Delivery Group,CIPPENHAM INFANT SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075180,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,CONVENT OF JESUS & MARY LANGUAGE COLLEGE,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073585,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,COPTHALL SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073972,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,DARLINGTON BOROUGH COUNCIL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073586,50000
Department for Education,DEPARTMENT FOR EDUCATION,16/03/2012,Current Grants,Academies Delivery Group,DAVID ROSS EDUCATION TRUST,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074390,65000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,DORCHESTER MIDDLE SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073975,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,DORRINGTON PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073587,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,DROVE PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073976,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,EASINGTON COMMUNITY SCIENCE COLLEGE,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073977,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2012,Current Grants,Academies Delivery Group,EAST TILBURY JUNIOR SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074290,25000
Department for Education,DEPARTMENT FOR EDUCATION,26/03/2012,Current Grants,Academies Delivery Group,EASTON ROYAL COMMUNITY PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075464,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/03/2012,Current Grants,Academies Delivery Group,EATON BANK SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074532,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/03/2012,Current Grants,Academies Delivery Group,ECTON BROOK PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075189,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2012,Current Grants,Academies Delivery Group,ELBURTON PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074292,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,FEDERATION MOREDON & RODBOURNE CHENEY PRIMARY SCHS,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073999,25000
Department for Education,DEPARTMENT FOR EDUCATION,01/03/2012,Current Grants,Academies Delivery Group,FILTON AVENUE INFANT SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073220,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,GARTREE HIGH SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073594,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,GEORGE DIXON INTERNATIONAL SCHOOL & SIXTH FORM,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073980,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,GILSLAND CE PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073596,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/03/2012,Current Grants,Academies Delivery Group,GORSE HILL SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074297,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,GREAT SANKEY HIGH SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073982,25000
Department for Education,DEPARTMENT FOR EDUCATION,21/03/2012,Current Grants,Academies Delivery Group,GREENWOOD ACADEMIES TRUST,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075085,155000
Department for Education,DEPARTMENT FOR EDUCATION,28/03/2012,Current Grants,Academies Delivery Group,GREENWOOD ACADEMIES TRUST,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075641,80000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,GROVE PARK CP SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073598,25000
Department for Education,DEPARTMENT FOR EDUCATION,22/03/2012,Current Grants,Academies Delivery Group,HAMPSHIRE COUNTY COUNCIL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075193,25000
Department for Education,DEPARTMENT FOR EDUCATION,06/03/2012,Current Grants,Academies Delivery Group,HAVELOCK ACADEMY NEW ACADEMY PROJECT TEAM,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073494,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,HAWKLEY HALL HIGH SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073599,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/03/2012,Current Grants,Academies Delivery Group,HEADLANDS PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074541,25000
Department for Education,DEPARTMENT FOR EDUCATION,26/03/2012,Current Grants,Academies Delivery Group,HENRY HINDE INFANT SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075472,25000
Department for Education,DEPARTMENT FOR EDUCATION,26/03/2012,Current Grants,Academies Delivery Group,HILLCREST COMMUNITY INFANT & NURSERY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000075473,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,HOCKLEY HEATH PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073984,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,HOLY TRINITY CE VA PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073985,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/03/2012,Current Grants,Academies Delivery Group,HUNCOTE COMMUNITY PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000074544,25000
Department for Education,DEPARTMENT FOR EDUCATION,01/03/2012,Current Grants,Academies Delivery Group,JOSEPH SWAN ACADEMY,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073232,25000
Department for Education,DEPARTMENT FOR EDUCATION,12/03/2012,Current Grants,Academies Delivery Group,KIBBLESWORTH PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073987,25000
Department for Education,DEPARTMENT FOR EDUCATION,07/03/2012,Current Grants,Academies Delivery Group,KING ECGBERT SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073601,25000
Department for Education,DEPARTMENT FOR EDUCATION,01/03/2012,Current Grants,Academies Delivery Group,KING WILLIAM STREET CE VC PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000073235,25000
