Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025699380,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025647757,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025688031,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025688031,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025730138,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025570452,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025570453,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025610781,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025610781,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025610781,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,11-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025620202,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,11-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025620202,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025775762,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025775762,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INTERSERVE WORKING FUTURES,2025608804,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INTERSERVE WORKING FUTURES,2025851524,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INTERSERVE WORKING FUTURES,2025688033,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025776000,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025851743,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025788038,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025575406,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,19-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,MAXIMUS EMPLOYMENT UK LTD,2025706889,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,MAXIMUS EMPLOYMENT UK LTD,2025588602,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,08-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,MAXIMUS EMPLOYMENT UK LTD,2025616209,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025789296,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025700292,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025668470,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025689349,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,19-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,NEWCASTLE COLLEGE GROUP,2025707096,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025670037,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PERTEMPS,2025689533,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,PROSPECTS SERVICES LTD,2025689563,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,29-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REED IN PARTNERSHIP LTD,2025856781,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,08-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REED IN PARTNERSHIP LTD,2025616494,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REED IN PARTNERSHIP LTD,2025700580,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025780771,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025789913,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025595094,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,11-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025621266,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025852496,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,29-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025856782,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025700582,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,REHAB JOBFIT,2025672397,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025601793,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025612838,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025852727,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025762087,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025612838,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SEETEC BUSINESS TECHNOLOGY CENTRE LTD,2025777303,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025790493,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025700866,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025679148,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025679148,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025762088,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025777307,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025852728,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SERCO LTD,2025679148,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025781129,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025682843,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,11-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025621719,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025781129,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025790909,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025852870,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025701120,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,19-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2025708549,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025852729,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025790496,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025601796,"Ł1,350",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,22-Jun-12,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2025777472,"Ł1,349",Professional Services,Other Business Services,Interpreters
Department for Work and Pensions,Corporate,26-Jun-12,STAFF COSTS,COO,ENTERPRISE RENT A CAR UK LTD,2025787075,"Ł1,347",Travel,Vehicles,Car Hire
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,"Ł1,346",Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,"Ł1,343",Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,29-Jun-12,ACCOMMODATION,COO,TELEREAL TRILLIUM,2025857002,"Ł1,341",Estates,PRIME,PRIME Utilities
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025852729,"Ł1,339",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,JHP GROUP LTD,2025735221,"Ł1,338",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,14-Jun-12,CONTRACTED OUT SERVICES,COO,CAPITA BUSINESS SERVICES LTD,2025686289,"Ł1,337",Record Storage,Record Storage,Record Storage
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,"Ł1,336",Travel,Business Travel,Hotels
Department for Work and Pensions,Corporate,18-Jun-12,AOS CONTRACTED OUT SERVICES,COO,XEROX UK LTD,2025701121,"Ł1,336",Print & Associated Services,Reprographics,Reprographics
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,"Ł1,335",Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,"Ł1,333",Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,"Ł1,333",Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,25-Jun-12,STAFF COSTS,COO,EXPOTEL,2025779689,"Ł1,332",Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,"Ł1,331",Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,"Ł1,330",Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025852729,"Ł1,330",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025777309,"Ł1,330",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,"Ł1,328",Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Corporate,11-Jun-12,STAFF COSTS,COO,EXPOTEL,2025619971,"Ł1,328",Travel,Business Travel,Air / Rail / Ferry
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025790496,"Ł1,325",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025612841,"Ł1,325",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Jobcentre Plus,06-Jun-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025588601,"Ł1,323",Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025790496,"Ł1,319",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,18-Jun-12,STAFF COSTS,COO,EXPOTEL,2025699133,"Ł1,318",Travel,Business Travel,Hotels
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025852729,"Ł1,317",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,07-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025612841,"Ł1,317",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,22-Jun-12,OTHER GOODS AND SERVICES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,"Ł1,316",Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,22-Jun-12,OTHER OPERATING LEASES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,"Ł1,315",Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025852729,"Ł1,313",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,22-Jun-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SHAW TRUST,2025777309,"Ł1,313",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Corporate,28-Jun-12,TELEPHONE AND POSTAGE,COO,ROYAL MAIL GROUP PLC,2025852501,"Ł1,313",Document Management,Post & Courier,Domestic Mail Services
Department for Work and Pensions,Corporate,22-Jun-12,OTHER GOODS AND SERVICES,COO,INCHCAPE FLEET SOLUTIONS LTD,2025775759,"Ł1,309",Travel,Vehicles,Fleet Administration
Department for Work and Pensions,Corporate,14-Jun-12,OTHER EXPENDITURE,PS,CAPITA RESOURCING LTD,2025686290,"Ł1,308",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,18-Jun-12,AOS CONTRACTED OUT SERVICES,COO,XEROX UK LTD,2025701121,"Ł1,303",Print & Associated Services,Reprographics,Reprographics
Department for Work and Pensions,Corporate,12-Jun-12,FLEXIBLE SUPPORT FUND,COO,RSP LTD,2025626000,"Ł1,301",Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025768982,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025778884,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,26-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025782397,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,08-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025614518,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,08-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025614518,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,18-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025697013,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025553565,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025768982,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025778884,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,29-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2025854456,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2025714235,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,28-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2025850739,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,25-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2025778912,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,21-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2025768988,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2025553622,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,06-Jun-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2025553622,"Ł1,300",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
