Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Brunel University,FI150706,"£69,708.90",Lead Participant - Link project claim. January 2013 payment
Defra,Core Defra,01/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP067451,"£31,992.24","2010-2011 and 2012-2013 Reducing greenhouse gas emissions, nitrate pollution and lost productivity by fully automating nitrogen fertiliser management. February 2013 payment."
Defra,Core Defra,05/03/2013,Gas,Chief Operating Officer DG,Corona Energy,7956452,"£27,636.28",Defra Property Holding Costs - Gas for January - February 2013
Defra,Core Defra,05/03/2013,Water,Chief Operating Officer DG,Anglian Water,2.50E+12,"£48,234.84",Water Sewearage charges 27/7/12-25/1/13
Defra,Core Defra,05/03/2013,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,203068,"£38,032.60",Professional Management Services February 2013
Defra,Core Defra,05/03/2013,Civil service Pension Administration,Chief Operating Officer DG,Cabinet Office,250005759,"£127,568.40",Pension Administration Charges 01/11/12-31/03/13
Defra,Core Defra,05/03/2013,Overhead Incidental Expenses,Chief Operating Officer DG,Cabinet Office,250006550,"£498,723.00",Civil Service Human Resources expert services for the year 2012-13 ‘Expert Services’ are HR services provided to Defra by Civil Service HR (with the Cabinet Office as host) one service is Civil Service Learning
Defra,Core Defra,05/03/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130411,"£32,826.87",Websphere Process Choreographer Replacement.
Defra,Core Defra,05/03/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130632,"£30,215.41",Payment of milestones related to the development of a joint Environment Agency and Defra network
Defra,Core Defra,05/03/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130406,"£54,350.83",Technology Refresh to remove NT4 and Windows 2000 operating systems. January 2013 payment
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,Natural England,8000010936,"£82,855.62",Legal charges incurrred in preparation of Project Milton 
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,Food Standards Agency,1701941,"£53,871.60",Supervision of the Cleaning and Disinfection of Livestock vehicles 2012-13
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Forest Of Dean District Council,270213,"£44,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,City Of Stoke On Trent,270213,"£30,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Portsmouth City Council,270213,"£30,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,London Borough Of Haringey,270213,"£40,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Chiltern District Council,270213,"£30,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,05/03/2013,Capital LA Grant E,Policy Delivery DG,Wakefield Metropolitan D C,270213,"£45,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,Kings College London,SINV1233686,"£25,828.63",2012-2013 - Provision of the Air Quality Monitoring Automatic London Network 
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6150832,"£59,962.00",2012-2013 UK Ambient Air Quality Assessments February 2013 Payment
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,SKM Enviros,JW02771,"£28,915.36",WasteDataFlow administration and management
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,Food & Environment Research Agency,F0027500,"£250,000.00",ObservaTree Feasibility Study
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,The National Forest Co,210213,"£606,240.00",2012-2013 Grant in Aid payment 
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,The Planning Inspectorate,1800000311,"£26,929.45",2012-2013 Refund of charges incurred in the handling and determination of applications to the Secretary of State - Long Field Kent site.
Defra,Core Defra,05/03/2013,Current Grants E,Policy Delivery DG,South Devon AONB Unit,190213,"£128,651.00"," 2012-2013 Grant payment.
 "
Defra,Core Defra,05/03/2013,Current Grants E,Policy Delivery DG,Dartmoor National Park Authority,DARTMOOR14313,"£26,437.50",2012-2013 South West Protected Landscape Grant Payment
Defra,Core Defra,05/03/2013,Evidence Non R&D,Policy Delivery DG,Simon Christmas Ltd,150213,"£27,500.00",Biodiversity segmentation scoping study
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Pond Conservation,114,"£26,217.50",2012-2013 Biodiversity of ponds - developing and testing new approaches to data collection in the voluntary sector.
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAMAR13,"£175,090,000.00",2012-2013 - Environmental Protection/Flood Grant in Aid
Defra,Core Defra,05/03/2013,Other Current Payments E,Policy Delivery DG,Environment Agency,1150601,"£42,093.76",2012-2013 Making Space for Water in the Upper Derwent Valley
Defra,Core Defra,05/03/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1701940,"£28,277.39",Service Level Agreement - February 2013 payment.
Defra,Core Defra,05/03/2013,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1701943,"£37,091.18",2012-2013 Cattle Testing - Bovine Spongiform Encephalopathy  
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,16250,"£194,787.15","2012-2013 Insect Pollinator Initiative
"
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,Natural England,260213,"£30,242,000.00",2012-2013 Grant in Aid 
Defra,Core Defra,05/03/2013,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,10313,"£2,400,000.00",March 2013 Grant in Aid Payment
Defra,Core Defra,05/03/2013,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,10313,"£250,000.00",2012-2013 London Support Grant Services - Inshore fisheries conservation.  March 2013 payment.
Defra,Core Defra,05/03/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Health & Safety Laboratory,32885,"£120,000.00",Development of a natural hazards impacts model to quantify the impacts from a range of hazardous natural elements
Defra,Core Defra,06/03/2013,Current Transfers Abroad UK,Policy Delivery DG,Convention On Biological Diversity,BE012013,"£50,000.00",Darwin Initiative UK Contribution towards International Biodiversitiy implementation of the Nagoya Protocol
Defra,Core Defra,07/03/2013,Business Rates,Chief Operating Officer DG,D T Z,DEFRA178,"£877,792.67",Property Holding Costs related to Rents to Landlords and service charges and insurance.  February 2013.
Defra,Core Defra,07/03/2013,Oil,Chief Operating Officer DG,Corona Energy,7903262,"£82,259.53",Defra Property Holding costs Gas - December 2012
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Pricewaterhouse Coopers,1353928480,"£56,657.00",International Risk and Opportunities of Climate Change to the UK
Defra,Core Defra,07/03/2013,Current Grants E,Policy Delivery DG,Nidderdale AONB,80213,"£102,942.83",2012-2013 Area of Outstanding Natural Beauty - grant payment. 
Defra,Core Defra,07/03/2013,Other Current Payments E,Policy Delivery DG,Cornwall Council,98120669,"£25,000.00",Japanese Knotweed project  February 2013 payment
Defra,Core Defra,07/03/2013,Evidence Non R&D,Policy Delivery DG,R S P B,SLINV00023653,"£32,384.40",2012-2013 Wild Bird Populations Indices.
Defra,Core Defra,07/03/2013,Prog - Admin Costs - FLS Office Services Consultancy,Policy Delivery DG,Freshfields Bruckhaus Deringer,EUKFF134504,"£157,364.68",Legal advice for the Thames Tideway Tunnel Project 1/4/12 - 31/3/13
Defra,Core Defra,07/03/2013,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700015477,"£83,399.84",Framework Agreement for Thames Tunnel Commercial Consultancy February 2013.
Defra,Core Defra,07/03/2013,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700015385,"£49,694.40",Framework Agreement for Thames Tunnel Commercial Consultancy February 2013.
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of York,65175,"£58,610.71",Inorganic Polymer Bio-composites  1 June 2012
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of York,65174,"£47,286.06",Inorganic Polymer Bio-composites 1 October - 31 December 2012
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,RIRP067664,"£84,465.00",2012 - 2013 Environmental and Nutritional Benefits of Bioethanol Co-Products February 2013 payment
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Surrey,85004006,"£100,000.00",Sustainable Lifestyles Research Group 2010-11 and 2011-12 payments.
Defra,Core Defra,07/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Surrey,85004004,"£50,000.00",Economic and Social Research Councils contribution to the Sustainable Lifestyles Research Group
Defra,Core Defra,11/03/2013,Estates IFM Contract Variation costs,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024171,"£113,302.30",2009-2010 and 2010-2011 Variation and Final Charges due as determined by an audit.
Defra,Core Defra,11/03/2013,Other Current Payments E,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00023940,"£107,066.02",Costs incurred for the Maintenance of Foot and Mouth burial sites January 2013.
Defra,Core Defra,11/03/2013,Civil service Pension Administration,Chief Operating Officer DG,R C P S,6365,"£35,577.46",Horticulture Research International Gross Staff Pension Scheme - Pension Payment January 2013
Defra,Core Defra,11/03/2013,Application Services/Applications Delivery,Chief Operating Officer DG,IBM United Kingdom Ltd,5801131409,"£43,092.26",Development of Standard Desktop Build January 2013 payment.
Defra,Core Defra,11/03/2013,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802131111,"£59,046.04",Software refresh - Upgrade of AIX system
Defra,Core Defra,11/03/2013,Application Hosting 2 - Business Applications,Chief Operating Officer DG,IBM United Kingdom Ltd,5802131114,"£72,821.38",2011-2013 Catchup charges to December 2012 for various IT infrastructure projects.
Defra,Core Defra,11/03/2013,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00023939,"£98,861.11",Maintenance estates costs incurred over multiple sites which have been invoiced for in January 2013
Defra,Core Defra,11/03/2013,Training - Other External,Chief Operating Officer DG,H M Treasury,1.80E+13,"£41,000.00",Project to increase the UK contingent of the permanent staff of the EU institution including re-launched European Fast Stream
Defra,Core Defra,11/03/2013,Business & Technical/Consultancy Assignments,Chief Operating Officer DG,IBM United Kingdom Ltd,5802130702,"£49,849.93",Application development costs for Kew onboarding.  January 2013 payment
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023736,"£26,191.30",Wildlife Licensing 2012-13 
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022706,"£411,011.47",Payments relating to disease investigation December 2012 charges.
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022660,"£149,315.30",Payments relating to disease investigation November 2012 charges.
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023730,"£288,175.61",Payments relating to disease investigation January 2013 charges
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022664,"£391,835.95",Payments relating to disease investigation November 2012 charges.
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023726,"£109,322.95",Payments relating to disease investigation January 2013 charges.
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022702,"£151,216.18",Payments relating to disease investigation December 2012 charges.
Defra,Core Defra,11/03/2013,Payments to Agencies GB,Policy Delivery DG,Food & Environment Research Agency,ERS-513812-43073,"£43,000.00",2011-2012 Memorandum of Understanding covering Wildlife Emerging Diseases
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,360768,"£25,000.00",Campylobacter Strategy Workshop 2013
Defra,Core Defra,11/03/2013,Payments to Agencies GB,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023727,"£499,765.72",2012-2013 Funding for Border Control
Defra,Core Defra,11/03/2013,Capital LA Grant E,Policy Delivery DG,Warrington Borough Council,50313,"£35,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,The Planning Inspectorate,1800000258,"£97,474.04",2012-2013 Planning Inspectorate Casework Quarter 3 Charges.
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Ministry Of Justice,10RL110172,"£25,000.00",2012-2013 Memorandum of Understanding with the Law Commission for Conservation Covenants - Quarter 4 payment
Defra,Core Defra,11/03/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,40313,"£3,000,000.00",Local Services Support Grant March 2013 payment
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023911,"£243,250.00",2012-2013 Laboratory  Surveillance February 2013 payment.
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Department For Business Innovation & Skills,60113,"£29,419.25",2011-2012 A longitudinal model for the spread of bovine tuberculosis  - Jointly funded project with Biotechnology and Biological Sciences Research Council
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023733,"£6,126,494.68",Payments for Tuberculosis Testing  January  2013
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022667,"£6,530,297.15",Payments for Tuberculosis Testing  November 2012.
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023484,"£217,436.89",Payments for Tuberculosis Testing  Slaughterhouse cases.  February 2013 payment
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000022709,"£4,395,523.78",Payments forTuberculosisTesting  December 2012
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023908,"£175,000.00",2012-2013 Laboratory Surveillance February 2013 payment
Defra,Core Defra,11/03/2013,Payments to Agencies GB,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023728,"£182,589.07",2012-2013 Memorandum of Understanding Funding for Associated British Ports. January 2013 payment
Defra,Core Defra,11/03/2013,Payments to Agencies GB,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023734,"£100,984.45",2012-2013 Funding for perflurocarbons Transmissible Spongiform Encephalopathies - January 2013 payment
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023706,"£69,084.14",Fallen Stock Sampling Fee. January 2013 payment
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023912,"£190,516.67",2012-2013 Laboratory Surveillance February 2013
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6151232,"£25,827.59",Sustainable Consumption and Production Lead Contract  - Energy Using Products - December 2012 payment
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6151233,"£36,570.56",Sustainable Consumption and Production Lead Contract  - Energy Using Products - January 2013 payment
Defra,Core Defra,11/03/2013,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,4.12E+12,"£18,629,046.00",2012-2013 Private Finance Initiative Grant to Local Authorities 4th Quarter
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Natural Environ Research Council,7060003983,"£175,000.00",2012-2013 Marine Environment Data and Information Network
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Natural Environ Research Council,7060004098,"£34,252.00",2012-2013 Charges for Administration of MERMAN database
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023906,"£512,500.00",Scanning Surveillance of Emerging Disease covering February 2013
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023907,"£244,960.42",2012-2013 Zoonoses - February 2013 payment.
Defra,Core Defra,11/03/2013,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023910,"£31,583.33",2012-2013 Enhancing Surveillance - February 2013 payment
Defra,Core Defra,11/03/2013,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023729,"£106,083.38",2012-2013 Egg Marketing Expenditure - January 2013 payment.
Defra,Core Defra,11/03/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Food & Environment Research Agency,F0027708,"£105,000.00",Verifying the declared origin of timber using Stable Isotope and Trace Element (SITE) fingerprinting
Defra,Core Defra,12/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Global Bio Info Facility Sec,2013UK15,"£194,240.76",2013 contribution for voting participation in The Global Biodiversity Information Facility
Defra,Core Defra,12/03/2013,Current Transfers Abroad UK,Policy Delivery DG,International Union for Conservation of Nature,SI000704,"£50,000.00",Preparation for Emergency International Union for the Conservation of Nature (ICUN) Elephant meeting on Ivory Poaching Crisis. 
Defra,Core Defra,12/03/2013,Payments to Agencies GB,Policy Delivery DG,D L O Holding/Prionics AG,33592,"£188,707.36",Purchase of Tuberculin.  March 2013
Defra,Core Defra,12/03/2013,Other Current Payments E,"Strategy, Evidence and Customers DG",United Nations Environment Prog,2013MCL23102B231151,"£100,000.00",Costs of the preparation of the Fifth Session of the Inter-governmental Negotiating Committee to Prepare a Global Legally Binding Instrument on Mercury NIC5 
Defra,Core Defra,13/03/2013,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00023675,"£2,051,217.55",Payment of the March 2013 Facilities Management Core Contract fee
Defra,Core Defra,13/03/2013,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00023676,"£576,352.07",Payment of the March 2013 Facilities Management maintenance fee for reacting to incidents
Defra,Core Defra,13/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Regeneris Consulting Limited,20122055,"£32,474.40",Evaluation of the Rural Community Broadband Fund 
Defra,Core Defra,13/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Analytical Methods Trust,1010313,"£35,700.00",A Reassessment of Pork Nitrogen Factors
Defra,Core Defra,13/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Vivid Economics Ltd,22282152DEF280213,"£48,054.00",The Economic Impacts of Drought in England - February 2013 payment
Defra,Core Defra,13/03/2013,Evidence Non R&D,Policy Delivery DG,RBG Kew Enterprises Ltd,S9059NM,"£27,171.46",Provision of Scientific Services for Flora - October to December 2012
Defra,Core Defra,13/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Analytical Methods Trust,2,"£32,620.00",Determination of Nitrogen Factors for Pangasius and Alaska Pollack 
Defra,Core Defra,13/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,UNEP-WCMC,1276,"£106,041.00",National Ecosystem Assessment - December 2013
Defra,Core Defra,13/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,A B P Marine Environmental Res Ltd,4338,"£80,000.00",In-Depth review of Evidence Supporting the Recommended Marine Conservation Zones 
Defra,Core Defra,14/03/2013,Business Rates,Chief Operating Officer DG,D T Z,DEFRA179,"£5,012,167.01",Property Holding Costs related to Rents to Landlords and service charges and insurance.  March 2013 payment
Defra,Core Defra,15/03/2013,Gas,Chief Operating Officer DG,Corona Energy,7969889,"£27,816.52",Defra Property Holding costs - Gas - January-February 2013
Defra,Core Defra,15/03/2013,Electricity,Chief Operating Officer DG,E D F Energy,139020313,"£60,496.80",Defra Property Holding Costs - Electricity bill payment - period of supply 1-28 February 2013
Defra,Core Defra,15/03/2013,Gas,Chief Operating Officer DG,Corona Energy,7969942,"£95,735.77",Defra property holding costs - Gas. January - February-2013
Defra,Core Defra,15/03/2013,Gas,Chief Operating Officer DG,Corona Energy,7989518,"£127,692.24",Defra property holding costs - Gas. January - February-2013
Defra,Core Defra,15/03/2013,Gas,Chief Operating Officer DG,Corona Energy,7989622,"£42,492.50",Defra property holding costs - Gas.  March 2013
Defra,Core Defra,15/03/2013,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00024103,"£63,382.45","Refurbishment works, Nobel House "
Defra,Core Defra,15/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,The Royal Veterinary College,1.20E+13,"£96,129.00","Cost-effective strategies for Bovine Spongiform Encephalopathy and scrapie surveillance in Great Britain, and policy implications - October 2012 - March 2013"
Defra,Core Defra,15/03/2013,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6151182,"£26,196.00",2012-2013 Baseline measurements UK Stratospheric Ozone and Spectral UV. March 2013 payment. 
Defra,Core Defra,15/03/2013,Evidence Non R&D,Policy Delivery DG,Extrium Ltd,0217DEFRA,"£131,528.17",Accoustic Modelling Geographic Information Systems Advisory Contract.  March 2013 payment
Defra,Core Defra,15/03/2013,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,13001312,"£36,849.74",2011-2012 Local Air Quality Management Support
Defra,Core Defra,15/03/2013,Evidence Non R&D,Policy Delivery DG,Bureau Veritas UK Ltd,13002283,"£142,156.00",2012-2013 Air Quality Evidence base - Non-Research and Development for the Automatic Urban & Rural Network.  February 2013 payment.
Defra,Core Defra,15/03/2013,Consultancy Non-Scheme,Policy Delivery DG,Ernst & Young LLP,GB10700015383,"£89,580.00",Provision of expert external commercial financial advice to Defra for the Thames Tunnel.  29/10/12 - 30/11/12
Defra,Core Defra,15/03/2013,Evidence Non R&D,Policy Delivery DG,L G C Limited,50216522,"£157,318.53",Transmissible Spongiform Encephalopathy Testing - February 2013
Defra,Core Defra,15/03/2013,Evidence Non R&D,Policy Delivery DG,Identigen Ltd,Feb-13,"£32,518.27",Transmissible Spongiform Encephalopathy testing - Private Laboratories - February 2013
Defra,Core Defra,15/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Ricardo-A E A Ltd,6151370,"£36,190.00",Investigation of the CO2 Emissions of the Service Industries - March 2013 payment
Defra,Core Defra,15/03/2013,Other Current Payments E,Policy Delivery DG,Local Partnerships LLP,41101148,"£271,651.91",Contract for Private Finance Initiative projects - February 2013. 
Defra,Core Defra,15/03/2013,Payments to Agencies GB,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000023732,"£98,182.65",Funding for Reportable Diseases and Zoonoses - January 2013 
Defra,Core Defra,15/03/2013,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,110313,"£2,521,000.00",2012-2013 Grant in Aid payment
Defra,Core Defra,15/03/2013,Other Current Payments E,Policy Delivery DG,National Farmers Union,OP0027758,"£155,698.77",National Farming Union - Campaign for the Farmed Environment - Defra Grant  - July to December 2012
Defra,Core Defra,15/03/2013,Other Current Payments E,"Strategy, Evidence and Customers DG",Gangmasters Licensing Authority,5.03E+11,"£35,202.00",Accounts Receivable Refund ARIS: IT Forensic Equipment 
Defra,Core Defra,15/03/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Sac Commercial Ltd,1.20E+12,"£35,000.00",Transforming our use of veterinary economic assessment - March 13
Defra,Core Defra,15/03/2013,Other Current Payments (Evidence R&D),"Strategy, Evidence and Customers DG",Cranfield University,1370511,"£50,000.00",The Collaborative Centre of Excellence in Understanding and Managing Natural and Environmental Risk and Futures.  March 2013 payment
Defra,Core Defra,19/03/2013,IT Software,Chief Operating Officer DG,BravoSolution UK Ltd,BUK13V0004584,"£87,600.00",Enterprise Licence Implementation and Training.  March 13
Defra,Core Defra,19/03/2013,IT Software,Chief Operating Officer DG,BravoSolution UK Ltd,BUK12V0004493,"£189,090.00","Enterprise Licence Implementation and Training including e-tendering, e-Vendor Management and e-Performance - December 12"
Defra,Core Defra,19/03/2013,Consultancy Non-Scheme,Chief Operating Officer DG,Local Partnerships LLP,41101165,"£34,556.40",To provide commercial support to the Future of Food and Environment Research Agency - February 2013.
Defra,Core Defra,19/03/2013,Payments to Agencies UK,Chief Operating Officer DG,Food & Environment Research Agency,F0027809,"£1,941,249.96",Structural Funding charges - January 2013 to March 2013 
Defra,Core Defra,19/03/2013,Grant-in Aid Payments,Policy Delivery DG,Commission For Rural Communities,130313,"£79,745.00",2012-2013 Grant in Aid
Defra,Core Defra,19/03/2013,Other Current Payments E,Policy Delivery DG,Natural England,8000011057,"£110,917.08",Reimbursement of legal charges incurrred in preparation of Project Milton as a candidate for Special Areas of Conservation under the Habitats Directive
Defra,Core Defra,19/03/2013,Current Grants E,Policy Delivery DG,Natural England,8000011216,"£81,500.00",2012-2013 - 2013-2014 Local Biodiversity Record Centre funding - Quarters 3 & 4
Defra,Core Defra,19/03/2013,Current Grants E,Policy Delivery DG,Natural England,8000011377,"£76,369.00",2012-2013 - 2013-2014 Local Biodiversity Record Centre funding - Quarter 3 & 4 payment
Defra,Core Defra,19/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Advanced Pest Solutions Ltd,SI000208,"£30,381.00",Strategy development for bacteriophage-based biopesticides - February/March 2013
Defra,Core Defra,19/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Health & Safety Laboratory,33130,"£84,850.00",2012-2013 Biological monitoring of pesticide exposure in residents 
Defra,Core Defra,19/03/2013,Other Current Payments E,Policy Delivery DG,Natural Environ Research Council,7060004216,"£40,941.30",2012-2013 Understanding of the effects of climate change on water quality.
Defra,Core Defra,19/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Risk Solutions,140313,"£40,658.66",Evidence on Impacts of Abstraction Reform Options on the Environment and Abstractors - March 2013
Defra,Core Defra,19/03/2013,Other Current Payments E,Policy Delivery DG,Food Standards Agency,1701982,"£57,514.40",Supervision of the Cleaning and Disinfection of Livestock vehicles 2012-2013
Defra,Core Defra,19/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,BBSR10055,"£26,249.80",2012- 2013 Development of Rationally Attenuated live Vaccines for Effective Control of Infectious Bronchitis 
Defra,Core Defra,19/03/2013,Capital LA Grant E,Policy Delivery DG,London Borough Of Hounslow,120313,"£32,000.00",2012-2013  Air Quality Grant 
Defra,Core Defra,19/03/2013,Capital LA Grant E,Policy Delivery DG,Oxfordshire County Council,120313,"£50,000.00",2012-2013 Air Quality Grant
Defra,Core Defra,19/03/2013,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6151171,"£77,848.00",2012-2013 Quality services for Automatic Urban and Rural Network  - February 2013 Payment
Defra,Core Defra,19/03/2013,Evidence Non R&D,Policy Delivery DG,Ricardo-A E A Ltd,6150782,"£77,848.00",2012-2013 Quality services for Automatic Urban and Rural Network  - February 2013 payment
Defra,Core Defra,19/03/2013,Other Current Payments (Evidence R&D),Policy Delivery DG,Health Protection Agency,5431224,"£25,406.00",2012-2013 Infectious diseases associated with private water supply in England and Wales
