Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction No,Payment Description,  Total  
Ministry of Defence,Defence Support Group,15/08/2013,Direct Agency,Business Stream 2,MPI AVIATION LTD,,10210540,,"10,863.52"
Ministry of Defence,Ministry of Defence,09/08/2013,Fuel for military use,Navy Command,HENTY OIL LTD,SW1E 5BH,237459,Cost of ground diesel fuel consumed,"10,853.36"
Ministry of Defence,Ministry of Defence,05/08/2013,Property leases,Land Forces,MODUS SERVICES LIMITED,SW1A 2HB,235617,Property non dwellings private finance initiative - service concession arrangement service charge,"10,843.50"
Ministry of Defence,Ministry of Defence,29/08/2013,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,243912,Intangible fiscal asset  - in year capital addition,"10,823.63"
Ministry of Defence,Ministry of Defence,27/08/2013,Food and clothing,Defence Infrastructure Organisation ,ELIOR UK PLC,SK11 6ET,242863,Cost of clothing and textile services received,"10,816.05"
Ministry of Defence,Ministry of Defence,22/08/2013,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,241702,Utilities consumed - heating oil,"10,808.71"
Ministry of Defence,Ministry of Defence,15/08/2013,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,239316,Fiscal asset under construction - capital in year addition,"10,779.14"
Ministry of Defence,Ministry of Defence,19/08/2013,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,240639,Fiscal asset under construction - capital in year addition,"10,776.31"
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Air Command,BUNZL UK LIMITED,W1H 7JT,178380,Spend on Inventory - General,"10,722.05"
Ministry of Defence,Ministry of Defence,12/08/2013,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,238190,Military short term detached duty,"10,720.00"
Ministry of Defence,Ministry of Defence,29/08/2013,Spend on Inventory - General,Defence Equipment & Support,HYDRASUN LIMITED,AB12 3GQ,244014,Spend on Inventory - General,"10,628.01"
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,239673,Cost of other material consumed,"10,615.52"
Ministry of Defence,Ministry of Defence,14/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,238803,Equipment support project costs,"10,542.75"
Ministry of Defence,Ministry of Defence,20/08/2013,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,240933,Military short term detached duty,"10,541.80"
Ministry of Defence,Ministry of Defence,06/08/2013,IT and communication services,Joint Forces Command,RICOH UK.LIMITED,NN4 7YL,236227,Computer equipment costing below the capitalisation threshold,"10,530.76"
Ministry of Defence,Ministry of Defence,29/08/2013,International contributions,Head Office & Corporate Services,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,"10,528.70"
Ministry of Defence,Ministry of Defence,30/08/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,244871,Cost of other material consumed,"10,483.72"
Ministry of Defence,Ministry of Defence,06/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,235985,Cost of other material consumed,"10,477.05"
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,235304,Consumption of medical dental and veterinary inventory,"10,475.50"
Ministry of Defence,Ministry of Defence,22/08/2013,Fees for professional services,Air Command,LGC LTD,TW11 0LY,241757,Fees for professional services excluding legal fees,"10,464.03"
Ministry of Defence,Ministry of Defence,22/08/2013,Fees for professional services,Navy Command,LGC LTD,TW11 0LY,241757,Fees for professional services excluding legal fees,"10,464.03"
Ministry of Defence,Ministry of Defence,01/08/2013,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,234254,Consumption of medical dental and veterinary inventory,"10,461.92"
Ministry of Defence,Ministry of Defence,23/08/2013,General services and support,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,242043,Defence equipment CLS/IOS service charge,"10,451.32"
Ministry of Defence,Ministry of Defence,05/08/2013,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,235304,Consumption of medical dental and veterinary inventory,"10,424.15"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Staff Training,Infrastructure,BARCLAYCARD,,G - 9000154055 - 00169608,,"10,420.00"
Ministry of Defence,Ministry of Defence,08/08/2013,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,237194,Cost of food services,"10,414.32"
Ministry of Defence,Ministry of Defence,09/08/2013,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,URS INFRASTRUCTURE & ENVIRONMENT UK LIMITED,RG21 7PP,237761,Fiscal asset under construction - capital in year addition,"10,397.94"
Ministry of Defence,Ministry of Defence,01/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,BH15 3SS,234261,Equipment support non-project costs,"10,323.37"
Ministry of Defence,Ministry of Defence,01/08/2013,Estate management,Land Forces,SODEXO LTD,M50 0AL,234831,Estate + facilities management services - accommodation inventory + service,"10,261.13"
Ministry of Defence,Ministry of Defence,30/08/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178419,Spend on Inventory - General,"10,188.38"
Ministry of Defence,Ministry of Defence,16/08/2013,Payment of utilities,Land Forces,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,239728,Utilities consumed - gas,"10,136.33"
Ministry of Defence,Ministry of Defence,16/08/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,240098,Cost of other material consumed,"10,008.42"
Ministry of Defence,Ministry of Defence,30/08/2013,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,244412,Estate + facilities management services - accommodation inventory + service,"10,000.00"
Ministry of Defence,Ministry of Defence,15/08/2013,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,239155,Cost of other material consumed,"9,983.21"
Ministry of Defence,Ministry of Defence,30/08/2013,Payment of utilities,Head Office & Corporate Services,GB OILS LIMITED,FK5 4RB,244599,Utilities consumed - heating oil,"9,831.60"
Ministry of Defence,Ministry of Defence,27/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,242806,Medical health services,"9,806.36"
Ministry of Defence,Ministry of Defence,01/08/2013,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,234254,Consumption of medical dental and veterinary inventory,"9,729.11"
Ministry of Defence,Ministry of Defence,16/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,239707,Medical health services,"9,661.98"
Ministry of Defence,Ministry of Defence,14/08/2013,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,238614,Raw materials and consumable aviation fuel inventory purchased,"9,661.18"
Ministry of Defence,Ministry of Defence,07/08/2013,Research and development,Head Office & Corporate Services,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236430,Research and development incurred on projects with defence science and technology laboratory,"9,639.06"
Ministry of Defence,Ministry of Defence,15/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,239583,Equipment support project costs,"9,596.81"
Ministry of Defence,Ministry of Defence,22/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,BH15 3SS,241523,Equipment support non-project costs,"9,584.53"
Ministry of Defence,Ministry of Defence,20/08/2013,Fuel for military use,Defence Infrastructure Organisation ,HENTY OIL LTD,SW1E 5BH,240817,Cost of ground diesel fuel consumed,"9,544.08"
Ministry of Defence,Ministry of Defence,19/08/2013,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,AGILITY LOGISTICS LIMITED,RG1 2LG,240115,Movement of service personnel,"9,459.95"
Ministry of Defence,Ministry of Defence,28/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,243266,Cost of other material consumed,"9,441.32"
Ministry of Defence,Ministry of Defence,07/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,236319,Equipment support non-project costs,"9,436.35"
Ministry of Defence,Ministry of Defence,27/08/2013,Fuel for military use,Land Forces,HARVEST ENERGY LIMITED,W1G 0PU,242905,Cost of ground unleaded fuel consumed,"9,413.88"
Ministry of Defence,Ministry of Defence,05/08/2013,Spend on Inventory - General,Air Command,TURNER VIRR & CO. LTD,LS25 2DY,235876,Spend on Inventory - General,"9,368.81"
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,242118,Consumption of engineering and technical inventory,"9,318.49"
Ministry of Defence,Ministry of Defence,21/08/2013,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,241512,Cost of other material consumed,"9,317.24"
Ministry of Defence,Ministry of Defence,01/08/2013,Estate management,Head Office & Corporate Services,VACHERIN,EC1N 8AT,234918,Works - estate management,"9,303.12"
Ministry of Defence,Ministry of Defence,06/08/2013,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236029,Intangible fiscal asset  - in year capital addition,"9,297.12"
Ministry of Defence,Ministry of Defence,09/08/2013,Fuel for military use,Defence Equipment & Support,HARVEST ENERGY LIMITED,W1G 0PU,237453,Cost of ground diesel fuel consumed,"9,276.12"
Ministry of Defence,Ministry of Defence,23/08/2013,Spend on Inventory - General,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,242043,Spend on Inventory - General,"9,259.62"
Ministry of Defence,Ministry of Defence,29/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,243884,Medical health services,"9,161.81"
Ministry of Defence,Ministry of Defence,27/08/2013,Spend on Inventory - General,Land Forces,MEL AVIATION LTD,CO10 2YW,242960,Spend on Inventory - General,"9,132.00"
Ministry of Defence,Ministry of Defence,20/08/2013,Purchase of inventory and services ,Joint Forces Command,AAH PHARMACEUTICALS LTD,CV2 2TX,240673,Consumption of medical dental and veterinary inventory,"9,115.01"
Ministry of Defence,Ministry of Defence,23/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,"AAR INTERNATIONAL, INC.",TW6 2RE,242043,Equipment support non-project costs,"9,099.47"
Ministry of Defence,Ministry of Defence,30/08/2013,Spend on Inventory - General,Defence Equipment & Support,L WHITAKER SERVICES LIMITED,BB1 2QE,244649,Spend on Inventory - General,"9,075.36"
Ministry of Defence,Defence Support Group,22/08/2013,Indirect Agency,Business Stream 2,MPI AVIATION LTD,,10211209,,"9,051.17"
Ministry of Defence,Ministry of Defence,07/08/2013,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236430,Equipment support non-project costs,"9,038.38"
Ministry of Defence,Ministry of Defence,06/08/2013,Medical treatment & stores and welfare services,Joint Forces Command,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,236003,Medical health services,"9,017.76"
Ministry of Defence,Ministry of Defence,22/08/2013,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,241710,Medical health services,"8,963.16"
Ministry of Defence,Ministry of Defence,14/08/2013,Purchase of inventory and services ,Defence Equipment & Support,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,238669,Cost of other material consumed,"8,925.71"
Ministry of Defence,Ministry of Defence,07/08/2013,Spend on Inventory - General,Defence Equipment & Support,BUNZL UK LIMITED,W1H 7JT,178159,Spend on Inventory - General,"8,924.97"
Ministry of Defence,Ministry of Defence,07/08/2013,Fees for professional services,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,236430,Fees for professional services excluding legal fees,"8,916.76"
Ministry of Defence,Ministry of Defence,02/08/2013,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,SOFTCAT LIMITED,SL7 1TB,235239,Capital spares engineering and technical inventory single use military equip capital in year addition,"8,890.65"
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Defence Infrastructure Organisation ,REXEL UK LTD,EN6 9EB,243596,Spend on Inventory - General,"8,872.64"
Ministry of Defence,Ministry of Defence,30/08/2013,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,244488,Cost of food services,"8,858.28"
Ministry of Defence,Ministry of Defence,15/08/2013,Payment of utilities,Land Forces,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,239217,Utilities consumed - gas,"8,850.34"
Ministry of Defence,Ministry of Defence,08/08/2013,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,LE19 1ZY,236794,Utilities consumed - gas,"8,837.64"
Ministry of Defence,Ministry of Defence,12/08/2013,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,238255,Cost of purchasing and repairing clothing,"8,768.13"
Ministry of Defence,Ministry of Defence,21/08/2013,Food and clothing,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,241058,Cost of food services,"8,753.24"
Ministry of Defence,Ministry of Defence,28/08/2013,Spend on Inventory - General,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,243428,Spend on Inventory - General,"8,721.52"
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2013,Other Services & Office costs,Corporate,BARCLAYCARD,,G - 9000154055 - 00169608,,"8,703.00"
Ministry of Defence,Ministry of Defence,23/08/2013,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,242118,Consumption of engineering and technical inventory,"8,630.81"
Ministry of Defence,Ministry of Defence,13/08/2013,Purchase of inventory and services ,Navy Command,WILLIAMS LEA LIMITED,NR3 1PD,238606,Cost of other material consumed,"8,624.59"
Ministry of Defence,Defence Support Group,22/08/2013,Direct Agency,Business Stream 2,MPI AVIATION LTD,,10211238,,"8,537.78"
Ministry of Defence,Ministry of Defence,16/08/2013,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,239800,Utilities consumed - heating oil,"8,445.24"
Ministry of Defence,Ministry of Defence,13/08/2013,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,238348,Consumption of engineering and technical inventory,"8,416.66"
Ministry of Defence,Ministry of Defence,05/08/2013,Fuel for military use,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,235520,Cost of ground diesel fuel consumed,"8,402.40"
