Entity,Date,Supplier ,Amount,Description
DEFRA,14/02/2014,University Of Wales Aberystwyth,"113,103.34",Project to look at Genetic Improvements of Miscanthus (GIM) as a Sustainable Feedstock for Bio energy in the UK 2013-14 - October-December 2013
DEFRA,27/02/2014,University Of Reading,"42,075.08",Project to look at optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - February 2014
DEFRA,20/02/2014,A D A S UK Ltd,"30,502.07",Project to look at minimising nitrous oxide intensities of arable crop products - 1 October-31 December 2013
DEFRA,06/02/2014,A D A S UK Ltd,"27,586.98",Improving the sustainability of phosphorus use in arable farming - October-December 2013
DEFRA,10/02/2014,Ricardo-A E A Ltd,"26,420.00",Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) - January 2014
DEFRA,06/02/2014,Ricardo-A E A Ltd,"41,484.00",Modelling of Ambient Air Quality (MAAQ) - January 2014
DEFRA,28/02/2014,Bureau Veritas UK Ltd,"180,306.46",2013-14 Central Management and Control Unit (CMCU) of the Automatic Urban and Rural Network - January 2014
DEFRA,20/02/2014,Ricardo-A E A Ltd,"72,598.00",Variation Quality Assurance and Quality Control services for Automatic Urban and Rural Network - January 2014
DEFRA,10/02/2014,Ricardo-A E A Ltd,"35,967.50",UK National Atmospheric Emissions Inventory - January 2014
DEFRA,25/02/2014,Centre For Ecology & Hydrology,"30,868.82",Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) - 2013-14
DEFRA,12/02/2014,Ricardo-A E A Ltd,"45,140.00",Modelling of Tropospheric Ozone - For work as described in January 2014 progress report.
DEFRA,10/02/2014,National Physical Laboratory,"32,552.43",Black Carbon Research Network - 2013-14 Quarter 3.
DEFRA,10/02/2014,Ricardo-A E A Ltd,"26,423.00",Baseline measurement of stratospheric ozone - January 2014
DEFRA,20/02/2014,National Physical Laboratory,"113,600.26",2013-14 Polycyclic Aromatic Hydrocarbons (PAHs) Monitoring and Analysis Network - January 2014
DEFRA,24/02/2014,Local Partnerships LLP,"209,009.03",2013-14 Consultancy Support for Partnership proposal for Waste Infrastructure Delivery Programme contract balance - January 2014
DEFRA,18/02/2014,Isles of Scilly AONB,"3,299,089.00",Waste Local Authority grant payment - final instalment
DEFRA,18/02/2014,C E F A S,"1,802,196.25",Miscellaneous research and development projects - February 2014
DEFRA,27/02/2014,The Sir Alister Hardy Foundation For Ocean Science,"26,666.66",The Continuous Plankton Recorder Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans - February 2014
DEFRA,24/02/2014,Animal Health and Veterinary Laboratories Agency,"61,618.11",2013-14 Laboratory Surveillance - November-December 2013
DEFRA,04/02/2014,Animal Health and Veterinary Laboratories Agency,"753,010.00",Reportable Diseases and Zoonoses (RDZ) plan - April-October 2013
DEFRA,04/02/2014,Animal Health and Veterinary Laboratories Agency,"906,905.32",Reportable Diseases - April-November 2013
DEFRA,24/02/2014,Animal Health and Veterinary Laboratories Agency,"128,539.44",Reportable Diseases and Zoonoses (RDZ) plan - November-December 2013
DEFRA,24/02/2014,Animal Health and Veterinary Laboratories Agency,"426,950.00",2013-14 Laboratory Surveillance - November-December 2013
DEFRA,04/02/2014,Animal Health and Veterinary Laboratories Agency,"1,819,470.01",Recovery of Voluntary Early Retirement/Voluntary Early Severance Costs - 2011-12
DEFRA,18/02/2014,Animal Health and Veterinary Laboratories Agency,"135,047.51",Recharge to Defra of 2012-13 Foot and Mouth Disease inspection costs 
DEFRA,24/02/2014,Animal Health and Veterinary Laboratories Agency,"506,451.89",2013-14 Laboratory Surveillance - November-December 2013
DEFRA,27/02/2014,Warwick H R I,"74,409.49","Payment for work carried out on research and development project ""OREGIN - Pre-breeding research to support climate change adaptation and reduction of the environmental footprint of Oilseed rape"""
DEFRA,27/02/2014,Rothamsted Research Ltd,"105,122.40","Payment for work carried out on research and development project ""OREGIN - Pre-breeding research to support climate change adaptation and reduction of the environmental footprint of Oilseed rape"""
DEFRA,27/02/2014,University Of York,"39,099.50","Payment for work carried out on research and development project ""OREGIN - Pre-breeding research to support climate change adaptation and reduction of the environmental footprint of Oilseed rape"""
DEFRA,10/02/2014,JSS Pensions Administration,"111,420.15",Nature Conservancy Council (NCC) pension payments - January 2014
DEFRA,04/02/2014,Natural England,"16,000,000.00",2013-14 Grant in aid - February 2014
DEFRA,12/02/2014,Joint Nature Conservation Committee,"700,000.00",2013-14 Grant in aid - February 2014
DEFRA,25/02/2014,Food & Agriculture Organisation Of The U N,"155,342.72",UK Annual contribution to Plant Genetic Resources for Food and Agriculture (PGRFA) - 2014-15
DEFRA,27/02/2014,University Of Reading,"33,333.25",The Long-Term Maintenance and Scientific Curation of the National Fruit Collection - February 2014
DEFRA,18/02/2014,Animal Health and Veterinary Laboratories Agency,"35,600.57",England Poultry Meat Marketing Requirement Plan 2013-14 - November-December 2014
DEFRA,04/02/2014,Office For National Statistics,"36,076.16",Data capture of Defra surveys - 2013-14 Quarter 4
DEFRA,04/02/2014,Animal Health and Veterinary Laboratories Agency,"743,510.00",Egg Marketing Inspectorate expenditure 2013-14 - April-October 2013
DEFRA,04/02/2014,University Of Nottingham,"1,356,510.58",Rural Business Research Unit (RBR) Final payment for Farm Business Survey (FBS) - 2012-13 
DEFRA,24/02/2014,Food & Environment Research Agency,"31,983.00",Collation of evidence to support ragwort control options 
DEFRA,26/02/2014,Ricardo-A E A Ltd,"35,764.00",Delivering the agricultural greenhouse gas and ammonia inventories and projections 
DEFRA,26/02/2014,National Farmers Union,"157,180.00",Grant funding - the Campaign for the Farmed Environment (CFE) - October-December 2013.
DEFRA,04/02/2014,Animal Health and Veterinary Laboratories Agency,"75,500.00",England Poultry Meat Marketing Requirement Plan 2013-14 - April-October 2013
DEFRA,18/02/2014,Animal Health and Veterinary Laboratories Agency,"203,329.74",Egg Marketing Inspectorate expenditure 2013-14 - November-December 2013
DEFRA,12/02/2014,Brighton & Hove Council,"32,500.00",Air Quality Grant - Development of strategic action plan measures
DEFRA,20/02/2014,Bradford Metropolitan District Council,"46,000.00",Air Quality Grant - Air Quality and Health Strategy 
DEFRA,24/02/2014,Lewes District Council,"29,000.00",Air Quality Grant - Modal shift measures
DEFRA,06/02/2014,Sheffield City Council,"46,000.00",Air Quality Grant - Communication programme prior to Low Emissions Zone implementation- 2013-14
DEFRA,24/02/2014,Southampton City Council,"60,000.00","Air Quality Grant - Developing overarching Low Emission Strategies, with strategies for taxis, buses, freight, health communications, planning"
DEFRA,18/02/2014,G H K Consulting Ltd,"54,806.25",2013-14 Evidence Base Services for Energy-Using Products - January 2014
DEFRA,04/02/2014,Marine Management Organisation,"5,000,000.00",Grant in Aid - February 2014
DEFRA,04/02/2014,Dept For Communities & Local Gov,"250,000.00",Local Services Support Grant - February 2014.
DEFRA,10/02/2014,Institute of Zoology,"62,578.00",Cetacean Strandings Investigation Programme - Cetacean strandings around the UK coast - 2013-14 - January 2014.
DEFRA,26/02/2014,P O M C Consulting Ltd,"32,500.00",A review of current knowledge regarding marine genetic resources and their current and projected economic value to the UK economy - January 2014.
DEFRA,06/02/2014,Sea Mammal Research Unit,"49,150.00",Cetacean Bycatch Observer Monitoring Scheme - 2013-14 Quarter 4
DEFRA,20/02/2014,Kings College London,"34,832.00",Social Research fellowship for supporting animal welfare - Milestone 1 and 2
DEFRA,10/02/2014,Food & Environment Research Agency,"53,524.00",Metagenomics for determination of origin two - Milestone 1 and 2
DEFRA,25/02/2014,Food & Environment Research Agency,"35,580.00",Development and improvement of methods for the Wildlife Incident Investigation Scheme 2013-14 - November 2013-February 2014 payments
DEFRA,24/02/2014,C E F A S,"76,256.00",Developing fisheries surveys to incorporate other ecosystem monitoring requirements: saving money and improving advice - Milestone 5
DEFRA,14/02/2014,Cranfield University,"50,000.00",The Collaborative Centre of Excellence in Understanding and Managing Natural and Environmental Risk and Futures - January 2014
DEFRA,04/02/2014,C E F A S,"110,800.00",Developing fisheries surveys to incorporate other ecosystem monitoring requirements: saving money and improving advice - Milestone 3 and 4
DEFRA,25/02/2014,Food & Environment Research Agency,"26,374.66",Pilot study to measure drift of dust containing neonicotinoid compounds from seed treatments during drilling of autumn-sown crops in the UK - February 2014
DEFRA,04/02/2014,University Of Sheffield,"28,991.00",Defra Animal Health and Welfare Research Placement Fellows Grant - second contract extension payment
DEFRA,12/02/2014,B E T A Technology Ltd,"29,980.78",2013-14 - Provision of UK national contact points services for FP7 (Seventh Research Framework Programme) and LIFE+ (the EU financial instrument dedicated to the environment and nature conservation) - October-December 2013
DEFRA,18/02/2014,C E F A S,"50,000.00",Seedcorn allocation for 2013-14 
CCW,03/03/2014,CAPITA MANAGED IT SOLUTIONS,"25,738.80",IT Managed Services - 22 February-21 May 2014
VMD,30/01/2014,DTZ,"25,981.11",Departmental recharge for Estates services - 1 October-31 December 2013
VMD,31/01/2014,DEFRA - YORK,"45,736.00",Recharge for Human Resources services - 2013-14
VMD,06/02/2014,FOOD & ENV. RESEARCH AGENCY,"194,440.47",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme - January 2014
VMD,06/02/2014,FOOD & ENV. RESEARCH AGENCY,"27,128.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme - January 2014
VMD,10/02/2014,FOOD STANDARDS AGENCY,"28,096.43",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - January 2014.
EA,13/02/2014,Capgemini UK Plc,"7,039,956.92",IT Service Procurement Outsource service charge and work order costs - January 2014
EA,13/02/2014,Hitachi Capital Vehicle Solutions Ltd,"1,149,469.61",Supply of lease cars - February 2014
EA,06/02/2014,Shared Services Connected Ltd,"940,843.98",Shared Services - HR and Finance Services to the Environment Agency - February 2014
EA,13/02/2014,Birse Civils Ltd,"878,689.02",Programme of repairs and maintenance works to various fish passes and flood defence assets across the Anglian Region
EA,20/02/2014,Interserve Construction Ltd,"731,081.90",Boston Haven works
EA,04/02/2014,GBV JV Ltd,"724,356.15","Power supply to the piers and the North Bank, and operation, reliability improvements to south compound at Thames Barrier"
EA,04/02/2014,Birse Civils Ltd,"691,642.92",Morpeth Flood Alleviation Scheme
EA,04/02/2014,Birse Civils Ltd,"672,039.80",Grimsby Docks - Flood Risk Management Scheme
EA,13/02/2014,Ashtead Plant Hire Co Ltd,"620,814.93",Operated and Non-Operated Plant hire - January 2014 
EA,20/02/2014,Jackson Civil Engineering Ltd,"555,058.13",Sandwich Town Tidal Defences
EA,25/02/2014,Birse Civils Ltd,"544,759.84",Ipswich flood defence cable diversion infrastructure works
EA,20/02/2014,Volkerstevin Ltd,"492,142.12",Salmons Brook Flood Alleviation Scheme
EA,18/02/2014,Jackson Civil Engineering Ltd,"459,958.27",Godmanchester Flood Alleviation Scheme
EA,06/02/2014,Department for Communities & Local Government,"438,077.27","Accommodation charge for January-March 2014 - Lateral House, Leeds"
EA,06/02/2014,Interserve Construction Ltd,"413,586.41",Great Yarmouth Flood Defences
EA,20/02/2014,Redfern Travel Ltd,"410,252.95",Staff business-related travel - 16-31 January 2014
EA,20/02/2014,Volkerstevin Ltd,"404,129.32",Littlehampton Arun Tidal Defence East Bank works
EA,13/02/2014,Broadland Environmental Services Ltd,"387,457.85",Broadland Flood Alleviation Project costs
EA,25/02/2014,Interserve FM Ltd,"363,610.50",Facilities Management bought-in services - core fee - February 2014
EA,18/02/2014,ArcelorMittal Commercial Long UK Ltd,"353,283.01","River Mersey, Warrington - purchase of steel sheet piles"
EA,20/02/2014,Team Van Oord,"344,519.99",Swale tidal sluices refurbishment
EA,20/02/2014,GBV JV Ltd,"328,494.74",Warrington Flood Risk Management Scheme
EA,06/02/2014,Canal & River Trust,"300,000.00",Rivers Lee and Stort navigations works
EA,13/02/2014,Allstar Business Solutions Ltd,"299,084.49",Fuel for commercial fleet - January 2014
EA,06/02/2014,Van Oord UK Ltd,"296,842.12",Pett Beach shingle recycling assessment
EA,11/02/2014,Pertemps Recruitment Partnership Ltd,"281,655.50",Temporary staff - January 2014
EA,26/02/2014,Van Heck Group,"279,918.23",Hire of pumps and associated equipment for emergency pumping on the Somerset Levels and Moors - 06 February-03 April 2014
EA,11/02/2014,Briggs Marine Contractors Ltd,"272,666.03",National Marine Vessel Services
EA,07/02/2014,UN Geneva General Fund,"271,105.67",United Nations Framework Convention on Climate Change (UNFCC) - International Transaction Log Emissions System annual payment - 2014-15
EA,25/02/2014,Hesco Bastion Ltd,"262,500.00",Provision of sand bastions and materials replenishment at Bradney Depot as part of incident response
EA,20/02/2014,Birse Civils Ltd,"249,950.99",Denge Beach management shingle recharge - January 2014
EA,18/02/2014,Kier MG Ltd,"244,911.60",Manufacture and supply timber flood gates at Meadow Lane Lock Flood Gates
EA,18/02/2014,Hitachi Capital Vehicle Solutions Ltd,"243,243.85","Commercial Vehicles - Service, Repair and Maintenance (SIMAR) - January 2014"
EA,25/02/2014,Jackson Civil Engineering Ltd,"238,251.84",Lower Tame Flood Risk Management Scheme
EA,06/02/2014,Edenred Childcare Vouchers Ltd,"234,000.38",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral
EA,04/02/2014,NTT DATA UK Ltd,"229,787.06",Climate change agreements project
EA,11/02/2014,Galliford Try Infrastructure Ltd,"229,415.29",Rock armour stabilisation to the banks of the River Irwell
EA,20/02/2014,Reed Personnel Services Plc,"207,423.45",Provision of temporary staff and permanent recruitment - January-February 2014
EA,06/02/2014,Van Oord UK Ltd,"204,422.74",Seaford shingle recycling assessment
EA,06/02/2014,Galliford Try Infrastructure Ltd,"189,352.09",Dock Bridge refurbishment
EA,18/02/2014,CNH UK Ltd,"189,058.04",Construction Equipment CX180C Standard Boom and Dipper Excavator 700mm Pads
EA,25/02/2014,Birse Civils Ltd,"180,683.50",Street Water End Flood Alleviation Scheme
EA,04/02/2014,JacksonHyder Ltd,"179,569.42",East Farleigh Sluice Gates works
EA,04/02/2014,JacksonHyder Ltd,"178,801.84",Teddington Barge Lock works
EA,18/02/2014,Hitachi Capital Commercial Vehicle Services,"178,760.46","Service, Inspection, Maintenance and Repair of Agricultural and Construction Plant"
EA,18/02/2014,Volkerstevin Ltd,"173,780.77",Minsmere Sluice and Embankment works
EA,11/02/2014,Vertase FLI Ltd,"166,908.90",Contaminated Land remediation works
EA,06/02/2014,Jackson Civil Engineering Ltd,"166,736.15",Steeple Bumpstead Flood Alleviation Scheme
EA,13/02/2014,Amco Engineering,"158,261.53",Iden Lock Improvements
EA,06/02/2014,Halcrow Group Ltd,"154,770.82","River Mersey, Warrington Flood Risk Management Scheme"
EA,11/02/2014,Birse Civils Ltd,"153,030.11",Denge Beach management shingle recharge - December 2013
EA,18/02/2014,CNH UK Ltd,"151,673.35",Construction Equipment CX130B Long Reach Excavator 700mm Pads
EA,18/02/2014,CNH UK Ltd,"151,673.35",Construction Equipment CX130B Long Reach Excavator 700mm Pads
EA,20/02/2014,Van Heck Group,"150,257.78",Hire of pumps and associated equipment for emergency pumping on the Somerset Levels and Moors
EA,25/02/2014,ArcelorMittal Commercial Long UK Ltd,"147,029.44",Sheet metal piles for Grimsby Docks
EA,18/02/2014,ArcelorMittal Commercial Long UK Ltd,"146,836.45",Warnham Mill Pond: steel sheet piles for construction phase
EA,06/02/2014,Pevensey Coastal Defence Ltd,"146,655.85",Pevensey Bay Sea Defences
EA,13/02/2014,Teleperformance Ltd,"145,690.41",Call centre and management costs for Floodline Live Agent and recorded messaging service 
EA,25/02/2014,Interserve FM Ltd,"145,126.52",Facilities Management bought-in services - Additional Variable Services - February 2014
EA,25/02/2014,Interserve FM Ltd,"128,478.42",Facilities Management bought-in services - Repair and Replacement Fund - February 2014
EA,25/02/2014,Jackson Civil Engineering Ltd,"127,802.64",Rushey Paddle and Rymer Project
EA,06/02/2014,HR Wallingford Ltd,"124,800.00",Red Kite House rent - 23 February-22 May.2014
EA,06/02/2014,Foods Standards Agency,"124,127.51",Nuclear Licensed Site recharges
EA,20/02/2014,Volkerstevin Ltd,"123,402.76",Hillmans Cottages site clearance work in relation to Environmental Action Plan for home grown timber
EA,18/02/2014,CNH UK Ltd,"115,424.66",Construction Equipment Case CX80C Midi Excavator 
EA,04/02/2014,Apem Ltd,"115,288.20",Freshwater Ecological Advisory Services
EA,11/02/2014,Hastings Borough Council,"115,000.00",Grant funding for Hastings bathing water project
EA,25/02/2014,British Gas Business,"111,798.22",South East Renewable Electricity - February 2014
EA,13/02/2014,RVL Aviation,"110,322.38",Remote Sensing Projects
EA,04/02/2014,AEBI UK Ltd,"109,555.20","Supply and delivery of Embankment Cutters 1 x Aebi TT280, TP 200 Chipper "
EA,18/02/2014,CNH UK Ltd,"108,357.18",Construction Equipment Case Tier 4 590ST Backhoe Loader 4WD
EA,18/02/2014,CNH UK Ltd,"105,050.66",Construction Equipment Case CX80C Midi Excavator
EA,04/02/2014,AEBI UK Ltd,"103,663.20","Supply and delivery of Embankment Cutters one Aebi TT280, 2.4mt Snow Plough"
EA,25/02/2014,Construction Industry Research & Information Association,"103,200.00",International Levee Flood Embankment Handbook Project
EA,18/02/2014,Gelder Ltd,"102,206.70",Beverley Accommodation Project - associated works
EA,11/02/2014,Land & Water Services Ltd,"100,758.32",South East region soft engineering and river restoration work
EA,18/02/2014,AEBI UK Ltd,"98,155.20",Supply and delivery of Embankment Cutters one Aebi TT280
EA,13/02/2014,Team Van Oord,"92,610.67",Medmerry Managed Realignment
EA,04/02/2014,Osney Lock Hydro Ltd,"92,400.00",Osney Lock Weir Construction works
EA,06/02/2014,Anatune Ltd,"92,310.42",Gas Chromatograph Mass Spectrometer with Purge and Trap Auto-sampler
EA,25/02/2014,Jackson Civil Engineering Ltd,"87,930.00",Sandford Lock refurbishment
EA,11/02/2014,Bramber Construction Co Ltd,"87,923.58",Pevensey Depot Storage Building Project
EA,04/02/2014,Health Management Ltd,"87,644.65",Occupational Health Services - January 2014.
EA,11/02/2014,Integrated Water Services Ltd,"87,600.00",South East Region mechanical and electrical maintenance
EA,11/02/2014,AEBI UK Ltd,"87,396.00",Supply and delivery of Embankment Cutters one Aebi TT210 
EA,25/02/2014,Black & Veatch Ltd,"85,696.40",Lower Derwent appraisal works
EA,13/02/2014,CAA Ltd,"84,508.56",Motor Insurance claims - January 2014
EA,13/02/2014,Jackson Civil Engineering Ltd,"80,664.17","Anode bed replacement, to remove and replace the existing ground beds and header cables "
EA,25/02/2014,OPUS International Consultants,"80,238.36",Folkestone to Cliff End scheme: site investigation works
EA,18/02/2014,Team Van Oord,"78,911.50",Steart Coastal Management
EA,06/02/2014,JT Mackley & Co Ltd,"78,604.99",River Adur emergency work - Shoreham Airport
EA,06/02/2014,Economic Solutions Ltd,"78,288.80",Environmental Sustainability Technical Assistance project
EA,25/02/2014,MITIE Security London Ltd,"77,309.42",Security Guard services at Thames Barrier and associated sites - 18.January-14 February 2014
EA,06/02/2014,Halcrow Group Ltd,"75,817.69",Middle Tame - Perry Bar specialist surveys
EA,20/02/2014,JacksonHyder Ltd,"75,185.12",Hunstanton to Snettisham coastal repairs
EA,06/02/2014,Ground Control Ltd,"73,134.17",Jubilee River flood defence works
EA,25/02/2014,Food Standards Agency,"72,326.40",Production of 'Radioactivity in Food and the Environment' Report
EA,11/02/2014,Scisys UK Ltd,"72,023.04",Carbon Reduction Commitment - Simplification and Enhancements 
EA,18/02/2014,Cheltenham & Gloucester Cladding Ltd,"70,250.40",Window replacement at Manley House
EA,13/02/2014,Port Of London Authority,"69,972.37",Thames Barrier running costs - January 2014
EA,04/02/2014,Team Van Oord,"69,613.12",Shepperton Lock chamber refurbishment
EA,20/02/2014,Galliford Try Infrastructure Ltd,"69,153.73",Upper Mole Flood Alleviation Scheme
EA,04/02/2014,J Breheny Contractors Ltd,"67,972.79",Safety measures - Hall Place Reservoir
EA,06/02/2014,Freedom Group Of Companies Ltd,"66,360.02",Kennett and Wixoe Pumping Station control works
EA,18/02/2014,Birse Civils Ltd,"65,712.59",Culvert Works to cover 54 additional surveys required on the Yorkshire and North East Culverts package
EA,13/02/2014,CNH UK Ltd,"64,772.40",Construction Equipment CX35B ZTS Mini Excavator
EA,13/02/2014,Ricardo AEA Ltd,"64,383.60",Climate change agreements consultancy
EA,25/02/2014,Cavendish Nuclear Ltd,"64,368.96",Removal and disposal of 24 redundant radioactive lightning preventers from buildings
EA,06/02/2014,Halcrow Group Ltd,"64,178.22",Littlehampton Arun Tidal Defences East Bank
EA,06/02/2014,Halcrow Group Ltd,"63,556.76",Morpeth Flood Alleviation Scheme
EA,06/02/2014,Cofely Ltd,"59,616.00","Maintenance of Mechanical and Electrical Installations, Building Fabric and Associated Service"
EA,25/02/2014,Fugro Seacore Ltd,"59,373.81",Site investigation in connection with River Hull defences
EA,04/02/2014,Atkins Ltd,"58,590.10",Thames Tidal Front programme
EA,06/02/2014,Halcrow Group Ltd,"58,097.90",Tame appraisal works
EA,25/02/2014,Volkerstevin Ltd,"57,170.98",North East Culvert Recondition Works
EA,06/02/2014,Jacobs UK Ltd,"56,869.44",Medmerry Managed Realignment Works
EA,06/02/2014,Halcrow Group Ltd,"55,834.98",Steart Managed Realignment
EA,20/02/2014,FWAG South West,"54,180.00",Cotswold Water Park WILD Project
EA,25/02/2014,British Gas Business,"52,349.20",Supply of green electricity for Anglian region - February 2014
EA,25/02/2014,Landmark Chambers,"50,976.00",Counsel fees - water company permit appeals
EA,06/02/2014,Asite Solutions Ltd,"50,841.00",Document Management and Workflow Software with Contract Administration 
EA,06/02/2014,Jacobs UK Ltd,"50,260.07","River Mersey, Warrington Flood Risk Management Scheme"
EA,25/02/2014,Nomenca Ltd,"50,206.31",Mechanical and Electrical Maintenance (South West)
EA,18/02/2014,Whitehouse Construction Co Ltd,"48,690.55",Lower Thames property level flood protection work
EA,25/02/2014,Allianz Engineering,"48,000.00",Lifting operations and lifting equipment inspections
EA,18/02/2014,Whitehouse Construction Co Ltd,"47,936.88",Oakington - property level flood mitigation works
EA,13/02/2014,Volkerstevin Ltd,"47,466.17",Thames Barrier drive equipment logic control works
EA,13/02/2014,Natural Resources Wales,"46,959.00",Accommodation charge - 1 October 2013-31 March 2014
EA,18/02/2014,Esh Construction Ltd,"46,043.81",Adwick on Dearne flood bank works
EA,25/02/2014,Dorset County Council,"45,600.00",Replacement footbridge at Throop
EA,06/02/2014,Experian Ltd,"45,600.00",Company hierarchy data - July 2013-December 2014
EA,25/02/2014,British Gas Business,"45,298.68",South West Region Renewable electricity - February 2014
EA,06/02/2014,CEFAS,"45,000.00",Hosting and support charges - live fish movements database - October-December 2013.
EA,20/02/2014,White Young Green,"44,955.42",Groundwater observation boreholes - North East Region
EA,04/02/2014,OnSite Central Ltd,"44,423.02",CCTV culverts/inspection services
EA,25/02/2014,Ove Arup & Partners Ltd,"43,460.50",Humber strategy - technical assistance
EA,20/02/2014,Tony Hole Marine Ltd,"43,002.50","Vessels - Service, Repair and Maintenance (SIMAR) - January 2014"
EA,06/02/2014,Boulting Technology,"42,266.83",Regional Mechanical and Electrical Maintenance - North West Region
EA,17/02/2014,Topland Ridgeway Ltd,"42,200.00","Property costs - Stockdale House, Leeds"
EA,13/02/2014,Boulting Technology,"42,021.00",Cocker Bridge Penstock and Flap Replacement Works - 4 October 2013-31 March 2014
EA,06/02/2014,Highways Agency,"42,009.52","3rd Floor, Lateral House, Leeds rent, service charge, business rates, electricity"
EA,06/02/2014,Halcrow Group Ltd,"41,917.96",Sandwich Town Tidal Defences
EA,25/02/2014,British Gas Business,"41,022.70",Midlands Region energy charges - February 2014
EA,06/02/2014,LGC Ltd,"40,467.00",Independent Analysis of Effluent Samples
EA,06/02/2014,Municipal Mutual Insurance Ltd,"40,025.00",Insurance scheme costs
EA,20/02/2014,Cleartrack EVL Ltd,"39,622.86",Minor Maintenance works in the Kennet and Loddon and Wey catchments
EA,11/02/2014,Enterprise Rent A Car,"38,943.03",National Vehicle Spot Hire - January 2014
EA,13/02/2014,P & R Plant Lincolnshire Ltd,"38,880.00",Weed control by Weed Boat
EA,04/02/2014,OPUS International Consultants,"38,162.41",Ground investigations for Totnes Flood Defence Improvements
EA,25/02/2014,Information Processing Ltd,"38,098.91","Development, hosting and support of electronic duty of care (edoc) IT system"
EA,25/02/2014,Ove Arup & Partners Ltd,"37,473.90",Hull frontage improvements
EA,06/02/2014,Industrial Water Jetting Systems Ltd,"36,922.82",Tidal Trent CCTV structural and service condition surveys completion
EA,25/02/2014,Swets Infomation Services,"36,534.53",Subscription to multidisciplinary research e-journals - 4 December 2013-3 December 2014
EA,25/02/2014,ECS Engineering Services Ltd,"36,228.00",Install safety platform at Orton Sluice
EA,13/02/2014,Natural Resources Wales,"36,011.00",Manley Hall Gauging Station Improvements: feasibility and design
EA,25/02/2014,Jackson Civil Engineering Ltd,"35,999.86",Chelmsford Flood Alleviation Scheme
EA,06/02/2014,Birch Brothers Kidderminster Ltd,"35,898.00",Horsbere Brook works
EA,20/02/2014,GBV JV Ltd,"35,780.30",Pickhill emergency works
EA,11/02/2014,EDF Energy Plc,"35,725.72",Electricity supplied to the Thames Barrier
EA,25/02/2014,Galliford Try Infrastructure Ltd,"35,474.64",Teston Lock refurbishments
EA,11/02/2014,Wiltshire Wildlife Trust,"35,151.50",Invasive Plants Avon (Source to Sea) partnership project
EA,04/02/2014,Caci Ltd,"35,093.53",Waste Carriers Registration Service - application support for 12 Months - 16 December 2013-15 December 2014
EA,13/02/2014,Roshal Space Consultants Ltd,"34,686.97",Building works for Atcham closure project
EA,25/02/2014,3KQ,"34,290.71",Risk Communications Sciencewise Project - 7 October 2013-31 May 2014
EA,06/02/2014,William Pye Ltd,"33,600.00","Riverside Wall Repairs, Bamber Bridge"
EA,25/02/2014,Her Majestys Revenue & Customs,"32,178.62",Information for the prevention and detection of crime
EA,06/02/2014,Halcrow Group Ltd,"31,897.74",Salmons Brook Flood Alleviation Scheme
EA,06/02/2014,Halcrow Group Ltd,"31,134.00",Port Clarence and Greatham South project appraisal works
EA,13/02/2014,Amco Engineering,"30,891.94",Minor Civil Engineering Works - North East Region
EA,13/02/2014,JacksonHyder Ltd,"30,542.98",The Beck Mouseweet Brook - Design and Build 
EA,06/02/2014,Halcrow Group Ltd,"30,433.63",Paddle and Rymer Project
EA,25/02/2014,Adas UK Ltd,"30,000.00",River Frome Sediment Flux Monitoring and Sediment Fingerprinting
EA,11/02/2014,Lancashire County Council,"30,000.00",Flood Coastal Risk Management partnership
EA,25/02/2014,Wandle Trust,"30,000.00",Project to enable Wandle Carshalton Arm to reach Good Ecological Potential
EA,13/02/2014,Greater London Authority,"30,000.00",London Climate Change Partnership - Project Officer Costs
EA,13/02/2014,Gabriel Information Solutions Ltd,"29,824.56",Data flow mapping - January 2014
EA,04/02/2014,Boulting Technology,"29,771.82",North West - Regional Mechanical and Electrical Maintenance of Fixed Plant and Systems
EA,20/02/2014,Halcrow Group Ltd,"29,700.00",Humber Flood Risk Management
EA,13/02/2014,Severn Trent Water,"29,698.39",Ladybower Reservoir - 1 April 2013-31 March 2014
EA,04/02/2014,Van Oord UK Ltd,"29,643.45",Carry out emergency removal of shingle from mouth of Cuckmere Estuary and deposit on West Beach
EA,20/02/2014,Ordnance Survey,"29,585.88",Royalty payment for supply of National Flood Risk Assessment maps
EA,25/02/2014,Atkins Ltd,"29,064.92",Hire Limestone Phase 3 Groundwater Model
EA,25/02/2014,Nomenca Ltd,"28,964.14",Reactive Works for the Winter Flooding of 2013-14 - Bristol Avon
EA,25/02/2014,Hitachi Capital Vehicle Solutions Ltd,"28,925.98",National Vehicle Management fees - January 2014.
EA,06/02/2014,Halcrow Group Ltd,"28,886.74",Sandwich Bay sea defences 
EA,18/02/2014,Barhale plc,"28,800.97",Access improvements at Dimsdale Pumping Station
EA,13/02/2014,Oval Events Ltd,"28,609.20",Environmental Permitting Regulations Water Quality Appeals Costs
