Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,04/09/2014,IT Software,Chief Operating Officer DG,M D S Technologies Ltd,3641,"48,921",Hosting to support the test and development environments for Common Agriculture Policy Delivery - 1 July 2014,SN13 9GB,SME,cap024,CAPDFA08,Expense,
DEFRA,DEFRA,02/09/2014,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,20914,"1,600,000",Grant in Aid - September 2014,NE4 7YH,SME,Grant,0,Expense,
DEFRA,DEFRA,16/09/2014,Current Grants E,Policy Delivery DG,National Farmers Union,OP0029381,"156,797",The Campaign for the Farmed Environment - April-June 2014,CV8 2TZ,SME,26033,0,Expense,
DEFRA,DEFRA,18/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,National Physical Laboratory,121466,"27,862",Airborne Particulate Concentrations and numbers in the UK - June 2014,TW11 0LW,SME,AQ0604,AQRDXXXX,Expense,
DEFRA,DEFRA,18/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,National Physical Laboratory,121815,"28,549",Airborne Particulate Concentrations and numbers in the UK - July 2014,TW11 0LW,SME,AQ0604,AQRDXXXX,Expense,
DEFRA,DEFRA,18/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,National Physical Laboratory,122146,"25,932",Airborne Particulate Concentrations and numbers in the UK - August 2014,TW11 0LW,SME,AQ0604,AQRDXXXX,Expense,
DEFRA,DEFRA,02/09/2014,Grant-in Aid Payments,Policy Delivery DG,Natural England,270814,"13,000,000",Grant in Aid - September 2014,YO1 7PX,,IGS GIA,0,Expense,
DEFRA,DEFRA,10/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,NERA UK Ltd,UK3994,"34,920",Water Bills Projection Model - Inception note,W1C 1BE,,WT1557,0,Expense,
DEFRA,DEFRA,10/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,NERA UK Ltd,UK4026,"37,605",Water Bills Projection Model - Present interim report and Draft handbook,W1C 1BE,,WT1557,0,Expense,
DEFRA,DEFRA,04/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Nottingham Trent University,1131703,"28,514","Developing and trialling new, more resource efficient, product offerings (Reuse and Repair of Vacuum Cleaners)",NG1 4BU,,EV0554,0,Expense,
DEFRA,DEFRA,10/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",Oecd,50914,"40,026",UK Contribution for Biological and resource Management UK contribution 2014,75775,,,EUIPARTN,Expense,
DEFRA,DEFRA,08/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Public Health England,6051694,"36,000",Research and development project to produce a Decision Support Tool to assist with the use of UK Recovery Handbooks on Radiological and Chemical incidents by Public Health England. ,SP4 0JG,,,0,Expense,
DEFRA,DEFRA,22/09/2014,IBM Base Services Control,Chief Operating Officer DG,Rackspace Ltd,392043,"25,838",Additional funding and extension for Existing G-Cloud 2 contract - May 2014-March 2015,UB3 4AZ,SME,CAP259,CAPDFA08,Expense,
DEFRA,DEFRA,08/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Regeneris Consulting Limited,20132567,"30,245",Rural Community Broadband Fund evaluation fees and expenditure to May 2014,M1 4DY,SME,Exempt,0,Expense,
DEFRA,DEFRA,18/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",Resource Decisions Ltd,150914,"34,200",Managing Research and Development to underpin Defra’s smarter regulation reforms - June-July 2014,W12 8JW,SME,BR0120,0,Expense,
DEFRA,DEFRA,26/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Ricardo-A E A Ltd,6156757,"40,218",UK National Atmospheric Emissions Inventory - August 2014,OX11 0QR,,AQ0726,AQRDXXXX,Expense,
DEFRA,DEFRA,12/09/2014,Evidence Non RandD,Policy Delivery DG,Ricardo-A E A Ltd,6156750,"76,261",2014-15 - Quality Assurance/Quality Control services for Automatic Urban and Rural Network (AURN) - August 2014,OX11 0QR,,Exempt,AQNONRDX,Expense,
DEFRA,DEFRA,30/09/2014,Evidence Non RandD,Policy Delivery DG,Ricardo-A E A Ltd,6156822,"27,403",Management of the Air Quality Data Dissemination Unit - Fixed charges - August 2014,OX11 0QR,,14621,AQNONRDX,Expense,
DEFRA,DEFRA,12/09/2014,Evidence Non RandD,Policy Delivery DG,Ricardo-A E A Ltd,6156795,"49,649",Baseline measurements on UK Stratospheric Ozone and Spectral Ultraviolet - August 2014,OX11 0QR,,Exempt,AQNONRDX,Expense,
DEFRA,DEFRA,22/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Ricardo-A E A Ltd,6156804,"25,709",Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) - August 2014,OX11 0QR,,Exempt,AQRDXXXX,Expense,
DEFRA,DEFRA,04/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Risk Solutions,1989,"45,795",Assessment of behaviour of and impacts on Water Companies to contribute to the impact assessment of abstraction reform options - Final payment of contract extension to 30 April 2014,WA2 7LT,SME,WT0995,0,Expense,
DEFRA,DEFRA,29/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,Rothamsted Research Ltd,ERS-545417-49846,"27,694",Lowland peatland systems in England and Wales: evaluating greenhouse gas fluxes and carbon balances - 2014-15 Milestones,AL5 2JQ,,exempt,0,Expense,
DEFRA,DEFRA,22/09/2014,Evidence Non RandD,Policy Delivery DG,Royal Botanic Gardens Kew,RBGIN00735,"32,473",Delivery of Convention on International Trade in Endangered Species of Wild Flaura and Fauna (CITES) Policy relating to flora - April-June 2014,TW9 3AB,,WC1053,BIODECOS,Expense,
DEFRA,DEFRA,02/09/2014,Grant-in Aid Payments,Chief Operating Officer DG,Royal Botanic Gardens Kew,KEWGIA061415,"2,010,909",Grant In Aid - September 2014,TW9 3AB,,GIA,0,Expense,
DEFRA,DEFRA,10/09/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",Royal Society Of Wildlife Trusts,SIN006124,"30,000",Enabling Badger Vaccine Deployment - Grant Funding (Final installment),NG24 1WT,SME,18454 GIA,BVAC0001,Expense,
DEFRA,DEFRA,16/09/2014,Payover,Central Finance Group,Rural Payments Agency,70814,"1,937,510",Defra forwarding Rural Payments Agency portion of VAT refund - 2014-15 Quarter 1,RG1 1AF,SME,,0,Liability,
DEFRA,DEFRA,30/09/2014,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,ARI000105,"25,685",Laboratory charges for official sampling of Olive Oil - 2014-15 Quarter 1,RG1 1AF,SME,IGS,0,Expense,
DEFRA,DEFRA,30/09/2014,Excess Fares,Chief Operating Officer DG,Rural Payments Agency,ARI000087,"35,247",Travel claims paid to Rural Payment Agency staff as a result of their relocation from Northallerton to York to save the property costs of the Northallerton site -2014-15 July 2014,RG1 3BU,SME,DFP,B1850000,Expense,
DEFRA,DEFRA,16/09/2014,Excess Fares,Chief Operating Officer DG,Rural Payments Agency,337745,"45,695",Travel claims paid to Rural Payment Agency staff as a result of their relocation from Northallerton to York to save the property costs of the Northallerton site - 2014-15 April 2014,RG1 3BU,SME,DFP,B1850000,Expense,
DEFRA,DEFRA,26/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,S Q W Ltd,17291,"47,266",Developing and implementing a monitoring and evaluation framework for the Rural Growth Network initiative - May-July 2014,NW1 1JD,SME,RE0250,0,Expense,
DEFRA,DEFRA,02/09/2014,Consultancy Scheme,"Strategy, International and Biosecurity DG",Serco Ltd,91032046,"29,095",Initiation of the One Business monitoring project,RG27 9UY,,21374,0,Expense,
DEFRA,DEFRA,30/09/2014,Advisory Services,Chief Operating Officer DG,Shared Services Connected Ltd,100000458,"630,397",Shared Services provided by Steria - Fixed Monthly Charge - September 2014,HP2 7AH,,ecm_4524,0,Expense,
DEFRA,DEFRA,08/09/2014,Evidence Non RandD,Policy Delivery DG,Sinclair Knight Merz (Europe) Ltd,KU0924003,"26,096",Waste Data Flow administration and management - August 2014,CB3 6DP,,20407,0,Expense,
DEFRA,DEFRA,02/09/2014,Evidence Non RandD,Policy Delivery DG,Sinclair Knight Merz (Europe) Ltd,KU120000001,"38,925",Specialist Policy Advice to Support the Agreement and implementation of a New  EU F Gas Regulation and Negotiations on Global Action on the Use and Emissions of Hydrofluorocarbon,M5 3NN,,21010,AQRDXXXX,Expense,
DEFRA,DEFRA,30/09/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Group Ltd,732F400654,"161,972",Software development - July 2014,EC2N 1HT,,CAP194,CAPDFA02,Asset,
DEFRA,DEFRA,30/09/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Group Ltd,732F400658,"98,888",Software development - June 2014,EC2N 1HT,,CAP194,CAPDFA02,Asset,
DEFRA,DEFRA,30/09/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Group Ltd,732F400656,"188,421",Software development - Sprint 7,EC2N 1HT,,CAP194,CAPDFA02,Asset,
DEFRA,DEFRA,30/09/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Sopra Group Ltd,732F400655,"188,421",Software development - Sprint 8,EC2N 1HT,,CAP194,CAPDFA02,Asset,
DEFRA,DEFRA,22/09/2014,Other Current Payments E,Policy Delivery DG,South West Water Services Ltd,M0333043,"9,947,794",Reduction of the water sewerage charges levied on certain customers - 2014-15 Quarter 2,EX2 7HR,,Funding,0,Expense,
DEFRA,DEFRA,08/09/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",South Western B P S (UK) Ltd,30000130,"44,406","Provision of an electronic reporting system and database for sheep, goats and deer - Variable costs - July 2014",NW1 5RA,SME,17731,0,Expense,
DEFRA,DEFRA,10/09/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",South Western B P S (UK) Ltd,30000137,"41,613","Provision of an electronic reporting system and database for sheep, goats and deer -  Variable costs - August 2014",NW1 5RA,SME,17731,0,Expense,
DEFRA,DEFRA,02/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL885271,"250,852","Consultancy: Integrated Management and Control of the EU, Regional and National Common Agricultural policies for the Virtual Team - June-October 2014 (2nd installment)",B11 2LE,SME,CAP081,CAPDFA01,Expense,
DEFRA,DEFRA,02/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL874631,"304,160","Consultancy: Integrated Management and Control of the EU, Regional and National Common Agricultural policies for the Virtual Team - June-October 2014  (1st installment)",B11 2LE,SME,CAP081,CAPDFA01,Asset,
DEFRA,DEFRA,26/09/2014,IT Maintenance,Chief Operating Officer DG,Specialist Computer Centres,OPL893951,"219,838",Common Agriculture Policy Delivery (CAPD) Information Services Support Service - 2014-15,B11 2LE,SME,CAP010,CAPDFA01,Expense,
DEFRA,DEFRA,08/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL870823,"480,933",Agile developers working on Common Agricultural Policy Delivery Programme - 12-25 June 2014,B11 2LE,SME,CAP010,CAPDFA01,Asset,
DEFRA,DEFRA,18/09/2014,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL888826,"31,878",Agile developers working on Common Agricultural Policy Delivery Programme- 1-14 May 2014,B11 2LE,SME,CAP010,CAPDFA01,Asset,
DEFRA,DEFRA,04/09/2014,Contractor - Management Cover,Chief Operating Officer DG,Specialist Computer Centres,OPL878575,"106,436",Legacy Transition - Managed file transfer,B11 2LE,SME,CAP010,CAPDFA10,Expense,
DEFRA,DEFRA,02/09/2014,Other Current Payments (GB),Policy Delivery DG,The Coal Authority,CA116768,"428,923",To address the polluted water emanating from the Wheal Jane Abandoned Mine - July-September 2014,NG18 4RG,SME,17479,0,Expense,
DEFRA,DEFRA,02/09/2014,Other Current Payments E,Policy Delivery DG,The Coal Authority,CA116765,"1,369,985",To address the polluted water emanating from Abandoned Mines (excluding Wheal Jane) - 2014 Quarter 1 and Quarter 2,NG18 4RG,SME,17479,0,Expense,
DEFRA,DEFRA,26/09/2014,Current Grants E,Policy Delivery DG,The National Association for AONBs,290514,"62,000",Financial assistance to nominated organisation under a statutory instrument. To suport the work of the Area of Outstanding Natural Beauty partnerships,GL54 3JH,SME,GIA,NAAONB01,Expense,
DEFRA,DEFRA,30/09/2014,Grant-in Aid Payments,Policy Delivery DG,The National Forest Co,160914,"396,266",Grant in Aid - October-December 2014,DE12 6BA,SME,GIA,0,Expense,
DEFRA,DEFRA,29/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-545582-49949,"35,009",Molecular epidemiology of foot-and-mouth disease virus - September 2014,GU24 0NF,,SE2940,0,Expense,
DEFRA,DEFRA,29/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-545586-49952,"27,905",Understanding and predicting the spread of vector- and aerosol-borne livestock pathogens in the United Kingdom - September 2014,GU24 0NF,,Exempt,0,Expense,
DEFRA,DEFRA,29/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-545561-49945,"71,295",Further development of Reverse Transcription - Polymerase Chain Reaction technology in suport of Foot and Mouth Disease diagnosis - September 2014,GU24 0NF,,exempt,0,Expense,
DEFRA,DEFRA,29/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-545581-49948,"65,767",Developing improved methods to quantify transmission of Foot and Mouth Disease virus - September 2014,GU24 0NF,,SE2815,0,Expense,
DEFRA,DEFRA,16/09/2014,Sundry Creditors,Chief Operating Officer DG,The Scottish Government,120914,"2,223,549",Reimbursement - European Fisheries Fund - July 2014,EH6 6QQ,,,MARP1EFF,Liability,
DEFRA,DEFRA,30/09/2014,Sundry Debtors,Chief Operating Officer DG,The Scottish Government,240914,"8,224,499",Financial Instrument Fisheries Guidance (FIFG) reimbursement to Marine Scotland,EH6 6QQ,,IGS,FIFG2000,Asset,
DEFRA,DEFRA,10/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",The Wellcome Trust,5205604,"25,000",Annual contribution to UK Collaborative on Development Sciences - 2014-15,NW1 2BE,,14253,0,Expense,
DEFRA,DEFRA,18/09/2014,Current Grants E,"Strategy, International and Biosecurity DG",Tree Aid,50814,"30,177",Darwin Grant - Wof Washa Forest: Sustainable Management for Resilient Livelihoods - April-June 2014,BS2 8PE,SME,20063,DARWDFID,Expense,
DEFRA,DEFRA,18/09/2014,Current Grants E,"Strategy, International and Biosecurity DG",Tree Aid,120814,"30,177",Darwin Grant - Wof Washa Forest: Sustainable Management for Resilient Livelihoods - July-September 2014,BS2 8PE,SME,20063,DARWDFID,Expense,
DEFRA,DEFRA,12/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",Triveritas,1464,"86,723",Field trial design to test and validate performance of the Bacillus Calmette-Guerin (BCG) vaccine and associated Differentiation of Infected and Vaccinated Animals (DIVA) diagnostic test in England and Wales - second installment,CA8 9JY,SME,SE3287,0,Expense,
DEFRA,DEFRA,02/09/2014,Other Current Payments E,"Strategy, International and Biosecurity DG",U K Coordinating Body,ARI000095,"47,300",Common Agricultural Policy payments database and website - 1st installment,RG1 1AF,,IGS,0,Expense,
DEFRA,DEFRA,04/09/2014,Other Current Payments (Evidence RandD),"Strategy, International and Biosecurity DG",University Of Leeds,90199360,"34,915",Development of a cost-effective method for monitoring the effectiveness of mitigation for bats crossing linear transport infrastructure - Milestones 5 and 6,LS2 9JT,,WC1060,0,Expense,
DEFRA,DEFRA,29/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,University Of Reading,ERS-545301-49825,"45,602",Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - September 2014,RG6 6AH,,,SFFS0005,Expense,
DEFRA,DEFRA,12/09/2014,Other Current Payments E,Policy Delivery DG,University Of Reading,102537,"30,948","The long term housing, maintenance and scientific curation of the National Fruit Collections - September 2014",RG6 6AH,,GC0146,PGR00001,Expense,
DEFRA,DEFRA,04/09/2014,Other Current Payments (Evidence RandD),Policy Delivery DG,University Of Warwick,90768925,"102,643",Research project costs: Vegetable Genetic Improvement Network for leafy and field vegetables,CV4 8UW,,CH0101,0,Expense,
DEFRA,DEFRA,08/09/2014,Mobile Phones,Central Finance Group,Vodafone Ltd,73061502,"58,495",Mobile phone charges - August 2014,RG14 5FF,,,0,Asset,
DEFRA,DEFRA,24/09/2014,Current Grants E,Policy Delivery DG,Waste and Resources Action Programme,SEPT1120914,"1,320,265",Waste and Resources Action Programme Grant funding - September 2014,OX16 0AH,,Grant,0,Expense,
DEFRA,DEFRA,16/09/2014,Sundry Creditors,Chief Operating Officer DG,Welsh Government,120914,"1,412,805",European Fisheries Fund reimbursement - July 2014,CF10 3NQ,,,MARP1EFF,Liability,
DEFRA,DEFRA,09/09/2014,Current Grants E,"Strategy, International and Biosecurity DG",World Wide Fund for Nature (WWF),50914,"33,614",Worldwide Fund for Nature project for community-based conservation and livelihoods development within Kenya’s Boni-Dodori forest ecosystem - 2014-15 Quarter 2,200,SME,,DARWDFID,Expense,
DEFRA,Cefas,18/09/2014,G5 DST,Fisheries and Ecosystem,CEFAS TECHNOLOGY LTD,20066010,"26,250","Electronic data storage tags that record depth and temperature from the fish to which they are attached. The tags  are mounted in floats so that any that come off (e.g. if the fish dies) will float and be washed ashore and, hopefully, someone will find and return them.",NR33 0HT,STANSME,,C5443,G5 DST,800 2261 92
DEFRA,Cefas,30/09/2014,Data Collection Services,Monitoring and Programme Management,ENVIRONMENT AGENCY,20066478,"36,884","Recommended Marine Coastal Zones (RMCZ) surveys at Runswick Bay and Coquet St Marys, including hire, couriers report writing and data submission",PE2 8YD,STAN,,C5785,Data Collection Services,
DEFRA ,CCW,10/09/2014,Rentals - Operating Lease - IT,Consumer Relations,CAPITA MANAGED IT SOLUTIONS,93861737,"32,817",IT Managed Services - 22 August-21 November 2014,BT36 7LQ,LARGE,N/A,N/A,Programme,GB618184140
DEFRA,KEW,09/09/2014,Gas,Utilities,CORONA ENERGY RETAIL 4 LIMITED,MS0237642,"28,070",Natural Gas to Kew Gardens - 1 August-1 Spetember 2014,,,,,,
DEFRA,KEW,11/08/2014,Electricity,Utilities,EDF Energy Customers plc,MS0236485,"70,779",Electrcity to Kew Gardens - July 2014,,,,,,
DEFRA,KEW,11/09/2014,Energy Efficiency,CRC Adminstration,DEPARTMENT OF ENERGY and CLIMATE CHANGE,MS0237355,"90,072",Carbon reduction commitment energy efficiency scheme ,,,,,,
DEFRA,KEW,30/06/2014,General cleaning,General cleaning,Julius Rutherfoord Commercial Cleaning,MS0235327,"36,002",Cleaning of all Public/Staff areas,,,,,,
DEFRA,KEW,30/07/2014,General cleaning,General cleaning,Julius Rutherfoord Commercial Cleaning,MS0236147,"36,002",Cleaning of all Public/Staff areas,,,,,,
DEFRA,KEW,30/08/2014,General cleaning,General cleaning,Julius Rutherfoord Commercial Cleaning,MS0237442,"36,002",Cleaning of all Public/Staff areas,,,,,,
DEFRA,KEW,01/08/2014,Marketing programme,Marketing,Kindred Agency Ltd,MS0236025,"34,979","Campaign creative, social media and PR services for Grow Wild",,,,,,
DEFRA,KEW,11/03/2014,Council Tax,Council Tax,London Borough of Richmond Upon Thames,MS0237810,"26,807",Business rates - 2014-15,,,,,,
DEFRA,KEW,21/08/2014,Planned Maintenance,Planned Maintenance,Norland Managed Services Ltd,MS0236871,"206,532",Annual maintenance cost for Kew and Wakehurst Place  ,,,,,,
DEFRA,KEW,25/09/2014,Professional Fee,Professional Services,Oxford University Press,MS0238012,"39,847",Professional Fees - Scientific,,,,,,
DEFRA,KEW,17/09/2014,Planned Maintenance,Planned Maintenance,Skanska Rashleigh Weatherfoil,MS0237811,"39,317",Herbarium Wing D Contract/Project works,,,,,,
DEFRA,KEW,17/09/2014,Planned Maintenance,Planned Maintenance,Skanska Rashleigh Weatherfoil,MS0237812,"71,791","Herbarium, Library, Art and Archives (HLAA) Wing D Construction works",,,,,,
DEFRA,KEW,17/09/2014,Planned Maintenance,Planned Maintenance,Skanska Rashleigh Weatherfoil,MS0237813,"70,470","Herbarium, Library, Art and Archives (HLAA) Wing E, Construction works.",,,,,,
DEFRA,KEW,11/08/2014,Planned Maintenance,Planned Maintenance,Skanska Rashleigh Weatherfoil,MS0236507,"101,634",Replacement of Air Handling Systems and associated works in the Jodrell Laboratory,,,,,,
DEFRA,KEW,10/09/2014,Planned Maintenance,Planned Maintenance,SSE Contracting Ltd,MS0237645,"37,368","Herbarium, Library, Art and Archives (HLAA) Wing E, Construction works.",,,,,,
DEFRA,KEW,08/08/2014,Water,Utilities,Thames Water Utilities Ltd,MS0236721,"38,128",Supply of fresh water and water treatment to Kew Gardens ,,,,,,
DEFRA,KEW,18/08/2014,Planned Maintenance,Planned Maintenance,Turner and Townsend Project Management Ltd,MS0236717,"42,127",Refurbishment works to the Temperate House - Invoiced 18 August 2014,,,,,,
DEFRA,KEW,25/09/2014,Planned Maintenance,Planned Maintenance,Turner and Townsend Project Management Ltd,MS0237991,"42,127",Refurbishment works to the Temperate House - Invoiced 25 September 2014,,,,,,
DEFRA,KEW,28/08/2014,Planned Maintenance,Planned Maintenance,Unigro Ltd,MS0236980,"29,049",Supply and installation of the decant facilities - propagation glasshouse,,,,,,
DEFRA,KEW,19/09/2014,Planned Maintenance,Planned Maintenance,Unigro Ltd,MS0237702,"62,423",Supply and installation of the decant facilities - propagation glasshouse,,,,,,
DEFRA,KEW,29/08/2014,Finance System,Agresso Upgrade,UNIT4 BUSINESS SOFTWARE LTD,MS0237053,"33,984",Agresso (software) Upgrade,,,,,,
DEFRA,KEW,30/07/2014,Professional Fee,Professional Services,University of Oxford,MS0236097,"29,460",Agency - Interim Senior Managers,,,,,,
DEFRA,AHDB,29/09/2014,Invoice,,JONES LANG LASALLE,025/125821,"27,594","Service charge and rent for Unit 134 of Stoneleigh Park, Kenilworth - October-December 2014 ",,,,,,
DEFRA,AHDB,29/09/2014,Invoice,,Creative Jar Ltd,303863,"32,100",DairyCo - Content creation for consumer campaign 2014-15 - Efficiency Reform Group approved 2014-15 spend under the advertising and marketing spending controls,,,,,,
DEFRA,AHDB,09/09/2014,Invoice,,Outracking Racking and Warehouse Services Ltd,285,"54,512",Building refurbishment and electrical work on Agriculture and Horticulture development board storage unit at Stoneleigh Park - Phase II,,,,,,
DEFRA,AHDB,29/09/2014,Invoice,,Leasedrive,89459,"57,809",Vehicle leasing for Agriculture and Horticulture Development Board Fleet - company and pool cars - September 2014,,,,,,
DEFRA,AHDB,18/09/2014,Invoice,,SOPEXA France,748,"59,322",English Beef and Lamb Executive (EBLEX) - Second payment for French export market supply chain development work for Agneau Presto campaign - (Lamb),,,,,,
DEFRA,JNCC,16/09/2014,OFFICE RENT,Governance and Corporate Services,SAVILLS (UK) LTD                                            ,10252,"54,593",Monkstone House rent and service charge - October-December 2014,M2 4AW,Large,,130,Administration,
DEFRA,Fera,02/09/2014,Direct Subcontractors,Inspectorates Programme,Forestry Commission,116968,"107,563",Work services relating to the management of the water mould disease Phytophthora - funded project finishing 31 March 2015,EH12 7ZE,,N/A,T5JA9000,,
DEFRA,Fera,04/09/2014,Scientific Equipment Maintenan,Food Quality andSafety Prog,*Thermo Fisher Scientific,120776,"27,989",Maintenance support plan for an Orbitrap Velos Mass Spectrometer used for high resolution scanning - September 2014-August 2015,HP2 7GE,,N/A,!,,
DEFRA,Fera,09/09/2014,Direct Collaborators,Plant Protection Programme,Durham University,120389,"28,350",A collaborative project developing novel fusion proteins for the control of invertebrate pests - funded project finishing 31 March 2015,DH1 3LE,,N/A,Y6FT1000,,
DEFRA,Fera,16/09/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),120984,"131,669",Routine services on the funded project National Listings and Plant Breeders Rights - August 2014,CB3 0LE,,N/A,A2AN1000,,
DEFRA,Fera,16/09/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),120985,"77,411",Pathology and Value For Cultivation and Use (VCU) reporting on a funded project - August 2014,CB3 0LE,,N/A,A2AQ1000,,
DEFRA,Fera,16/09/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),120986,"52,800",Routine services on the funded project 2013-14 Seed Certification and Marketing - August 2014,CB3 0LE,,N/A,A2AO1000,,
DEFRA,Fera,16/09/2014,Gpc Clearing Account,Finance and Procurement,National Westminster Bank Plc,121624,"83,944",Government Procurement Card spend - 10 August-9 September 2014,SS1 9AJ,,N/A,!,,
DEFRA,Fera,23/09/2014,Direct Subcontractors,Inspectorates Programme,National Institute of Agricultural Botany (Niab),121902,"33,010",Routine services on the funded project Official Crop Inspections - August 2014,CB3 0LE,,N/A,A2AO1000,,
DEFRA,MMO,22/09/2014,Other Current Payments E,,Looe Harbour Commissioners.,FEF1238COR00401509143003220,"30,032",European Fisheries Fund grant payment,PL13 1DX,SME,,0,Expense,
DEFRA,MMO,10/09/2014,Other Current Payments E,,Lockheed Martin Bus Tech Sltns Ltd,90007886,"29,708",Migration of existing data and development of a new system to support the European Fisheries Fund and European and Maritime Fisheries Fund schemes,PA4 9LH,,,0,Expense,
DEFRA,MMO,26/09/2014,Other Current Payments E,,J C S Fish Ltd,FEF1434,"35,688",European Fisheries Fund grant payment,DN31 3RD,SME,,0,Expense,
DEFRA,MMO,18/09/2014,Other Current Payments E,,Sutton Harbour Company.,FEF0887,"80,379",European Fisheries Fund grant payment,PL4 0RA,SME,,0,Expense,
DEFRA,MMO,18/09/2014,Other Current Payments E,,PPS East Ltd,FEF1215,"34,493",European Fisheries Fund grant payment,DN31 2TG,SME,,0,Expense,
DEFRA,MMO,10/09/2014,Contracted out services non IT,,Shared Services Connected Ltd,100000447,"42,819",Fixed monthly charge for shared services work - September 2014,HP2 7AH,,,0,Expense,
DEFRA,MMO,22/09/2014,Other Current Payments E,,Coombe Fisheries Limited,FEF1218,"71,638",European Fisheries Fund grant payment,EX31 1QN,SME,,0,Expense,
DEFRA,MMO,30/09/2014,Agency IT Services (IBM),,DEFRA,1000037343,"412,712",Recharges for IBM services - April-June 2014,YO1 7PX,,,0,Expense,
DEFRA,MMO,12/09/2014,Other Current Payments E,,Hastings Borough Council,FEF1283HAS0015,"26,560",European Fisheries Fund grant payment,TN34 1QR,,,0,Expense,
DEFRA,MMO,10/09/2014,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,88484,"25,487",Marine Management Organisation Redfern travel bill - August 2014,BD1 3AZ,SME,,0,Asset,
DEFRA,MMO,12/09/2014,Other Current Payments E,,National Federation of Fishermens Organisations,FEF0884,"29,210",European Fisheries Fund grant payment,YO31 7PF,SME,,0,Expense,
DEFRA,MMO,26/09/2014,Other Current Payments E,,Coombe Fisheries Limited,FEF1115220914,"53,041",European Fisheries Fund grant payment,EX31 1QN,SME,,0,Expense,
DEFRA,MMO,22/09/2014,Other Current Payments E,,Whitehaven Harbour Commisioners,FEF1256,"73,548",European Fisheries Fund grant payment,CA28 7DN,SME,,0,Expense,
DEFRA,MMO,16/09/2014,Other Current Payments E,,Globavista Ltd,1555,"31,528",Integration and secure encryption of existing data into an upgrade of the Vessel Monitoring System Hub,BA5 1AF,,,0,Expense,
DEFRA,MMO,22/09/2014,Other Current Payments E,,Looe Harbour Commissioners.,FEF1238COR0040150914,"27,030",European Fisheries Fund grant payment,PL13 1DX,SME,,0,Expense,
DEFRA,MMO,22/09/2014,Other Current Payments E,,Coombe Fisheries Limited,FEF1146150914,"108,209",European Fisheries Fund grant payment,EX31 1QN,SME,,0,Expense,
