Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Private Office,INITIAL CATERING SERVICES LIMITED,4000051485,72.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Young People Workforce Group,INITIAL CATERING SERVICES LIMITED,4000051485,72.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Finance Group Shared Services and Children and Young People,INITIAL CATERING SERVICES LIMITED,4000051485,72.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,71.1
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Corporate Services Strategy and Performance,INITIAL CATERING SERVICES LIMITED,4000051485,70.9
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,70.3
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Chief Information Officer Group,INITIAL CATERING SERVICES LIMITED,4000051485,67.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,65
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Group,INITIAL CATERING SERVICES LIMITED,4000051485,64.05
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,60.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 1,INITIAL CATERING SERVICES LIMITED,4000051485,58.9
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 1,INITIAL CATERING SERVICES LIMITED,4000051485,58.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Chief Information Officer Group,INITIAL CATERING SERVICES LIMITED,4000051485,55
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Curriculum and Behaviour Group,INITIAL CATERING SERVICES LIMITED,4000051485,53.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Chief Information Officer Group,INITIAL CATERING SERVICES LIMITED,4000051485,49.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Press Office Group,INITIAL CATERING SERVICES LIMITED,4000051485,47.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Supporting Delivery Group,INITIAL CATERING SERVICES LIMITED,4000051485,47.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Post 16 YPLA Resources Group,INITIAL CATERING SERVICES LIMITED,4000051485,47.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Supporting Delivery Group,INITIAL CATERING SERVICES LIMITED,4000051485,47.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,45.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,45.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Corporate Services Strategy and Performance,INITIAL CATERING SERVICES LIMITED,4000051485,45
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,44
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Improving Information Sharing and Management Group,INITIAL CATERING SERVICES LIMITED,4000051485,43.7
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Education Strategy and Improvement Group,INITIAL CATERING SERVICES LIMITED,4000051485,42.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,ALB Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,42
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Group,INITIAL CATERING SERVICES LIMITED,4000051485,40.7
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Free School Group,INITIAL CATERING SERVICES LIMITED,4000051485,40.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Young People Analysis Division,INITIAL CATERING SERVICES LIMITED,4000051485,38
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Finance Group Shared Services Schools and Category Management,INITIAL CATERING SERVICES LIMITED,4000051485,36.7
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,35.1
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Young People Workforce Group,INITIAL CATERING SERVICES LIMITED,4000051485,34.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Finance Group,INITIAL CATERING SERVICES LIMITED,4000051485,34.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Safeguarding Group,INITIAL CATERING SERVICES LIMITED,4000051485,32.3
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Corporate Services Director General,INITIAL CATERING SERVICES LIMITED,4000051485,32
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,"Strategic Analysis, Research and Policy Impact Group",INITIAL CATERING SERVICES LIMITED,4000051485,30.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Education Strategy and Improvement Group,INITIAL CATERING SERVICES LIMITED,4000051485,28.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Supporting Delivery Group,INITIAL CATERING SERVICES LIMITED,4000051485,27.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Free School Group,INITIAL CATERING SERVICES LIMITED,4000051485,27.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Private Office,INITIAL CATERING SERVICES LIMITED,4000051485,26.65
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Group,INITIAL CATERING SERVICES LIMITED,4000051485,26.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Curriculum and Behaviour Group,INITIAL CATERING SERVICES LIMITED,4000051485,26.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,26.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Chief Information Officer Group,INITIAL CATERING SERVICES LIMITED,4000051485,26.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,26
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Corporate Services Director General,INITIAL CATERING SERVICES LIMITED,4000051485,26
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Resources Group,INITIAL CATERING SERVICES LIMITED,4000051485,24
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,22.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Free School Group,INITIAL CATERING SERVICES LIMITED,4000051485,21.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,21
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Education Strategy and Improvement Group,INITIAL CATERING SERVICES LIMITED,4000051485,20.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Finance Group Shared Services and Children and Young People,INITIAL CATERING SERVICES LIMITED,4000051485,20
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,19
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,19
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,"Strategic Analysis, Research and Policy Impact Group",INITIAL CATERING SERVICES LIMITED,4000051485,19
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Qualifications Strategy and Reform Group,INITIAL CATERING SERVICES LIMITED,4000051485,18
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Supporting Children and Young People Group 2,INITIAL CATERING SERVICES LIMITED,4000051485,17.15
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Curriculum and Behaviour Group,INITIAL CATERING SERVICES LIMITED,4000051485,17
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Group,INITIAL CATERING SERVICES LIMITED,4000051485,15
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Children Young People and Families Early Years Extended Schools and Special Needs,INITIAL CATERING SERVICES LIMITED,4000051485,15
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Chief Information Officer Group,INITIAL CATERING SERVICES LIMITED,4000051485,13.3
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Curriculum and Behaviour Group,INITIAL CATERING SERVICES LIMITED,4000051485,11.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Academies Policy and Schools Organisation Group,INITIAL CATERING SERVICES LIMITED,4000051485,11.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Academies Policy and Schools Organisation Group,INITIAL CATERING SERVICES LIMITED,4000051485,11.35
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Finance Group Shared Services Schools and Category Management,INITIAL CATERING SERVICES LIMITED,4000051485,7.6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,Schools Director General Office,INITIAL CATERING SERVICES LIMITED,4000051485,6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,CONFERENCES AND MEETINGS,School Standards Group,INITIAL CATERING SERVICES LIMITED,4000051485,6
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Group,CARLSON WAGONLIT TRAVEL,4000051481,6553.17
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000051481,5132.46
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000051481,4375.72
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000051481,3490.42
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Finance Group,CARLSON WAGONLIT TRAVEL,4000051481,3434.97
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000051481,3422.8
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Internal Audit,CARLSON WAGONLIT TRAVEL,4000051481,3321.05
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000051481,3234.32
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000051481,2912.54
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000051481,2631.11
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Corporate and Internal Communications Group,CARLSON WAGONLIT TRAVEL,4000051481,2588.48
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Group,CARLSON WAGONLIT TRAVEL,4000051481,2178.68
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group EFM,CARLSON WAGONLIT TRAVEL,4000051481,1847.16
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,1834.94
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000051481,1667.03
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,1633.57
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000051481,1608.01
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000051481,1580.27
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000051481,1513.99
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Young People Analysis Division,CARLSON WAGONLIT TRAVEL,4000051481,1503.75
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000051481,1498.64
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000051481,1466.3
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000051481,1465.49
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000051481,1454.06
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000051481,1430.94
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000051481,1412.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Commercial Group Strategic Functions,CARLSON WAGONLIT TRAVEL,4000051481,1390.16
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000051481,1382.2
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000051481,1379.9
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000051481,1307.07
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000051481,1234.93
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Marketing Group,CARLSON WAGONLIT TRAVEL,4000051481,1231.7
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000051481,1228.05
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Group,CARLSON WAGONLIT TRAVEL,4000051481,1170.92
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Corporate Services Strategy and Performance,CARLSON WAGONLIT TRAVEL,4000051481,1113.45
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,1091.01
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,4000051481,1090.77
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000051481,1052.67
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,1049.61
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000051481,1015.12
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Free School Group,CARLSON WAGONLIT TRAVEL,4000051481,1014.5
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,985.12
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Customer Contact and Business Development Group,CARLSON WAGONLIT TRAVEL,4000051481,967.37
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000051481,956.81
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,4000051481,951.29
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000051481,933.67
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000051481,926.45
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,4000051481,909.87
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000051481,895.39
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,864.45
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Corporate Services Director General,CARLSON WAGONLIT TRAVEL,4000051481,855.39
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000051481,839.98
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000051481,825.72
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Young People Directorate Support,CARLSON WAGONLIT TRAVEL,4000051481,776.58
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000051481,741.3
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,ALB Reform Group,CARLSON WAGONLIT TRAVEL,4000051481,636.06
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000051481,626.42
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,626.36
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000051481,615.12
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,People and Change,CARLSON WAGONLIT TRAVEL,4000051481,608.86
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,608.11
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Post 16 YPLA Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,605.4
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000051481,601.08
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000051481,578.48
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Finance Group Shared Services Schools and Category Management,CARLSON WAGONLIT TRAVEL,4000051481,566.04
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000051481,559.96
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000051481,552.21
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Free School Group,CARLSON WAGONLIT TRAVEL,4000051481,547.71
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000051481,529.26
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Improving Information Sharing and Management Group,CARLSON WAGONLIT TRAVEL,4000051481,516.69
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Post 16 YPLA Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,512.27
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000051481,506.45
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Communications Strategy and Insight Group,CARLSON WAGONLIT TRAVEL,4000051481,505.39
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,4000051481,477.32
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Corporate Services Director General,CARLSON WAGONLIT TRAVEL,4000051481,474.49
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000051481,467.58
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000051481,460.02
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000051481,451.49
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,451.28
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,432.23
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Resources Group,CARLSON WAGONLIT TRAVEL,4000051481,430.53
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000051481,429.16
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,420.62
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Finance Group Shared Services and Children and Young People,CARLSON WAGONLIT TRAVEL,4000051481,409.47
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,404.04
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000051481,401.28
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,4000051481,398.86
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000051481,393.02
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CARLSON WAGONLIT TRAVEL,4000051481,384.66
Department for Education,DEPARTMENT FOR EDUCATION,06/04/2011,STAFF EXPENSES / COSTS,School Standards Group,CARLSON WAGONLIT TRAVEL,4000051481,379.27
